Tiempo (s),Q_agua (m³/d),Q_oil (m³/d),Q_gas (m³/d),Temp (°C),Presión_in (bar),Nivel_total (%),Nivel_oil (%),Presión_gas (bar),Señal_PID_valv (%),Estado
130,1837,481,4034.3999999999996,58.568186220708455,3.631138625997263,75.02600378375581,62.907068154314636,3.576903884626359,35.93594732818451,Fallo
135,2116,427,4149.599999999999,57.28801679683673,3.768554014306309,74.93094068781038,56.433497875668955,3.883494022266259,47.568655395929845,Fallo
140,2179,484,4632.0,58.7132742503509,3.4281841483173143,74.09507553531066,61.554099589807215,3.3850977286019255,45.53485047932979,Fallo
145,1927,397,5539.2,56.57876586723789,3.8442131407263114,76.71279758864695,61.27022510180396,3.358646781296164,39.197991299595145,Fallo
150,1926,406,5050.8,56.290203056954404,3.8486697949246746,75.83727893834521,58.543641501273335,3.552819976907908,43.33056625043487,Fallo
155,2105,404,3988.7999999999997,55.32637672160096,3.0051848627739868,71.6163634874994,57.633468757091165,3.0709409169999278,54.94995654191695,Fallo
160,2199,393,4525.2,58.54646859580264,3.0276167718737046,71.87888585512546,64.00069617821221,3.6720261352951993,40.86587462677585,Fallo
165,1989,401,6193.2,58.4416184732467,3.250251360515864,74.08993365202487,56.01692442693717,3.8278690037875887,54.26025866834002,Fallo
170,1859,487,3364.7999999999997,56.82906064645491,3.8420230750119813,74.25095688181906,57.41756777372763,3.699512210767194,48.92805524838874,Fallo
175,2074,471,4657.2,55.31382552536906,3.0253507434154576,74.02756542849376,58.45636184448649,3.1732943200708457,66.61301730608155,Fallo
180,1800,490,4702.8,57.19690665882448,3.7145959227000622,72.47823209132991,61.83572389410955,3.954865280663194,53.77296265460409,Fallo
185,2077,472,6112.8,55.190864510766595,3.566037210494076,78.30270197295899,58.639991331764115,3.0941569882685602,47.36594155132727,Fallo
190,1893,489,4508.4,57.81463143752009,3.4741738290873254,74.9611157182009,58.13481668687784,3.4734717707805656,47.4743184860684,Fallo
195,1822,389,5497.2,57.540374603470575,3.0453040097720443,72.5044336360703,62.88254657813223,3.5031362585800876,35.6413784882056,Fallo
200,2056,499,4977.599999999999,57.73585507759256,3.615851164389914,75.68813626280405,61.85246508577007,3.8009492946823995,57.49105676964324,Fallo
205,1832,412,4507.2,57.18246715726374,3.941464808776525,78.61791365804032,60.87865428020687,3.9053506419560637,48.91502111436487,Fallo
210,1843,408,3373.2,55.403112005509705,3.01822182565155,75.56198373547006,58.754600960358815,3.071188648460229,58.84990467186665,Fallo
215,1889,413,3496.7999999999997,56.1274190990936,3.1181648276216563,74.07094050271006,61.904022187693386,3.877472013527053,64.5255024746237,Fallo
220,2016,400,4170.0,55.70975817511889,3.7506147516408586,71.42465677613643,57.55885979143629,3.7764129607419967,55.470973811700375,Fallo
225,1836,391,5217.599999999999,57.9596350417895,3.2382361524039793,74.59561469513221,61.265704874765426,3.4965611906830776,27.458413204823845,Fallo
230,2016,465,3835.2,58.5820929139848,3.389201678734163,74.45791907542292,58.77381063418324,3.950061967050805,50.96995964992718,Fallo
235,2166,395,4420.8,55.366816589033924,3.602440925901119,76.19031405087382,57.11869452238636,3.94619454288169,52.693176542525386,Fallo
240,1943,436,4634.4,55.364824412194764,3.4944203047025812,75.15160911638745,58.645676576975774,3.441530501373377,46.90907490803078,Fallo
245,1945,490,4503.599999999999,57.472872253265045,3.1011226761227904,76.60762610275252,60.489933142217446,3.0727630063641937,44.9305682462887,Fallo
250,2082,445,5208.0,57.05330467476957,3.2332280724245277,77.1213849263606,60.47497050324388,3.880359968638417,52.89882811537126,Fallo
255,2100,383,5552.4,56.50503834212366,3.0835007166986688,74.62555008730237,60.62181513119601,3.4242220092469764,64.75356216949552,Fallo
260,2145,398,3405.6,56.73780737795308,3.2536821738731385,77.88749441937152,56.170185260780954,3.7409738609106684,56.47558109013714,Fallo
265,1800,382,5755.2,55.95002588516988,3.4002228928720246,76.07205306980971,58.30613252550467,3.5283701212972094,49.5475037626068,Fallo
270,1916,385,5886.0,55.04861789875927,3.969878826707639,75.44818496362083,60.02518480156359,3.0737965647353986,54.73627387727564,Fallo
275,1846,484,5218.8,56.17797578735772,3.9958313750293706,75.10870115587714,58.20552733727739,3.7371007058430195,65.2582995725083,Fallo
280,1811,453,4520.4,56.57808719443252,3.106756065935884,73.02554158465415,59.017672942501086,3.6468483616687237,36.47549445090003,Fallo
285,1827,471,4401.599999999999,58.89757923066467,3.986210744479603,73.88315926113448,60.683511951554316,3.309527616286328,68.76170839215887,Fallo
290,2011,456,4468.8,55.532740500895,3.0762003795991633,74.75442250168497,61.2977864825071,3.5811626211808263,51.42050091917568,Fallo
295,1804,498,4578.0,56.505853467512196,3.8105533307818327,77.07431692988925,56.57373094181825,3.969914397814603,63.538723741654124,Fallo
300,2082,428,5140.8,55.25404731836001,3.0368218676359913,75.43736618455227,59.03124861606139,3.534346275029463,53.195375788687144,Fallo
305,1822,480,4215.599999999999,58.398589562709645,3.2473481017431975,75.38655612369877,57.86475914123481,3.954051027258722,48.576205149787064,Fallo
310,2004,383,5122.8,58.51288266991677,3.7569991321722287,74.99672806671181,59.14793532287116,3.476210696789014,44.82087744194366,Fallo
315,1853,487,3825.6,55.35363289346259,3.791817839469633,76.78565072859772,58.873482777079275,3.420535778665075,75.39257791210892,Fallo
320,2028,464,4052.3999999999996,58.220178670077445,3.9031510586766265,75.40622709589302,60.09914545859881,3.608087849541885,58.233525162789654,Fallo
325,2107,417,4989.599999999999,56.58617112928508,3.6220867002278734,79.10490548349098,56.59323512128969,3.459135756238261,49.44452301103381,Fallo
330,1833,385,5880.0,56.389653632901656,3.2091307910785143,71.36139910094015,61.829211031188166,3.53726341671407,73.41975202512995,Fallo
335,2173,395,4438.8,55.72752033759658,3.345667283323863,72.79629040003648,59.874641805453656,3.667557738521027,59.551423205012384,Fallo
340,1860,430,4593.599999999999,56.38033051128955,3.3476192144826835,75.10168513827232,59.02271982922384,3.534423503732523,57.860339557120824,Fallo
345,1877,469,5563.2,56.286331058720116,3.092290586228746,74.42571980515324,63.9285059339898,3.511657013547261,48.027783291464765,Fallo
350,1906,442,3416.4,55.24431183941945,3.2768776481472037,76.22833340008685,61.51501542009461,3.184521019356377,44.52720163662479,Fallo
355,2013,393,3927.6,58.03982163575034,3.531265753973534,72.54389196175275,59.49416139178601,3.1477390919062267,51.274344066680904,Fallo
360,2170,386,4591.2,58.5808273507488,3.511677442115666,73.05546290455186,60.15896490363507,3.4474123668234546,33.93553679742428,Fallo
365,1918,480,5850.0,55.080284791110905,3.3220791655831783,75.40692727173445,58.706854231514946,3.119762131819251,39.18451996385605,Fallo
370,1944,392,5846.4,57.716409276577956,3.7891712386073384,73.2520517610298,59.99340815934529,3.537106541818548,65.23124077269657,Fallo
375,2168,487,5209.2,58.59858958858005,3.607555222293573,76.07782008736932,59.97754511324072,3.330348481280914,33.62005964286611,Fallo
380,2176,412,5112.0,55.40712989048161,3.152859139184332,73.69871486175634,59.02574923247061,3.186567024051306,41.71416228981265,Fallo
385,2110,388,4269.599999999999,55.20654191149805,3.018242481428361,73.90966160133631,60.34793265833914,3.9173956130855316,59.078719472424275,Fallo
390,2134,385,3500.4,56.03161130817976,3.170887587390066,76.05663321926075,60.415006970318274,3.55676289301393,33.305947188786284,Fallo
395,2099,384,6207.599999999999,58.87197626601694,3.7109524788367483,76.08672038475987,61.281164013898305,3.5298400231811167,41.85215872009702,Fallo
400,1800,469,4143.599999999999,56.15452221296103,3.581238221422612,74.86784040270537,57.577967600475084,3.532589432551586,48.51448594992951,Fallo
405,1809,384,5690.4,57.19568791955591,3.201730462330236,74.18507972472948,58.83483816873013,3.1388247734420203,52.609064338316735,Fallo
410,2128,396,5752.8,56.89266480420757,3.6061018810558387,74.57358574618968,60.31906681146145,3.8507274600164547,44.40258025271728,Fallo
415,2172,499,4752.0,55.82000724021295,3.3792285849638004,78.01005022932164,60.36702364617547,3.0480946439640877,53.531576232226655,Fallo
420,2148,451,4406.4,58.00200769906125,3.7995371309195156,74.1151352501774,60.917420343118025,3.2356917460649997,57.42364916259118,Fallo
425,1888,488,4638.0,56.56978042969054,3.816599439471577,75.48691302139977,55.92375092964429,3.4626797856696063,39.91913689082596,Fallo
430,2152,402,4048.7999999999997,57.01088156036992,3.232212695146817,74.52164266793966,61.646209951490015,3.5435528611139886,52.356145581085656,Fallo
435,1997,385,4802.4,56.33962245862834,3.1392720726633874,76.54173038777394,61.01875623267221,3.5334610919763216,62.473270552317246,Fallo
440,2030,406,3862.7999999999997,58.99077046369537,3.7524031200388226,76.94015555582746,61.44154609828116,3.1431279855484697,56.58705125709754,Fallo
445,1804,453,4729.2,58.28502921868805,3.1106317369552072,73.18168476582976,62.57394992769919,3.1499174273487736,45.553624417543595,Fallo
450,1846,447,3514.7999999999997,55.04881228927218,3.598442701205227,78.41232794679543,61.03403146023592,3.5990293647773264,38.222144585076464,Fallo
455,1822,426,3774.0,58.78913335844726,3.1533514031160803,73.63947682561218,60.36106168361086,3.611454235434648,76.43571583398551,Fallo
460,1910,483,4352.4,57.37185162103528,3.1022126642251995,73.79470438938937,62.60369833632019,3.068921539367219,46.70726292944182,Fallo
465,2145,489,4806.0,58.34996315600997,3.332146412654939,74.05943710654111,57.890726222267816,3.6078943937942585,42.705258976961694,Fallo
470,2108,388,3601.2,58.211413794392044,3.0046320230046026,72.97579124947967,56.69028665626846,3.5373956029379228,47.701204285536136,Fallo
475,2009,470,3860.3999999999996,58.67381889975721,3.5870682241365675,76.25628002696133,60.943376210395684,3.165513317427974,34.70235696827192,Fallo
480,2143,412,6028.8,58.12198283018435,3.277587172629418,73.65506430125897,58.689780465618135,3.5151736824068127,49.62964086280882,Fallo
485,1947,497,3769.2,55.341398672314575,3.9968742518459472,75.85889649076734,65.14671960649972,3.0670764773884276,50.59218434014488,Fallo
490,2014,430,4501.2,58.59221715776285,3.205139640482007,80.13985367938066,57.785791090799954,3.0657086394283524,47.450227825791444,Fallo
495,1993,497,4544.4,56.92435179355034,3.4970119488212488,78.00798597716538,59.28693582011185,3.3343628113104824,52.38296262121449,Fallo
500,1854,482,4318.8,56.089207418881195,3.897430409818884,77.82992738299333,60.2500920623329,3.9789314356159613,62.22203346207937,Fallo
505,2122,467,5767.2,57.687570974394916,3.019710537754364,70.6513528718267,60.19749155527467,3.1785446620543336,48.69654854012792,Fallo
510,1896,471,4904.4,55.39776557103738,3.243172190999454,76.42191993640698,60.88852662297208,3.830219864566992,66.46397242679973,Fallo
515,2197,474,4346.4,58.58534327408448,3.013001923510736,72.98582127138748,56.6604416558632,3.892671711076975,67.64686934262718,Fallo
520,2102,448,5686.8,56.34346342859934,3.82510733142266,74.34133800336039,59.80634792521318,3.8306545065652498,61.852102915108894,Fallo
525,2192,477,4651.2,56.17786303816767,3.948453306962157,73.6599216128893,58.9101618263821,3.8684679758979126,53.991361143520706,Fallo
530,1919,438,3512.4,55.728428555286335,3.484778367150346,78.40285848705234,60.175398965723474,3.6988458531609045,36.41652280713848,Fallo
535,2077,486,5821.2,55.52910484450132,3.9005723012363855,74.0611221731809,62.20605053355557,3.8225838759116737,61.51425374464732,Fallo
540,1927,464,5866.8,57.306065902057014,3.274055220687206,79.0111480912799,61.4351831595861,3.8297418037072015,52.56029734313876,Fallo
545,2067,488,5808.0,56.97709540055308,3.5732943781794004,76.96538196789103,59.35346942140789,3.7709113770642704,61.430659028899186,Fallo
550,1845,443,3514.7999999999997,55.66513347502432,3.7380336164263706,75.37353352895416,58.48923413529336,3.245349109681321,34.7598475827297,Fallo
555,1963,492,3583.2,56.1884868624927,3.566404640296897,73.40312190516589,64.16262931353029,3.936829739324758,46.95446361512742,Fallo
560,1868,435,4934.4,56.07964488956878,3.539842778908193,75.56711614122183,59.43876796767037,3.8464078493145575,45.19877410203706,Fallo
565,1872,452,6171.599999999999,57.912755024814416,3.4954913162061985,79.59693772346967,58.74606588442447,3.246402033239107,68.12448557996929,Fallo
570,1930,493,4862.4,55.00935756250311,3.9676993882070866,76.97144543364713,58.811070903723554,3.962098785764118,56.63737213888021,Fallo
575,2102,391,4969.2,58.83268317201572,3.7583924139456815,77.02028292085724,62.56906606786779,3.7241033292731385,56.890362032149724,Fallo
580,1997,451,4694.4,57.586659676468656,3.693175211456925,75.28987482956236,59.235033965083815,3.0441654377101,37.490036690181526,Fallo
585,2190,393,3760.7999999999997,57.78968106898736,3.2973490073725507,80.21195493391903,59.92088969228669,3.8620426509893133,56.81500697372624,Fallo
590,1902,396,4778.4,56.458788997829224,3.560677194003514,77.03777399044496,59.8997616486495,3.5302651326349004,29.19982439153099,Fallo
595,1838,394,5006.4,57.64662070032217,3.737855766906525,72.43171823182007,54.705494240204985,3.8766653778624494,57.29542766635814,Fallo
600,2110,478,4014.0,55.08507764340155,3.8747016726841994,76.4267991804109,60.09403442624749,3.7987832357736653,44.82711549899628,Fallo
