Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
1.72,75.21,67.04,54.37,28.28,1
1.73,75.28,69.52,54.98,26.35,1
1.75,75.25,64.14,55.49,27.15,1
1.77,75.26,66.6,56.03,28.07,1
1.78,75.23,69.04,56.38,26.91,1
1.8,75.31,66.19,55.06,28.25,1
1.82,75.25,68.6,55.53,27.75,1
1.83,75.25,67.97,56.07,28.92,1
1.85,75.26,70.4,56.26,24.67,1
1.87,75.35,60.57,55.55,25.66,1
1.88,75.32,63.01,56.06,26.53,1
1.9,75.27,65.46,56.25,27.93,1
1.92,75.36,67.92,55.59,28.27,1
1.93,75.12,70.33,55.9,25.03,1
1.95,75.24,60.84,56.55,25.76,1
1.97,75.25,63.3,54.27,26.88,1
1.98,75.36,65.78,54.93,27.74,1
2.0,75.25,68.2,55.35,28.5,1
2.02,75.37,69.65,56.01,26.15,1
2.03,75.41,63.63,56.54,27.08,1
2.05,75.35,66.04,54.25,27.91,1
2.07,75.2,68.45,54.63,28.04,1
2.08,75.43,68.66,55.4,27.56,1
2.1,75.47,67.73,55.97,28.66,1
2.12,75.29,70.12,56.34,25.03,1
2.13,75.39,61.74,55.24,25.98,1
2.15,75.28,64.17,55.66,26.99,1
2.17,75.38,66.67,56.31,28.3,1
2.18,75.27,69.08,55.15,27.17,1
2.2,75.26,65.96,55.66,27.87,1
2.22,75.4,68.45,56.34,28.12,1
2.23,75.46,68.6,55.2,27.5,1
2.25,75.4,67.97,55.68,28.58,1
2.27,75.28,70.39,56.1,24.54,1
2.28,75.38,60.63,56.24,25.6,1
2.3,75.32,63.07,55.49,26.66,1
2.32,75.22,65.5,55.92,27.47,1
2.33,75.32,68.0,56.57,28.63,1
2.35,75.37,70.47,54.23,24.46,1
2.37,75.28,60.23,54.68,25.49,1
2.38,75.24,62.68,55.18,26.51,1
2.4,75.38,65.17,55.86,27.78,1
2.42,75.11,67.52,56.13,28.65,1
2.43,75.34,70.03,56.23,25.07,1
2.45,75.32,62.09,55.57,26.25,1
2.47,75.33,64.54,56.12,27.62,1
2.48,75.31,66.96,56.02,28.32,1
2.5,75.32,69.41,56.47,26.57,1
2.52,75.35,64.62,54.62,27.16,1
2.53,75.47,67.12,55.29,28.11,1
2.55,75.46,69.59,55.82,26.06,1
2.57,75.37,63.85,56.27,26.85,1
2.58,75.42,66.33,55.47,28.11,1
2.6,75.25,68.72,55.84,27.49,1
2.62,75.27,67.49,56.4,28.57,1
2.63,75.34,69.95,54.96,25.53,1
2.65,75.35,62.39,55.5,26.49,1
2.67,75.32,64.83,56.01,27.57,1
2.68,75.5,67.32,56.67,28.38,1
2.7,75.35,69.73,53.63,25.93,1
2.72,75.32,63.28,54.13,26.91,1
2.73,75.45,65.76,54.8,27.72,1
2.75,75.38,68.19,55.27,28.57,1
2.77,75.36,69.65,55.78,26.05,1
2.78,75.28,63.6,56.24,26.78,1
2.8,75.43,66.11,55.7,27.91,1
2.82,75.28,68.51,56.09,27.8,1
2.83,75.54,68.43,56.43,27.98,1
2.85,75.36,68.62,54.59,27.58,1
2.87,75.29,67.88,55.05,28.64,1
2.88,75.18,70.3,55.48,25.04,1
2.9,75.37,60.99,56.21,25.86,1
2.92,75.41,63.45,55.71,26.77,1
2.93,75.36,65.89,56.2,27.92,1
2.95,75.23,68.3,55.58,28.12,1
2.97,75.32,69.25,56.22,26.67,1
2.98,75.37,65.3,55.68,27.5,1
3.0,75.35,67.75,56.2,28.43,1
3.02,75.39,70.23,55.76,24.83,1
3.03,75.32,61.23,56.23,25.94,1
3.05,75.29,63.67,55.55,27.04,1
3.07,75.45,66.16,56.26,28.11,1
3.08,75.24,68.54,55.25,27.92,1
3.1,75.44,68.27,55.99,28.33,1
3.12,75.37,69.3,56.45,26.48,1
3.13,75.42,65.1,54.73,27.45,1
3.15,75.55,67.6,55.4,28.64,1
3.17,75.38,69.99,55.76,25.3,1
3.18,75.48,62.27,56.4,26.38,1
3.2,75.36,64.68,54.78,27.19,1
3.22,75.31,67.13,55.26,28.45,1
3.23,75.36,69.59,55.85,25.99,1
3.25,75.4,63.9,56.44,27.17,1
3.27,75.37,66.33,54.69,27.81,1
3.28,75.39,68.8,55.25,27.31,1
3.3,75.51,67.19,55.9,28.3,1
3.32,75.37,69.6,56.31,25.9,1
3.33,75.35,63.85,55.24,27.03,1
3.35,75.31,66.29,55.74,28.28,1
3.37,75.43,68.75,56.4,27.48,1
3.38,75.5,67.37,54.95,28.35,1
3.4,75.53,69.84,55.52,25.44,1
3.42,75.31,62.8,55.84,26.43,1
3.43,75.53,65.33,56.61,27.53,1
3.45,75.35,67.73,53.84,28.44,1
3.47,75.42,70.22,54.45,24.75,1
3.48,75.46,61.32,55.03,25.77,1
3.5,75.42,63.78,55.54,27.04,1
3.52,75.33,66.19,55.99,27.96,1
3.53,75.4,68.66,56.59,27.58,1
3.55,75.52,67.77,54.23,28.66,1
3.57,75.41,70.18,54.65,25.03,1
3.58,75.41,61.45,55.19,26.03,1
3.6,75.41,63.9,55.73,26.94,1
3.62,75.51,66.39,56.37,27.69,1
3.63,75.5,68.87,55.01,27.07,1
3.65,75.47,66.86,55.52,28.15,1
3.67,75.4,69.3,55.99,26.28,1
3.68,75.33,65.08,56.47,27.49,1
3.7,75.3,67.52,54.56,28.54,1
3.72,75.37,69.99,55.17,25.35,1
3.73,75.41,62.25,55.75,26.46,1
3.75,75.31,64.66,56.19,27.37,1
3.77,75.25,67.09,55.69,28.21,1
3.78,75.33,69.58,56.31,26.19,1
3.8,75.44,63.94,55.38,27.0,1
3.82,75.42,66.39,55.89,27.97,1
3.83,75.35,68.83,56.36,27.22,1
3.85,75.35,67.03,55.06,28.58,1
3.87,75.4,69.47,55.64,25.96,1
3.88,75.43,64.42,56.21,27.27,1
3.9,75.26,66.81,55.51,28.08,1
3.92,75.44,69.33,56.23,26.62,1
3.93,75.31,64.91,55.46,27.48,1
3.95,75.48,67.4,56.16,28.61,1
3.97,75.31,69.79,55.71,25.68,1
3.98,90.27,90.08,100.27,0.48,1
4.0,90.49,90.15,100.49,0.48,1
4.02,90.31,90.09,100.31,0.48,1
4.03,90.53,90.16,100.53,0.48,1
4.05,90.5,90.15,100.5,0.48,1
4.07,90.41,90.12,100.41,0.48,1
4.08,90.5,90.15,100.5,0.48,1
4.1,90.31,90.09,100.31,0.48,1
4.12,90.34,90.1,100.34,0.48,1
4.13,90.44,90.13,100.44,0.48,1
4.15,90.48,90.14,100.48,0.48,1
4.17,90.4,90.12,100.4,0.48,1
4.18,90.48,90.14,100.48,0.48,1
4.2,90.46,90.14,100.46,0.48,1
4.22,90.37,90.11,100.37,0.48,1
4.23,90.28,90.08,100.28,0.48,1
4.25,90.48,90.14,100.48,0.48,1
4.27,90.44,90.13,100.44,0.48,1
4.28,90.46,90.14,100.46,0.48,1
4.3,90.33,90.1,100.33,0.49,1
4.32,90.4,90.12,100.4,0.48,1
4.33,90.26,90.08,100.26,0.48,1
4.35,90.3,90.09,100.3,0.48,1
4.37,90.34,90.1,100.34,0.48,1
4.38,90.52,90.16,100.52,0.48,1
4.4,90.46,90.14,100.46,0.48,1
4.42,90.45,90.14,100.45,0.48,1
4.43,90.4,90.12,100.4,0.48,1
4.45,90.41,90.12,100.41,0.48,1
4.47,90.35,90.11,100.35,0.48,1
4.48,90.28,90.08,100.28,0.48,1
4.5,90.54,90.16,100.54,0.48,1
4.52,90.49,90.15,100.49,0.48,1
4.53,90.34,90.1,100.34,0.48,1
4.55,90.41,90.12,100.41,0.48,1
4.57,90.41,90.12,100.41,0.48,1
4.58,90.39,90.12,100.39,0.48,1
4.6,90.54,90.16,100.54,0.48,1
4.62,90.32,90.1,100.32,0.48,1
4.63,90.41,90.12,100.41,0.48,1
4.65,90.15,90.04,100.15,0.48,1
4.67,90.47,90.14,100.47,0.48,1
4.68,90.51,90.15,100.51,0.48,1
4.7,90.45,90.14,100.45,0.48,1
4.72,90.32,90.1,100.32,0.48,1
4.73,90.42,90.12,100.42,0.48,1
4.75,90.36,90.11,100.36,0.48,1
4.77,90.33,90.1,100.33,0.48,1
4.78,90.37,90.11,100.37,0.48,1
4.8,90.21,90.06,100.21,0.48,1
4.82,90.22,90.06,100.22,0.48,1
4.83,90.39,90.12,100.39,0.48,1
4.85,90.46,90.14,100.46,0.48,1
4.87,90.46,90.14,100.46,0.48,1
4.88,90.41,90.12,100.41,0.48,1
4.9,90.39,90.12,100.39,0.48,1
4.92,90.37,90.11,100.37,0.48,1
4.93,90.26,90.08,100.26,0.48,1
4.95,90.23,90.07,100.23,0.48,1
4.97,90.44,90.13,100.44,0.48,1
4.98,90.32,90.1,100.32,0.48,1
5.0,90.36,90.11,100.36,0.48,1
5.02,90.39,90.12,100.39,0.48,1
5.03,90.36,90.11,100.36,0.48,1
5.05,90.33,90.1,100.33,0.48,1
5.07,90.29,90.09,100.29,0.48,1
5.08,90.27,90.08,100.27,0.49,1
5.1,90.38,90.12,100.38,0.48,1
5.12,90.33,90.1,100.33,0.48,1
5.13,90.43,90.13,100.43,0.48,1
5.15,90.26,90.08,100.26,0.48,1
5.17,90.49,90.15,100.49,0.48,1
5.18,90.36,90.11,100.36,0.48,1
5.2,90.41,90.12,100.41,0.48,1
5.22,90.37,90.11,100.37,0.48,1
5.23,90.4,90.12,100.4,0.48,1
5.25,90.31,90.09,100.31,0.48,1
5.27,90.1,90.03,100.1,0.48,1
5.28,90.37,90.11,100.37,0.48,1
5.3,90.32,90.1,100.32,0.48,1
5.32,90.32,90.1,100.32,0.48,1
5.33,90.34,90.1,100.34,0.48,1
5.35,90.45,90.13,100.45,0.48,1
5.37,90.32,90.1,100.32,0.48,1
5.38,90.46,90.14,100.46,0.49,1
5.4,90.41,90.12,100.41,0.48,1
5.42,90.43,90.13,100.43,0.48,1
5.43,90.27,90.08,100.27,0.48,1
5.45,90.31,90.09,100.31,0.48,1
5.47,90.4,90.12,100.4,0.48,1
5.48,90.35,90.11,100.35,0.48,1
5.5,90.43,90.13,100.43,0.48,1
5.52,90.38,90.11,100.38,0.48,1
5.53,90.39,90.12,100.39,0.48,1
5.55,90.41,90.12,100.41,0.48,1
5.57,90.21,90.06,100.21,0.48,1
5.58,90.38,90.11,100.38,0.48,1
5.6,90.4,90.12,100.4,0.48,1
5.62,90.17,90.05,100.17,0.48,1
5.63,90.24,90.07,100.24,0.48,1
5.65,90.24,90.07,100.24,0.48,1
5.67,90.24,90.07,100.24,0.48,1
5.68,90.13,90.04,100.13,0.48,1
5.7,90.23,90.07,100.23,0.49,1
5.72,90.26,90.08,100.26,0.48,1
5.73,90.33,90.1,100.33,0.48,1
5.75,90.27,90.08,100.27,0.48,1
5.77,90.29,90.09,100.29,0.48,1
5.78,90.33,90.1,100.33,0.48,1
5.8,90.26,90.08,100.26,0.48,1
5.82,90.13,90.04,100.13,0.48,1
5.83,90.37,90.11,100.37,0.48,1
5.85,90.16,90.05,100.16,0.48,1
5.87,90.37,90.11,100.37,0.48,1
5.88,90.32,90.1,100.32,0.48,1
5.9,90.34,90.1,100.34,0.48,1
5.92,90.31,90.09,100.31,0.48,1
5.93,90.33,90.1,100.33,0.48,1
5.95,90.28,90.08,100.28,0.48,1
5.97,90.3,90.09,100.3,0.48,1
5.98,90.33,90.1,100.33,0.48,1
6.0,90.23,90.07,100.23,0.48,1
6.02,89.33,88.63,97.4,0.48,1
6.03,88.23,87.14,94.36,0.48,1
6.05,87.29,85.69,91.49,0.48,1
6.07,86.17,84.18,88.43,1.47,1
6.08,85.48,82.81,85.82,3.73,1
6.1,84.36,81.31,82.76,6.25,1
6.12,83.09,79.76,79.56,8.95,1
6.13,82.11,78.3,76.65,11.27,1
6.15,81.27,76.88,73.87,13.78,1
6.17,80.28,75.42,70.94,16.28,1
6.18,79.2,73.93,67.93,18.67,1
6.2,78.19,72.46,64.99,21.15,1
6.22,77.3,71.02,62.16,23.67,1
6.23,76.33,69.57,59.27,26.09,1
6.25,75.29,68.09,56.29,28.66,1
6.27,75.22,70.05,55.27,25.21,1
6.28,75.29,62.01,55.88,26.2,1
6.3,75.25,64.45,56.38,27.06,1
6.32,75.25,66.92,54.97,28.57,1
6.33,75.23,69.34,55.49,26.55,1
6.35,75.2,64.9,55.99,27.51,1
6.37,75.2,67.35,56.53,28.47,1
6.38,75.25,69.81,54.4,25.87,1
6.4,75.18,62.94,54.87,26.71,1
6.42,75.23,65.4,55.46,27.48,1
6.43,75.11,67.83,55.88,28.58,1
6.45,75.08,70.28,56.39,24.86,1
6.47,75.2,61.08,55.05,25.74,1
6.48,75.15,63.53,55.54,27.17,1
6.5,75.25,65.99,56.17,27.82,1
6.52,75.07,68.39,55.66,28.17,1
6.53,75.1,68.84,56.23,27.45,1
6.55,75.31,67.04,55.8,28.08,1
6.57,75.24,69.48,56.27,26.25,1
6.58,75.16,64.32,55.35,26.88,1
6.6,75.25,66.83,55.99,28.01,1
6.62,75.28,69.31,56.55,26.48,1
6.63,75.15,65.0,54.15,27.54,1
6.65,75.2,67.47,54.73,28.62,1
6.67,75.25,69.92,55.32,25.6,1
6.68,75.22,62.51,55.83,26.3,1
6.7,75.17,64.96,56.33,27.7,1
6.72,75.22,67.41,55.21,28.45,1
6.73,75.18,69.85,55.71,25.6,1
6.75,75.15,62.8,56.22,26.81,1
6.77,75.05,65.2,55.53,27.72,1
6.78,75.0,67.63,56.02,28.37,1
6.8,75.08,70.12,56.54,25.19,1
6.82,75.05,61.69,54.27,26.06,1
6.83,75.22,64.2,54.98,27.09,1
6.85,75.19,66.65,55.5,28.43,1
6.87,75.21,69.08,56.05,26.73,1
6.88,75.06,65.97,56.19,28.04,1
6.9,75.18,68.44,55.87,27.79,1
6.92,75.17,68.65,56.4,27.57,1
6.93,75.09,67.75,54.81,28.7,1
6.95,75.14,70.21,55.4,25.19,1
6.97,75.13,61.3,55.92,25.75,1
6.98,75.11,63.77,56.45,26.86,1
7.0,75.32,66.3,54.9,27.79,1
7.02,75.12,68.71,55.24,27.64,1
7.03,75.23,67.54,55.88,28.64,1
7.05,75.04,69.93,56.24,25.4,1
7.07,75.18,62.53,55.69,26.36,1
7.08,75.21,65.0,56.25,27.81,1
7.1,75.1,67.39,55.39,28.54,1
7.12,75.21,69.87,56.05,25.72,1
7.13,75.12,62.69,56.23,26.55,1
7.15,75.12,65.14,55.6,27.45,1
7.17,75.11,67.6,56.12,28.71,1
7.18,75.12,70.04,56.05,25.14,1
7.2,75.19,62.06,56.42,26.37,1
7.22,75.24,64.52,54.85,27.42,1
7.23,75.16,66.94,55.3,28.2,1
7.25,75.02,69.35,55.7,26.37,1
7.27,75.12,64.92,56.34,27.73,1
7.28,75.08,67.33,55.09,28.53,1
7.3,75.2,69.81,55.75,25.55,1
7.32,74.96,62.92,56.05,26.71,1
7.33,75.04,65.39,56.42,27.62,1
7.35,75.04,67.85,54.8,28.63,1
7.37,75.22,70.36,55.52,24.88,1
7.38,75.02,60.63,55.86,25.74,1
7.4,75.04,63.09,56.42,26.71,1
7.42,75.04,65.54,54.8,27.64,1
7.43,75.02,68.0,55.32,28.86,1
7.45,75.04,70.44,55.88,24.55,1
7.47,75.12,60.41,56.5,25.69,1
7.48,74.9,62.79,54.25,26.66,1
7.5,75.09,65.29,54.98,27.65,1
7.52,75.08,67.74,55.52,28.55,1
7.53,75.02,70.18,55.99,25.18,1
7.55,75.11,61.47,56.62,26.16,1
7.57,75.11,63.91,53.98,27.09,1
7.58,74.94,66.3,54.34,28.08,1
7.6,75.0,68.77,54.94,27.3,1
7.62,75.13,67.33,55.62,28.51,1
7.63,75.01,69.74,56.04,26.01,1
7.65,75.08,63.26,56.44,26.63,1
7.67,74.94,65.69,54.58,27.88,1
7.68,75.04,68.16,55.22,28.57,1
7.7,75.11,69.81,55.82,25.57,1
7.72,75.07,62.97,56.33,26.81,1
7.73,75.04,65.4,55.14,27.51,1
7.75,75.01,67.86,55.65,28.46,1
7.77,75.04,70.34,56.23,24.79,1
7.78,75.05,60.79,55.6,25.83,1
7.8,74.94,63.21,56.02,26.7,1
7.82,74.95,65.67,56.48,27.84,1
7.83,75.02,68.14,54.62,28.66,1
7.85,74.96,69.84,55.1,25.64,1
7.87,75.16,62.92,55.84,26.57,1
7.88,74.99,65.33,56.21,27.79,1
7.9,75.01,67.77,55.69,28.72,1
7.92,75.01,70.21,56.22,24.97,1
7.93,75.17,61.38,55.8,25.91,1
7.95,74.92,63.77,56.09,27.01,1
7.97,74.97,66.24,56.22,27.95,1
7.98,74.9,68.68,55.56,27.69,1
8.0,75.13,67.7,56.33,28.54,1
8.02,74.97,70.11,55.02,25.26,1
8.03,74.94,61.72,55.52,25.89,1
8.05,74.98,64.22,56.11,27.45,1
8.07,74.94,66.63,56.04,28.14,1
8.08,74.9,69.08,56.34,26.86,1
8.1,74.88,65.99,55.11,27.89,1
8.12,74.95,68.46,55.72,27.96,1
8.13,75.03,68.58,56.34,27.83,1
8.15,75.0,68.04,55.1,28.53,1
8.17,75.11,70.33,55.75,25.11,1
8.18,75.01,60.77,56.18,25.75,1
8.2,75.03,63.23,55.82,27.13,1
8.22,74.84,65.6,56.17,27.89,1
8.23,74.82,68.03,55.81,28.78,1
8.25,75.12,70.41,56.65,24.64,1
8.27,74.82,60.42,53.55,25.65,1
8.28,74.9,62.89,54.17,26.6,1
8.3,74.81,65.32,54.62,27.57,1
8.32,74.87,67.8,55.23,28.49,1
8.33,74.94,70.29,55.84,24.76,1
8.35,74.85,60.98,56.29,26.08,1
8.37,74.87,63.43,55.36,27.07,1
8.38,74.95,65.88,55.98,27.85,1
8.4,75.07,68.37,56.63,28.24,1
8.42,74.89,68.86,53.76,27.34,1
8.43,75.03,66.94,54.44,28.35,1
8.45,75.03,69.39,54.98,26.43,1
8.47,74.87,64.66,55.36,27.6,1
8.48,74.8,67.07,55.82,28.45,1
8.5,74.94,69.56,56.5,26.02,1
8.52,74.84,63.99,54.37,27.09,1
8.53,75.08,66.51,55.15,27.98,1
8.55,74.96,68.94,55.58,27.19,1
8.57,74.99,66.58,56.14,28.2,1
8.58,74.74,68.95,55.72,27.13,1
8.6,74.77,66.54,56.28,27.94,1
8.62,74.99,69.08,55.62,26.99,1
8.63,74.84,65.94,56.01,28.0,1
8.65,74.83,68.38,56.48,27.91,1
8.67,74.9,68.92,54.63,27.12,1
8.68,74.86,66.65,55.13,28.08,1
8.7,74.96,69.15,55.78,27.1,1
8.72,74.95,65.67,56.3,27.56,1
8.73,74.84,68.11,55.19,28.68,1
8.75,75.09,70.06,55.98,25.18,1
8.77,74.91,61.9,56.34,26.04,1
8.78,74.65,64.3,54.89,27.41,1
8.8,74.95,66.83,55.72,28.26,1
8.82,74.98,69.29,56.28,26.61,1
8.83,74.95,65.11,55.36,27.69,1
8.85,74.76,67.49,55.71,28.36,1
8.87,74.73,69.95,56.22,25.46,1
8.88,74.77,62.42,55.67,26.68,1
8.9,74.95,64.9,56.39,27.64,1
8.92,74.75,67.28,54.73,28.37,1
8.93,74.83,69.77,55.35,25.78,1
8.95,74.72,63.11,55.78,26.86,1
8.97,74.73,65.55,56.32,27.7,1
8.98,74.93,68.07,55.42,28.62,1
9.0,74.8,70.12,55.83,25.27,1
9.02,74.84,61.71,56.41,26.16,1
9.03,74.84,64.16,54.85,26.98,1
9.05,74.82,66.63,55.37,28.3,1
9.07,74.88,69.09,55.96,26.66,1
9.08,74.88,65.97,56.51,27.9,1
9.1,74.79,68.4,54.34,27.88,1
9.12,74.66,68.78,54.76,27.24,1
9.13,74.78,67.29,55.43,28.7,1
9.15,74.87,69.75,56.05,25.67,1
9.17,74.72,63.19,56.19,26.9,1
9.18,74.83,65.67,55.86,27.9,1
9.2,74.83,68.11,56.39,28.49,1
9.22,74.79,69.99,54.9,25.52,1
9.23,74.78,62.22,55.42,26.46,1
9.25,74.85,64.69,56.03,27.51,1
9.27,74.77,67.11,56.34,28.33,1
9.28,74.8,69.58,55.16,26.05,1
9.3,74.73,63.91,55.63,26.93,1
9.32,74.6,66.34,56.04,28.36,1
9.33,74.82,68.83,56.6,27.43,1
9.35,74.75,67.0,53.99,28.22,1
9.37,74.79,69.48,54.56,26.04,1
9.38,74.78,64.36,55.11,27.22,1
9.4,74.81,66.82,55.67,28.44,1
9.42,74.85,69.27,56.25,26.82,1
9.43,74.77,65.17,55.42,27.59,1
9.45,74.86,67.65,56.06,28.68,1
9.47,74.79,70.07,56.21,25.23,1
9.48,74.65,61.87,55.54,26.34,1
9.5,74.75,64.35,56.18,27.24,1
9.52,74.61,66.76,55.65,28.38,1
9.53,74.67,69.22,56.24,26.74,1
9.55,74.69,65.42,55.57,27.62,1
9.57,74.66,67.87,56.08,28.55,1
9.58,74.79,70.38,56.35,24.87,1
9.6,74.73,60.59,55.03,25.63,1
9.62,74.77,63.07,55.61,26.69,1
9.63,74.6,65.47,55.99,28.02,1
9.65,74.76,67.95,56.68,28.55,1
9.67,74.78,70.42,53.76,24.75,1
9.68,74.67,60.43,54.18,25.61,1
9.7,74.67,62.88,54.72,26.83,1
9.72,74.69,65.33,55.27,27.77,1
9.73,74.62,67.75,55.75,28.68,1
9.75,74.71,70.23,56.37,25.2,1
9.77,74.72,61.23,55.03,25.71,1
9.78,74.72,63.71,55.57,27.12,1
9.8,74.78,66.17,56.16,27.83,1
9.82,74.66,68.6,55.77,28.16,1
9.83,74.81,67.99,56.45,28.59,1
9.85,74.52,70.37,54.39,24.84,1
9.87,74.56,60.67,54.98,25.72,1
9.88,74.78,63.19,55.73,26.96,1
9.9,74.61,65.58,56.1,27.89,1
9.92,74.74,68.06,56.25,28.64,1
9.93,74.76,70.21,55.53,24.99,1
9.95,74.67,61.31,55.98,26.21,1
9.97,74.78,63.78,56.63,26.77,1
9.98,74.62,66.21,53.78,28.0,1
10.0,74.54,68.64,54.25,27.71,1
10.02,74.82,67.9,55.06,28.55,1
10.03,74.76,70.34,55.54,24.91,1
10.05,74.61,60.74,55.94,25.94,1
10.07,74.67,63.2,56.52,26.75,1
10.08,74.64,65.65,54.37,28.01,1
10.1,74.71,68.1,54.98,28.77,1
10.12,74.68,70.02,55.48,25.49,1
10.13,74.72,62.11,56.06,26.36,1
10.15,74.6,64.52,56.17,27.73,1
10.17,74.67,66.96,55.91,28.15,1
10.18,74.62,69.42,56.39,26.58,1
10.2,74.6,64.56,54.91,27.42,1
10.22,74.7,67.04,55.54,28.39,1
10.23,74.65,69.47,56.03,26.29,1
10.25,74.79,64.43,56.57,27.27,1
10.27,74.63,66.84,54.02,28.41,1
10.28,74.63,69.28,54.56,26.67,1
10.3,74.63,65.17,55.1,27.4,1
10.32,74.78,67.68,55.79,28.66,1
10.33,74.6,70.08,56.15,25.12,1
10.35,74.71,61.91,56.04,26.19,1
10.37,74.67,64.36,56.33,27.4,1
10.38,74.69,66.81,55.2,28.2,1
10.4,74.72,69.27,55.76,26.7,1
10.42,74.7,65.2,56.28,27.63,1
10.43,74.62,67.63,55.31,28.82,1
10.45,74.61,70.06,55.84,25.31,1
10.47,74.68,61.97,56.44,26.29,1
10.48,74.77,64.45,54.82,27.3,1
10.5,74.55,66.84,55.14,28.46,1
10.52,74.73,69.33,55.85,26.63,1
