Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
5.72,75.16,69.29,56.0,28.31,2
5.73,75.19,69.46,56.57,28.09,2
5.75,75.22,69.33,56.13,28.26,2
5.77,75.3,69.44,56.52,28.26,2
5.78,75.22,69.31,56.05,28.37,2
5.8,75.24,69.43,56.52,28.41,2
5.82,75.36,69.36,56.25,28.34,2
5.83,75.38,69.39,56.36,28.52,2
5.85,75.2,69.29,56.08,28.46,2
5.87,75.14,69.41,56.41,28.13,2
5.88,75.3,69.42,56.38,28.21,2
5.9,75.28,69.34,56.23,28.26,2
5.92,75.12,69.37,56.2,28.27,2
5.93,75.35,69.45,56.61,27.95,2
5.95,75.05,69.26,55.78,28.51,2
5.97,75.25,69.51,56.51,28.21,2
5.98,75.3,69.29,56.19,28.14,2
6.0,75.41,69.5,56.51,28.34,2
6.02,75.39,69.26,56.11,28.44,2
6.03,75.18,69.4,56.25,28.11,2
6.05,75.36,69.43,56.53,28.21,2
6.07,75.24,69.3,56.0,28.14,2
6.08,75.29,69.47,56.59,28.28,2
6.1,75.4,69.33,56.19,28.39,2
6.12,75.34,69.39,56.34,28.24,2
6.13,75.21,69.33,56.14,27.93,2
6.15,75.42,69.51,56.65,28.24,2
6.17,75.17,69.2,55.78,28.26,2
6.18,75.21,69.54,56.36,28.49,2
6.2,75.37,69.27,56.41,28.08,2
6.22,75.35,69.48,56.21,28.24,2
6.23,75.27,69.27,56.29,28.18,2
6.25,75.34,69.5,56.39,28.31,2
6.27,75.16,69.22,56.05,28.54,2
6.28,75.16,69.48,56.5,28.26,2
6.3,75.15,69.3,56.14,28.27,2
6.32,75.11,69.43,56.39,28.24,2
6.33,75.08,69.33,56.2,28.48,2
6.35,75.22,69.44,56.53,28.24,2
6.37,75.23,69.33,56.13,28.27,2
6.38,75.11,69.39,56.32,28.3,2
6.4,75.21,69.39,56.39,28.21,2
6.42,75.35,69.42,56.37,28.28,2
6.43,75.34,69.34,56.25,28.13,2
6.45,75.2,69.37,56.2,28.17,2
6.47,75.1,69.37,56.29,28.26,2
6.48,75.22,69.42,56.44,28.34,2
6.5,75.2,69.34,56.17,28.31,2
6.52,75.2,69.4,56.4,28.27,2
6.53,75.15,69.35,56.18,28.19,2
6.55,75.27,69.44,56.52,28.29,2
6.57,75.34,69.35,56.2,28.38,2
6.58,75.18,69.34,56.23,28.34,2
6.6,75.14,69.39,56.32,28.2,2
6.62,75.29,69.43,56.44,28.12,2
6.63,75.13,69.3,56.04,28.21,2
6.65,75.07,69.43,56.45,28.36,2
6.67,75.13,69.34,56.24,28.12,2
6.68,75.24,69.46,56.47,28.35,2
6.7,75.08,69.26,56.01,28.43,2
6.72,75.1,69.46,56.55,28.48,2
6.73,75.25,69.34,56.26,28.35,2
6.75,75.1,69.36,56.18,28.15,2
6.77,74.98,69.37,56.28,28.0,2
6.78,75.2,69.48,56.55,28.49,2
6.8,75.25,69.29,56.16,28.38,2
6.82,75.19,69.42,56.35,28.51,2
6.83,75.17,69.32,56.24,28.27,2
6.85,75.02,69.38,56.21,28.4,2
6.87,75.25,69.43,56.6,28.19,2
6.88,75.28,69.36,56.1,28.31,2
6.9,75.1,69.33,56.29,28.34,2
6.92,75.14,69.43,56.35,28.24,2
6.93,75.26,69.37,56.39,28.16,2
6.95,75.11,69.35,56.09,28.45,2
6.97,75.17,69.41,56.52,28.04,2
6.98,75.14,69.36,56.11,28.41,2
7.0,75.13,69.38,56.44,28.16,2
7.02,74.94,69.33,56.01,28.46,2
7.03,75.21,69.49,56.8,28.33,2
7.05,75.05,69.23,55.75,28.19,2
7.07,75.26,69.57,56.51,28.09,2
7.08,75.2,69.22,56.07,28.08,2
7.1,75.23,69.53,56.53,28.19,2
7.12,75.2,69.26,56.09,28.17,2
7.13,75.05,69.44,56.33,28.13,2
7.15,75.03,69.33,56.26,28.27,2
7.17,75.15,69.46,56.46,28.3,2
7.18,75.04,69.28,56.07,28.45,2
7.2,75.1,69.46,56.54,28.01,2
7.22,75.03,69.31,56.06,28.56,2
7.23,74.99,69.4,56.45,28.27,2
7.25,75.06,69.39,56.26,28.33,2
7.27,74.98,69.34,56.25,28.28,2
7.28,75.02,69.42,56.39,28.35,2
7.3,75.04,69.35,56.25,28.68,2
7.32,75.27,69.43,56.56,28.27,2
7.33,74.97,69.25,55.81,28.13,2
7.35,75.09,69.53,56.48,28.12,2
7.37,75.13,69.28,56.2,28.25,2
7.38,75.06,69.44,56.32,28.01,2
7.4,75.23,69.41,56.46,28.1,2
7.42,74.86,69.26,55.82,28.21,2
7.43,75.04,69.53,56.54,28.22,2
7.45,75.02,69.26,56.1,28.21,2
7.47,75.02,69.48,56.46,28.16,2
7.48,75.01,69.31,56.18,28.13,2
7.5,75.0,69.44,56.38,28.48,2
7.52,75.13,69.35,56.38,28.19,2
7.53,75.04,69.39,56.16,28.55,2
7.55,75.02,69.33,56.38,28.53,2
7.57,75.04,69.41,56.26,28.25,2
7.58,75.12,69.38,56.42,28.08,2
7.6,75.02,69.36,56.12,28.21,2
7.62,74.98,69.39,56.4,28.26,2
7.63,74.98,69.37,56.23,28.17,2
7.65,74.96,69.4,56.35,28.31,2
7.67,75.01,69.37,56.31,28.44,2
7.68,75.09,69.4,56.38,28.08,2
7.7,75.02,69.35,56.17,28.26,2
7.72,74.94,69.38,56.33,28.24,2
7.73,74.95,69.39,56.29,28.08,2
7.75,75.06,69.42,56.43,28.52,2
7.77,74.99,69.31,56.13,28.42,2
7.78,75.07,69.44,56.52,28.41,2
7.8,75.12,69.34,56.18,28.44,2
7.82,74.94,69.34,56.22,28.28,2
7.83,74.85,69.38,56.28,28.31,2
7.85,75.0,69.42,56.47,28.53,2
7.87,74.94,69.31,56.11,28.39,2
7.88,75.04,69.46,56.55,28.64,2
7.9,74.95,69.25,56.01,28.56,2
7.92,75.02,69.48,56.6,28.27,2
7.93,74.84,69.25,55.89,28.38,2
7.95,74.93,69.5,56.52,28.5,2
7.97,75.06,69.3,56.26,28.12,2
7.98,74.99,69.44,56.27,28.41,2
8.0,74.96,69.31,56.3,28.27,2
8.02,74.85,69.4,56.2,28.27,2
8.03,75.1,69.44,56.63,28.1,2
8.05,74.98,69.31,55.93,28.48,2
8.07,74.99,69.42,56.47,28.34,2
8.08,74.88,69.31,56.07,28.55,2
8.1,74.82,69.39,56.42,28.25,2
8.12,74.9,69.4,56.29,28.23,2
8.13,74.89,69.37,56.31,28.21,2
8.15,75.03,69.43,56.44,28.12,2
8.17,74.87,69.31,56.04,28.56,2
8.18,74.81,69.39,56.45,28.45,2
8.2,74.92,69.39,56.29,28.14,2
8.22,74.79,69.35,56.19,28.35,2
8.23,74.97,69.45,56.56,28.39,2
8.25,74.85,69.27,55.98,28.32,2
8.27,74.91,69.49,56.59,28.17,2
8.28,74.9,69.3,56.07,28.3,2
8.3,74.89,69.43,56.47,28.64,2
8.32,74.87,69.31,56.15,28.22,2
8.33,74.92,69.45,56.47,28.64,2
8.35,74.91,69.29,56.16,28.22,2
8.37,74.93,69.46,56.44,28.38,2
8.38,74.93,69.31,56.19,28.22,2
8.4,74.82,69.41,56.29,28.49,2
8.42,74.93,69.37,56.42,28.2,2
8.43,74.96,69.4,56.24,28.27,2
8.45,74.97,69.37,56.37,28.29,2
8.47,75.0,69.39,56.28,28.02,2
8.48,74.96,69.38,56.28,28.13,2
8.5,74.82,69.36,56.19,28.22,2
8.52,74.79,69.39,56.36,28.67,2
8.53,74.77,69.33,56.23,28.19,2
8.55,74.87,69.46,56.47,28.26,2
8.57,74.86,69.32,56.16,28.38,2
8.58,74.77,69.39,56.32,28.53,2
8.6,74.87,69.38,56.39,27.98,2
8.62,74.91,69.42,56.28,28.34,2
8.63,74.84,69.32,56.25,28.2,2
8.65,74.97,69.47,56.48,28.28,2
8.67,74.85,69.27,56.05,28.36,2
8.68,74.98,69.5,56.63,28.17,2
8.7,74.78,69.23,55.84,28.42,2
8.72,74.86,69.52,56.47,28.13,2
8.73,74.9,69.29,56.21,28.43,2
8.75,74.72,69.38,56.19,28.44,2
8.77,74.85,69.41,56.52,28.26,2
8.78,74.92,69.38,56.21,28.44,2
8.8,74.73,69.31,56.19,28.58,2
8.82,74.83,69.44,56.48,28.35,2
8.83,74.92,69.35,56.25,28.27,2
8.85,74.74,69.36,56.17,28.43,2
8.87,74.73,69.37,56.39,28.3,2
8.88,75.01,69.48,56.52,28.14,2
8.9,74.88,69.27,56.01,28.42,2
8.92,74.82,69.44,56.47,28.24,2
8.93,74.98,69.38,56.33,28.26,2
8.95,74.91,69.36,56.22,28.13,2
8.97,74.92,69.41,56.38,28.37,2
8.98,74.77,69.31,56.09,28.26,2
9.0,74.85,69.46,56.55,26.34,2
9.02,74.81,64.41,54.23,27.24,2
9.03,74.79,66.86,54.75,28.2,2
9.05,74.83,69.33,55.33,26.53,2
9.07,74.93,64.99,55.97,27.5,2
9.08,74.89,67.43,56.47,28.51,2
9.1,74.74,69.84,54.45,25.8,2
9.12,74.84,62.87,55.09,26.62,2
9.13,74.95,65.36,55.73,27.58,2
9.15,74.8,67.77,56.13,28.61,2
9.17,74.78,70.22,55.98,24.99,2
9.18,74.93,61.34,56.67,25.92,2
9.2,74.75,63.75,53.6,27.17,2
9.22,74.9,66.23,54.28,27.93,2
9.23,74.72,68.64,54.65,27.51,2
9.25,74.82,67.85,55.28,28.82,2
9.27,74.84,70.3,55.85,24.57,2
9.28,74.86,60.99,56.41,26.14,2
9.3,74.77,63.39,54.76,26.94,2
9.32,74.81,65.85,55.34,27.83,2
9.33,74.88,68.33,55.94,28.55,2
9.35,74.86,69.05,56.45,26.99,2
9.37,74.91,66.13,54.73,28.12,2
9.38,74.79,68.53,55.16,27.83,2
9.4,74.64,68.22,55.54,28.19,2
9.42,74.8,69.62,56.25,26.06,2
9.43,74.73,63.74,55.43,27.11,2
9.45,74.81,66.2,56.05,28.1,2
9.47,74.7,68.61,56.22,27.6,2
9.48,74.76,67.97,55.7,28.88,2
9.5,74.79,70.42,56.26,24.7,2
9.52,74.66,60.42,55.34,25.73,2
9.53,74.77,62.9,55.99,26.59,2
9.55,74.69,65.34,56.45,27.43,2
9.57,74.73,67.82,54.73,28.74,2
9.58,74.79,70.29,55.32,24.85,2
9.6,74.76,60.99,55.83,25.97,2
9.62,74.81,63.45,56.42,27.03,2
9.63,74.73,65.86,54.72,27.7,2
9.65,74.75,68.34,55.28,28.42,2
9.67,74.81,69.05,55.88,26.83,2
9.68,74.68,66.09,56.29,27.91,2
9.7,74.79,68.58,55.46,27.82,2
9.72,74.66,68.02,55.87,28.95,2
9.73,74.6,70.33,56.35,24.97,2
9.75,74.76,60.87,55.24,25.99,2
9.77,74.77,63.31,55.79,26.79,2
9.78,74.68,65.74,56.24,27.79,2
9.8,74.78,68.23,55.65,28.41,2
9.82,74.73,69.48,56.14,26.33,2
9.83,74.67,64.32,55.9,27.36,2
9.85,74.66,66.76,56.43,28.21,2
9.87,74.73,69.24,54.83,26.71,2
9.88,74.75,65.33,55.39,27.83,2
9.9,74.55,67.71,55.72,28.8,2
9.92,74.63,70.18,56.34,25.25,2
9.93,74.78,61.48,55.29,26.26,2
9.95,74.6,63.86,55.64,27.08,2
9.97,74.59,66.31,56.17,28.09,2
9.98,74.79,68.82,56.04,27.11,2
10.0,74.74,67.08,56.32,28.49,2
10.02,74.64,69.49,55.12,26.37,2
10.03,74.7,64.31,55.72,27.48,2
10.05,74.76,66.76,56.31,28.13,2
10.07,74.75,69.22,55.26,26.62,2
10.08,74.68,65.4,55.73,27.7,2
10.1,74.56,67.82,56.15,28.77,2
10.12,74.69,70.31,56.05,25.0,2
10.13,74.69,60.9,56.33,25.8,2
10.15,74.66,63.35,55.15,26.77,2
10.17,74.67,65.82,55.7,27.56,2
10.18,74.56,68.26,56.13,28.48,2
10.2,74.7,69.41,56.15,26.46,2
10.22,74.58,64.59,55.8,27.52,2
10.23,74.59,67.03,56.34,28.74,2
10.25,74.81,69.52,55.36,26.09,2
10.27,74.62,64.13,55.7,27.33,2
10.28,74.77,66.61,56.38,28.18,2
10.3,74.7,69.05,54.91,27.11,2
10.32,74.68,66.1,55.43,28.02,2
10.33,74.73,68.56,56.02,27.84,2
10.35,74.57,68.09,56.3,28.41,2
10.37,74.52,70.09,55.25,25.38,2
10.38,74.61,61.83,55.87,26.35,2
10.4,74.6,64.28,56.4,27.32,2
10.42,74.66,66.74,54.95,28.17,2
10.43,74.7,69.21,55.53,26.59,2
10.45,74.66,65.46,56.03,27.57,2
10.47,74.61,67.91,56.37,28.62,2
10.48,74.61,70.37,55.01,24.74,2
10.5,74.61,60.68,55.55,25.79,2
10.52,74.7,63.16,56.18,26.79,2
