Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
1.48,75.17,62.36,54.98,26.54,1
1.5,75.36,64.85,55.71,27.28,1
1.52,75.21,67.27,56.1,28.47,1
1.53,75.23,69.73,56.15,25.73,1
1.55,75.11,63.27,55.8,26.82,1
1.57,75.26,65.77,56.49,27.93,1
1.58,75.21,68.19,54.46,28.46,1
1.6,75.32,69.7,55.11,26.04,1
1.62,75.3,63.4,55.63,26.78,1
1.63,75.24,65.84,56.1,27.75,1
1.65,75.29,68.32,56.18,27.97,1
1.67,75.31,69.15,55.82,26.98,1
1.68,75.26,65.67,56.3,27.54,1
1.7,75.27,68.14,55.33,28.51,1
1.72,75.43,69.92,56.02,25.37,1
1.73,75.39,62.52,56.42,26.51,1
1.75,75.31,64.94,54.72,27.32,1
1.77,75.16,67.36,55.12,28.33,1
1.78,75.17,69.83,55.67,25.58,1
1.8,75.14,62.89,56.18,26.62,1
1.82,75.16,65.35,55.82,27.61,1
1.83,75.16,67.8,56.35,28.55,1
1.85,75.22,70.28,55.16,24.83,1
1.87,75.26,61.05,55.74,25.93,1
1.88,75.24,63.49,56.26,26.71,1
1.9,75.2,65.94,55.42,27.77,1
1.92,75.17,68.4,55.94,28.09,1
1.93,75.29,68.83,56.6,27.23,1
1.95,75.16,66.99,53.93,28.29,1
1.97,75.16,69.44,54.47,26.23,1
1.98,75.32,64.56,55.17,27.37,1
2.0,75.36,67.02,55.75,28.3,1
2.02,75.32,69.46,56.25,26.31,1
2.03,75.26,64.4,55.45,27.3,1
2.05,75.21,66.83,55.93,28.3,1
2.07,75.33,69.31,56.59,26.58,1
2.08,75.42,65.06,54.19,27.34,1
2.1,75.27,67.48,54.58,28.34,1
2.12,75.24,69.94,55.1,25.45,1
2.13,75.36,62.47,55.75,26.45,1
2.15,75.32,64.91,56.25,27.46,1
2.17,75.22,67.33,55.41,28.51,1
2.18,75.25,69.79,55.98,25.7,1
2.2,75.37,63.09,56.64,26.7,1
2.22,75.38,65.55,53.91,27.61,1
2.23,75.46,68.03,54.52,28.78,1
2.25,75.36,70.28,54.97,24.75,1
2.27,75.3,61.03,55.45,25.86,1
2.28,75.3,63.48,55.98,26.81,1
2.3,75.32,65.95,56.54,27.91,1
2.32,75.28,68.38,54.28,27.99,1
2.33,75.35,68.91,54.89,27.14,1
2.35,75.28,66.68,55.35,28.17,1
2.37,75.32,69.14,55.93,26.72,1
2.38,75.37,65.76,56.52,27.88,1
2.4,75.36,68.2,54.38,28.49,1
2.42,75.47,69.65,55.03,25.6,1
2.43,75.24,63.6,55.35,26.91,1
2.45,75.28,66.07,55.93,27.91,1
2.47,75.41,68.56,56.59,27.76,1
2.48,75.44,68.15,54.14,28.3,1
2.5,75.28,69.79,54.52,25.71,1
2.52,75.43,63.1,55.21,26.6,1
2.53,75.36,65.54,55.68,27.54,1
2.55,75.24,67.97,56.1,28.5,1
2.57,75.27,70.45,56.16,24.62,1
2.58,75.4,60.37,56.01,25.52,1
2.6,75.29,62.79,56.39,26.73,1
2.62,75.35,65.25,54.99,27.57,1
2.63,75.37,67.71,55.54,28.55,1
2.65,75.37,70.16,56.08,25.05,1
2.67,75.23,61.49,56.08,25.83,1
2.68,75.48,64.04,56.46,26.77,1
2.7,75.41,66.5,54.58,27.89,1
2.72,75.47,68.99,55.18,27.02,1
2.73,75.15,66.27,55.4,28.26,1
2.75,75.25,68.72,56.03,27.57,1
2.77,75.39,67.52,56.55,28.65,1
2.78,75.43,69.97,54.31,25.36,1
2.8,75.22,62.25,54.64,26.6,1
2.82,75.38,64.73,55.33,27.47,1
2.83,75.38,67.17,55.87,28.33,1
2.85,75.39,69.63,56.42,25.76,1
2.87,75.37,63.73,54.79,26.97,1
2.88,75.36,66.18,55.32,27.95,1
2.9,75.38,68.63,55.87,27.77,1
2.92,75.19,67.79,56.23,28.67,1
2.93,75.47,70.32,55.87,24.83,1
2.95,75.5,60.87,56.43,25.72,1
2.97,75.36,63.29,54.62,26.63,1
2.98,75.43,65.77,55.24,27.68,1
3.0,75.64,68.3,55.99,28.08,1
3.02,75.32,69.12,56.21,26.89,1
3.03,75.4,65.84,55.75,27.6,1
3.05,75.25,68.27,56.14,28.44,1
3.07,75.32,69.34,56.03,26.13,1
3.08,75.48,65.0,56.58,27.37,1
3.1,75.36,67.42,54.04,28.31,1
3.12,75.31,69.87,54.52,25.42,1
3.13,75.46,62.79,55.21,26.3,1
3.15,75.36,65.23,55.66,27.76,1
3.17,75.33,67.66,56.17,28.35,1
3.18,75.38,70.14,55.89,25.05,1
3.2,75.37,61.62,56.42,26.25,1
3.22,75.37,64.06,54.8,27.14,1
3.23,75.31,66.48,55.27,28.18,1
3.25,75.51,68.99,56.01,26.99,1
3.27,75.38,66.32,56.37,27.97,1
3.28,75.34,68.77,54.98,27.59,1
3.3,75.54,67.31,55.71,28.2,1
3.32,75.42,69.74,56.14,25.91,1
3.33,75.39,63.25,55.92,26.61,1
3.35,75.37,65.71,56.44,27.82,1
3.37,75.36,68.15,54.71,28.31,1
3.38,75.25,69.81,55.14,25.52,1
3.4,75.41,63.04,55.85,26.79,1
3.42,75.32,65.45,56.3,27.77,1
3.43,75.45,67.93,55.43,28.58,1
3.45,75.59,70.44,56.11,24.48,1
3.47,75.38,60.32,55.87,25.35,1
3.48,75.47,62.82,56.51,26.54,1
3.5,75.29,65.22,54.25,27.75,1
3.52,75.43,67.69,54.92,28.73,1
3.53,75.24,70.07,55.27,25.32,1
3.55,75.5,61.98,56.07,26.61,1
3.57,75.44,64.37,56.19,27.28,1
3.58,75.42,66.81,55.72,28.54,1
3.6,75.42,69.23,56.26,26.51,1
3.62,75.46,65.39,55.5,27.68,1
3.63,75.44,67.83,56.02,28.7,1
3.65,75.36,70.25,56.38,24.95,1
3.67,75.45,61.19,55.06,25.76,1
3.68,75.48,63.66,55.63,26.91,1
3.7,75.45,66.1,56.14,27.77,1
3.72,75.32,68.53,55.84,27.77,1
3.73,75.37,68.28,56.42,28.18,1
3.75,75.49,69.34,54.93,26.41,1
3.77,75.27,64.85,55.25,27.44,1
3.78,75.4,67.34,55.92,28.71,1
3.8,75.52,69.8,56.57,25.66,1
3.82,75.47,63.01,54.14,26.7,1
3.83,75.52,65.47,54.73,27.4,1
3.85,75.35,67.89,55.1,28.53,1
3.87,75.37,70.36,55.67,24.83,1
3.88,75.34,60.68,56.17,25.78,1
3.9,75.33,63.13,55.82,26.69,1
3.92,75.25,65.55,56.29,27.9,1
3.93,75.5,68.06,55.58,28.62,1
3.95,75.29,70.14,55.91,25.24,1
3.97,75.37,61.63,56.52,26.29,1
3.98,90.42,90.13,100.42,0.48,1
4.0,90.41,90.12,100.41,0.48,1
4.02,90.22,90.06,100.22,0.48,1
4.03,90.34,90.1,100.34,0.48,1
4.05,90.36,90.11,100.36,0.48,1
4.07,90.51,90.15,100.51,0.48,1
4.08,90.38,90.12,100.38,0.48,1
4.1,90.4,90.12,100.4,0.48,1
4.12,90.36,90.11,100.36,0.48,1
4.13,90.35,90.11,100.35,0.48,1
4.15,90.42,90.13,100.42,0.47,1
4.17,90.38,90.12,100.38,0.48,1
4.18,90.3,90.09,100.3,0.48,1
4.2,90.29,90.09,100.29,0.48,1
4.22,90.27,90.08,100.27,0.48,1
4.23,90.25,90.08,100.25,0.48,1
4.25,90.46,90.14,100.46,0.48,1
4.27,90.27,90.08,100.27,0.48,1
4.28,90.33,90.1,100.33,0.48,1
4.3,90.26,90.08,100.26,0.48,1
4.32,90.3,90.09,100.3,0.48,1
4.33,90.33,90.1,100.33,0.48,1
4.35,90.39,90.12,100.39,0.48,1
4.37,90.44,90.13,100.44,0.48,1
4.38,90.34,90.1,100.34,0.48,1
4.4,90.5,90.15,100.5,0.48,1
4.42,90.44,90.13,100.44,0.48,1
4.43,90.39,90.12,100.39,0.48,1
4.45,90.38,90.11,100.38,0.48,1
4.47,90.5,90.15,100.5,0.48,1
4.48,90.36,90.11,100.36,0.48,1
4.5,90.39,90.12,100.39,0.48,1
4.52,90.23,90.07,100.23,0.48,1
4.53,90.41,90.12,100.41,0.48,1
4.55,90.41,90.12,100.41,0.48,1
4.57,90.5,90.15,100.5,0.48,1
4.58,90.45,90.14,100.45,0.48,1
4.6,90.22,90.07,100.22,0.48,1
4.62,90.38,90.11,100.38,0.48,1
4.63,90.38,90.11,100.38,0.48,1
4.65,90.46,90.14,100.46,0.48,1
4.67,90.34,90.1,100.34,0.48,1
4.68,90.38,90.11,100.38,0.48,1
4.7,90.47,90.14,100.47,0.48,1
4.72,90.36,90.11,100.36,0.48,1
4.73,90.42,90.13,100.42,0.48,1
4.75,90.24,90.07,100.24,0.48,1
4.77,90.45,90.14,100.45,0.48,1
4.78,90.45,90.14,100.45,0.48,1
4.8,90.46,90.14,100.46,0.48,1
4.82,90.38,90.11,100.38,0.48,1
4.83,90.33,90.1,100.33,0.48,1
4.85,90.39,90.12,100.39,0.48,1
4.87,90.44,90.13,100.44,0.48,1
4.88,90.35,90.11,100.35,0.48,1
4.9,90.41,90.12,100.41,0.48,1
4.92,90.48,90.14,100.48,0.48,1
4.93,90.44,90.13,100.44,0.48,1
4.95,90.46,90.14,100.46,0.48,1
4.97,90.24,90.07,100.24,0.48,1
4.98,90.29,90.09,100.29,0.48,1
5.0,90.3,90.09,100.3,0.48,1
5.02,90.36,90.11,100.36,0.48,1
5.03,90.5,90.15,100.5,0.48,1
5.05,90.39,90.12,100.39,0.48,1
5.07,90.35,90.1,100.35,0.48,1
5.08,90.49,90.15,100.49,0.48,1
5.1,90.31,90.09,100.31,0.48,1
5.12,90.37,90.11,100.37,0.48,1
5.13,90.37,90.11,100.37,0.48,1
5.15,90.21,90.06,100.21,0.48,1
5.17,90.37,90.11,100.37,0.48,1
5.18,90.41,90.12,100.41,0.48,1
5.2,90.39,90.12,100.39,0.48,1
5.22,90.45,90.13,100.45,0.48,1
5.23,90.33,90.1,100.33,0.48,1
5.25,90.31,90.09,100.31,0.48,1
5.27,90.26,90.08,100.26,0.48,1
5.28,90.28,90.08,100.28,0.48,1
5.3,90.42,90.12,100.42,0.48,1
5.32,90.41,90.12,100.41,0.48,1
5.33,90.33,90.1,100.33,0.48,1
5.35,90.24,90.07,100.24,0.48,1
5.37,90.21,90.06,100.21,0.48,1
5.38,90.34,90.1,100.34,0.48,1
5.4,90.24,90.07,100.24,0.48,1
5.42,90.38,90.11,100.38,0.48,1
5.43,90.33,90.1,100.33,0.48,1
5.45,90.2,90.06,100.2,0.48,1
5.47,90.38,90.12,100.38,0.48,1
5.48,90.4,90.12,100.4,0.48,1
5.5,90.42,90.13,100.42,0.48,1
5.52,90.28,90.08,100.28,0.48,1
5.53,90.4,90.12,100.4,0.48,1
5.55,90.43,90.13,100.43,0.48,1
5.57,90.15,90.04,100.15,0.49,1
5.58,90.42,90.12,100.42,0.48,1
5.6,90.29,90.09,100.29,0.48,1
5.62,90.5,90.15,100.5,0.48,1
5.63,90.21,90.06,100.21,0.48,1
5.65,90.19,90.06,100.19,0.48,1
5.67,90.3,90.09,100.3,0.48,1
5.68,90.38,90.12,100.38,0.48,1
5.7,90.23,90.07,100.23,0.48,1
5.72,90.31,90.09,100.31,0.48,1
5.73,90.27,90.08,100.27,0.48,1
5.75,90.37,90.11,100.37,0.48,1
5.77,90.21,90.06,100.21,0.48,1
5.78,90.24,90.07,100.24,0.48,1
5.8,90.29,90.09,100.29,0.48,1
5.82,90.36,90.11,100.36,0.48,1
5.83,90.35,90.1,100.35,0.48,1
5.85,90.21,90.06,100.21,0.48,1
5.87,90.33,90.1,100.33,0.48,1
5.88,90.36,90.11,100.36,0.48,1
5.9,90.26,90.08,100.26,0.48,1
5.92,90.23,90.07,100.23,0.48,1
5.93,90.27,90.08,100.27,0.48,1
5.95,90.23,90.07,100.23,0.48,1
5.97,90.18,90.06,100.18,0.48,1
5.98,90.11,90.03,100.11,0.48,1
6.0,90.26,90.08,100.26,0.48,1
6.02,89.29,88.62,97.35,0.48,1
6.03,88.32,87.16,94.45,0.48,1
6.05,87.17,85.65,91.37,0.48,1
6.07,86.32,84.23,88.59,1.36,1
6.08,85.22,82.73,85.56,3.9,1
6.1,84.32,81.3,82.72,6.3,1
6.12,83.22,79.8,79.69,8.89,1
6.13,82.35,78.37,76.89,11.17,1
6.15,81.19,76.86,73.79,13.67,1
6.17,80.25,75.41,70.92,16.36,1
6.18,79.33,73.97,68.07,18.64,1
6.2,78.1,72.43,64.9,21.34,1
6.22,77.23,71.0,62.1,23.72,1
6.23,76.11,69.5,59.04,26.02,1
6.25,75.34,68.1,56.34,28.43,1
6.27,75.11,69.98,54.9,25.25,1
6.28,75.37,62.37,55.71,26.26,1
6.3,75.2,64.78,56.08,27.58,1
6.32,75.39,67.27,56.39,28.23,1
6.33,75.31,69.72,54.86,25.74,1
6.35,75.18,63.31,55.27,26.83,1
6.37,75.29,65.8,55.92,27.74,1
6.38,75.29,68.25,56.46,28.27,1
6.4,75.26,69.41,54.61,26.29,1
6.42,75.28,64.64,55.17,27.5,1
6.43,75.18,67.05,55.61,28.36,1
6.45,75.17,69.5,56.14,26.09,1
6.47,75.24,64.28,56.03,27.17,1
6.48,75.17,66.71,56.34,28.46,1
6.5,75.15,69.14,55.11,26.85,1
6.52,75.25,65.77,55.75,27.96,1
6.53,75.27,68.21,56.31,28.61,1
6.55,75.06,69.5,55.04,26.46,1
6.57,75.18,64.27,55.7,27.12,1
6.58,75.31,66.77,56.37,28.23,1
6.6,75.06,69.14,54.76,26.67,1
6.62,75.14,65.78,55.38,27.66,1
6.63,75.29,68.29,56.08,28.27,1
6.65,75.16,69.21,56.07,26.71,1
6.67,75.24,65.48,56.33,27.79,1
6.68,75.13,67.89,55.07,28.96,1
6.7,75.09,70.3,55.56,24.93,1
6.72,75.15,60.97,56.16,25.8,1
6.73,75.21,63.44,55.94,26.76,1
6.75,75.03,65.85,56.3,27.99,1
6.77,75.07,68.3,55.34,28.21,1
6.78,75.21,69.26,56.02,26.59,1
6.8,75.13,65.22,56.37,27.86,1
6.82,75.21,67.67,55.09,28.54,1
6.83,75.17,70.11,55.59,25.3,1
6.85,75.25,61.75,56.2,26.12,1
6.87,75.26,64.21,55.73,27.18,1
6.88,75.14,66.62,56.15,28.21,1
6.9,75.12,69.07,55.9,26.85,1
6.92,75.23,66.07,56.55,27.95,1
6.93,75.16,68.5,54.2,27.79,1
6.95,75.09,68.37,54.67,28.04,1
6.97,75.15,68.95,55.27,27.21,1
6.98,75.23,66.54,55.88,28.21,1
7.0,75.1,68.94,56.29,27.24,1
7.02,75.12,66.57,55.36,28.32,1
7.03,75.19,69.03,55.97,26.86,1
7.05,75.23,66.22,56.55,28.17,1
7.07,75.13,68.63,54.16,27.5,1
7.08,75.26,67.9,54.84,28.75,1
7.1,75.13,70.31,55.24,24.87,1
7.12,75.08,60.89,55.73,25.72,1
7.13,75.18,63.38,56.38,26.96,1
7.15,75.17,65.82,54.95,27.7,1
7.17,75.14,68.27,55.46,28.07,1
7.18,75.26,69.39,56.13,26.33,1
7.2,75.1,64.67,55.84,27.35,1
7.22,75.03,67.1,56.31,28.25,1
7.23,75.08,69.58,55.32,26.02,1
7.25,75.08,63.93,55.85,26.87,1
7.27,75.1,66.41,56.42,28.26,1
7.28,75.16,68.86,54.86,27.15,1
7.3,75.06,66.89,55.3,28.3,1
7.32,74.93,69.3,55.71,26.52,1
7.33,75.0,65.1,56.32,27.54,1
7.35,75.06,67.58,55.27,28.56,1
7.37,75.15,70.05,55.9,25.23,1
7.38,75.09,61.98,56.39,26.2,1
7.4,75.2,64.47,55.03,27.3,1
7.42,75.14,66.9,55.52,28.39,1
7.43,75.12,69.33,56.03,26.68,1
7.45,75.1,64.94,56.39,27.63,1
7.47,75.15,67.39,54.99,28.67,1
7.48,74.97,69.77,55.34,25.81,1
7.5,74.92,63.13,55.83,26.82,1
7.52,75.0,65.6,56.44,27.82,1
7.53,75.03,68.05,54.75,28.73,1
7.55,75.28,70.31,55.54,24.74,1
7.57,75.16,60.89,55.96,25.82,1
7.58,75.18,63.35,56.52,26.81,1
7.6,75.07,65.77,54.28,27.56,1
7.62,75.01,68.22,54.77,28.49,1
7.63,74.94,69.52,55.24,26.12,1
7.65,75.04,64.21,55.87,27.22,1
7.67,74.97,66.63,56.34,28.19,1
7.68,74.88,69.06,55.05,26.97,1
7.7,75.11,66.14,55.82,27.87,1
7.72,75.03,68.58,56.29,27.89,1
7.73,75.1,68.07,55.41,28.59,1
7.75,74.95,70.11,55.79,25.12,1
7.77,75.12,61.8,56.5,26.13,1
7.78,75.01,64.22,54.36,27.2,1
7.8,75.07,66.7,54.97,28.24,1
7.82,75.0,69.12,55.44,27.02,1
7.83,75.1,65.84,56.07,27.57,1
7.85,75.07,68.31,56.23,28.23,1
7.87,74.83,69.1,55.35,26.96,1
7.88,74.99,65.95,56.05,27.79,1
7.9,75.05,68.43,56.39,27.84,1
7.92,74.99,68.67,54.88,27.66,1
7.93,74.81,67.63,55.23,28.58,1
7.95,75.09,70.17,56.05,25.23,1
7.97,74.99,61.45,56.23,26.03,1
7.98,75.07,63.92,55.67,26.93,1
8.0,74.96,66.36,56.11,28.21,1
8.02,74.91,68.78,56.03,27.29,1
8.03,74.89,67.24,56.39,28.36,1
8.05,74.92,69.7,54.96,25.84,1
8.07,75.01,63.47,55.59,27.04,1
8.08,74.79,65.84,55.91,28.15,1
8.1,74.87,68.29,56.53,28.32,1
8.12,75.06,69.31,54.53,26.38,1
8.13,75.0,65.04,55.02,27.62,1
8.15,74.98,67.47,55.53,28.3,1
8.17,75.02,69.96,56.12,25.5,1
8.18,75.04,62.35,56.06,26.53,1
8.2,74.86,64.74,56.11,27.33,1
8.22,75.0,67.25,56.23,28.44,1
8.23,74.95,69.68,55.54,25.91,1
8.25,74.87,63.49,55.99,27.08,1
8.27,74.95,65.95,56.61,27.85,1
8.28,74.96,68.41,54.04,28.15,1
8.3,74.85,68.72,54.46,27.52,1
8.32,74.9,67.5,55.06,28.72,1
8.33,74.98,69.96,55.67,25.27,1
8.35,75.02,62.38,56.25,26.38,1
8.37,75.04,64.85,55.53,27.49,1
8.38,74.92,67.26,55.95,28.5,1
8.4,74.97,69.72,56.53,25.86,1
8.42,74.96,63.35,54.34,26.85,1
8.43,74.91,65.79,54.84,28.22,1
8.45,75.03,68.24,55.49,28.57,1
8.47,74.8,69.37,55.8,26.79,1
8.48,75.05,64.84,56.58,27.3,1
8.5,74.87,67.25,53.96,28.52,1
8.52,74.83,69.68,54.46,25.96,1
8.53,74.96,63.55,55.13,26.98,1
8.55,74.88,65.97,55.59,28.04,1
8.57,74.84,68.4,56.08,28.0,1
8.58,74.93,68.84,56.31,27.37,1
8.6,74.9,66.97,55.22,28.21,1
8.62,74.91,69.43,55.77,26.49,1
8.63,74.86,64.52,56.26,27.62,1
8.65,74.87,66.95,55.47,28.46,1
8.67,74.89,69.4,56.03,26.32,1
8.68,74.85,64.66,56.38,27.63,1
8.7,74.86,67.1,54.98,28.46,1
8.72,74.91,69.55,55.55,26.05,1
8.73,74.89,64.06,56.08,27.0,1
8.75,74.89,66.53,56.21,28.1,1
8.77,74.81,68.96,55.59,27.11,1
8.78,74.81,66.49,56.14,28.19,1
8.8,74.83,68.94,55.98,27.23,1
8.82,74.99,66.61,56.67,28.05,1
8.83,74.87,69.04,53.66,26.89,1
8.85,74.96,66.2,54.29,27.79,1
8.87,74.93,68.66,54.8,27.79,1
8.88,74.87,67.69,55.28,28.44,1
8.9,74.75,70.13,55.71,25.21,1
8.92,74.77,61.65,56.26,26.26,1
8.93,74.87,64.13,55.57,27.36,1
8.95,74.7,66.51,55.94,28.22,1
8.97,74.8,68.99,56.57,27.22,1
8.98,74.82,66.36,54.2,27.95,1
9.0,74.94,68.86,54.87,27.1,1
9.02,74.9,66.91,55.37,28.38,1
9.03,74.82,69.32,55.83,26.51,1
9.05,74.86,65.02,56.41,27.49,1
9.07,74.78,67.45,54.77,28.65,1
9.08,74.86,69.92,55.38,25.43,1
9.1,74.9,62.54,55.96,26.49,1
9.12,74.82,64.97,56.42,27.77,1
9.13,74.77,67.39,54.75,28.52,1
9.15,74.84,69.86,55.36,25.53,1
9.17,74.72,62.75,55.79,26.66,1
9.18,74.89,65.24,56.49,27.77,1
9.2,74.86,67.68,54.49,28.59,1
9.22,74.81,70.12,54.98,25.24,1
9.23,74.8,61.68,55.5,26.32,1
9.25,74.87,64.14,56.11,27.0,1
9.27,74.91,66.62,56.13,28.2,1
9.28,74.77,69.03,55.86,27.03,1
9.3,74.91,66.24,56.54,27.73,1
9.32,74.75,68.67,54.16,27.53,1
9.33,74.72,67.69,54.67,28.52,1
9.35,74.79,70.17,55.28,25.27,1
9.37,74.77,61.47,55.8,26.1,1
9.38,74.82,63.94,56.38,27.15,1
9.4,74.69,66.35,54.84,27.74,1
9.42,74.68,68.83,55.38,27.33,1
9.43,74.72,67.04,55.96,28.13,1
9.45,74.8,69.54,56.58,26.0,1
9.47,74.81,64.11,54.16,27.14,1
9.48,74.69,66.53,54.59,28.11,1
9.5,74.89,69.05,55.32,26.86,1
9.52,74.73,66.08,55.71,27.81,1
9.53,74.78,68.56,56.3,27.92,1
9.55,74.69,68.1,55.21,28.38,1
9.57,74.78,70.09,55.84,25.15,1
9.58,74.68,61.8,56.28,26.24,1
9.6,74.8,64.29,55.51,27.21,1
9.62,74.71,66.72,55.96,28.35,1
9.63,74.67,69.15,56.46,26.82,1
9.65,74.75,65.73,54.72,27.85,1
9.67,74.7,68.17,55.21,28.48,1
9.68,74.71,69.75,55.75,25.62,1
9.7,74.81,63.28,56.4,26.91,1
9.72,74.71,65.69,54.78,27.95,1
9.73,74.75,68.14,55.36,28.64,1
9.75,74.7,69.85,55.85,25.64,1
9.77,74.63,62.79,56.31,26.48,1
9.78,74.74,65.3,55.38,27.74,1
9.8,74.74,67.74,55.92,28.64,1
9.82,74.68,70.18,56.4,25.14,1
9.83,74.8,61.48,55.0,25.99,1
9.85,74.7,63.91,55.44,27.19,1
9.87,74.72,66.36,56.01,28.12,1
9.88,74.67,68.8,56.44,27.51,1
9.9,74.65,67.13,54.7,28.45,1
9.92,74.6,69.57,55.2,26.25,1
9.93,74.79,64.01,55.92,27.08,1
9.95,74.77,66.47,56.44,28.07,1
9.97,74.76,68.92,54.72,27.5,1
9.98,74.67,66.6,55.15,28.03,1
10.0,74.71,69.08,55.74,27.07,1
10.02,74.74,65.99,56.31,27.69,1
10.03,74.63,68.43,55.16,27.92,1
10.05,74.76,68.73,55.82,27.7,1
10.07,74.75,67.42,56.35,28.5,1
10.08,74.66,69.84,55.0,25.23,1
10.1,74.72,62.92,55.61,26.96,1
10.12,74.71,65.35,56.14,27.57,1
10.13,74.71,67.81,55.96,28.59,1
10.15,74.7,70.27,56.5,25.06,1
10.17,74.63,61.04,54.39,25.98,1
10.18,74.79,63.54,55.1,26.79,1
10.2,74.71,65.98,55.56,28.12,1
10.22,74.84,68.46,56.22,28.01,1
10.23,74.68,68.5,55.47,27.89,1
10.25,74.68,68.39,56.02,28.31,1
10.27,74.67,68.82,56.43,27.25,1
10.28,74.57,67.05,54.67,28.65,1
10.3,74.64,69.5,55.28,26.18,1
10.32,74.74,64.3,55.92,27.48,1
10.33,74.77,66.74,56.49,28.43,1
10.35,74.68,69.15,54.42,27.06,1
10.37,74.61,65.66,54.88,27.43,1
10.38,74.65,68.16,55.46,28.53,1
10.4,74.76,69.82,56.12,25.8,1
10.42,74.67,62.9,55.95,26.51,1
10.43,74.71,65.38,56.53,27.74,1
10.45,74.62,67.8,54.26,28.56,1
10.47,74.69,70.29,54.87,24.88,1
10.48,74.54,60.95,55.26,25.93,1
10.5,74.58,63.42,55.84,26.69,1
10.52,74.68,65.92,56.49,28.04,1
