Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
4.78,90.29,90.09,100.29,0.48
4.8,90.63,90.19,100.63,0.48
4.82,90.6,90.18,100.6,0.48
4.83,90.3,90.09,100.3,0.48
4.85,90.47,90.14,100.47,0.49
4.87,90.5,90.15,100.5,0.48
4.88,90.29,90.09,100.29,0.48
4.9,90.28,90.08,100.28,0.48
4.92,90.32,90.1,100.32,0.48
4.93,90.25,90.07,100.25,0.48
4.95,90.41,90.12,100.41,0.48
4.97,90.44,90.13,100.44,0.48
4.98,90.38,90.11,100.38,0.48
5.0,90.39,90.12,100.39,0.48
5.02,90.41,90.12,100.41,0.48
5.03,90.3,90.09,100.3,0.48
5.05,90.36,90.11,100.36,0.48
5.07,90.36,90.11,100.36,0.48
5.08,90.38,90.11,100.38,0.48
5.1,90.33,90.1,100.33,0.48
5.12,90.36,90.11,100.36,0.48
5.13,90.41,90.12,100.41,0.49
5.15,90.33,90.1,100.33,0.48
5.17,90.27,90.08,100.27,0.48
5.18,90.39,90.12,100.39,0.48
5.2,90.17,90.05,100.17,0.48
5.22,90.29,90.09,100.29,0.48
5.23,90.47,90.14,100.47,0.48
5.25,90.42,90.13,100.42,0.48
5.27,90.23,90.07,100.23,0.48
5.28,90.38,90.11,100.38,0.48
5.3,90.35,90.1,100.35,0.48
5.32,90.32,90.1,100.32,0.48
5.33,90.29,90.09,100.29,0.48
5.35,90.31,90.09,100.31,0.48
5.37,90.43,90.13,100.43,0.48
5.38,90.52,90.15,100.52,0.48
5.4,90.2,90.06,100.2,0.48
5.42,90.36,90.11,100.36,0.48
5.43,90.37,90.11,100.37,0.48
5.45,90.3,90.09,100.3,0.48
5.47,90.28,90.08,100.28,0.49
5.48,90.37,90.11,100.37,0.48
5.5,90.48,90.15,100.48,0.48
5.52,90.4,90.12,100.4,0.48
5.53,90.38,90.11,100.38,0.48
5.55,90.25,90.07,100.25,0.48
5.57,90.37,90.11,100.37,0.48
5.58,90.49,90.15,100.49,0.48
5.6,90.4,90.12,100.4,0.48
5.62,90.34,90.1,100.34,0.48
5.63,90.32,90.1,100.32,0.48
5.65,90.23,90.07,100.23,0.48
5.67,90.29,90.09,100.29,0.48
5.68,90.21,90.06,100.21,0.48
5.7,90.35,90.11,100.35,0.48
5.72,90.35,90.11,100.35,0.48
5.73,90.43,90.13,100.43,0.48
5.75,90.39,90.12,100.39,0.47
5.77,90.25,90.08,100.25,0.47
5.78,90.16,90.05,100.16,0.48
5.8,90.35,90.1,100.35,0.48
5.82,90.19,90.06,100.19,0.48
5.83,90.42,90.13,100.42,0.48
5.85,90.28,90.08,100.28,0.48
5.87,90.47,90.14,100.47,0.48
5.88,90.13,90.04,100.13,0.48
5.9,90.33,90.1,100.33,0.48
5.92,90.28,90.08,100.28,0.48
5.93,90.24,90.07,100.24,0.48
5.95,90.29,90.09,100.29,0.48
5.97,90.37,90.11,100.37,0.48
5.98,90.36,90.11,100.36,0.48
6.0,90.19,90.06,100.19,0.48
6.02,89.22,88.6,97.28,0.48
6.03,88.36,87.18,94.5,0.48
6.05,87.36,85.71,91.56,0.48
6.07,86.34,84.23,88.6,1.36
6.08,85.24,82.74,85.57,3.89
6.1,84.41,81.32,82.81,6.27
6.12,83.24,79.8,79.7,8.87
6.13,82.28,78.35,76.81,11.32
6.15,81.31,76.89,73.91,13.66
6.17,80.27,75.41,70.94,16.31
6.18,79.44,74.0,68.18,18.58
6.2,78.14,72.44,64.94,21.33
6.22,77.28,71.02,62.15,23.49
6.23,76.33,69.56,59.26,26.21
6.25,75.13,68.04,56.13,28.56
6.27,75.07,70.28,55.95,24.91
6.28,75.32,61.11,56.73,25.94
6.3,75.31,63.55,53.52,26.76
6.32,75.3,66.01,54.04,27.6
6.33,75.21,68.46,54.51,27.71
6.35,75.21,68.58,55.05,27.6
6.37,75.21,68.06,55.59,28.81
6.38,75.2,70.19,56.12,24.87
6.4,75.21,61.42,56.05,26.01
6.42,75.24,63.89,56.37,27.09
6.43,75.15,66.31,54.92,28.2
6.45,75.3,68.79,55.6,27.22
6.47,75.17,67.16,56.01,28.45
6.48,75.15,69.6,56.48,26.02
6.5,75.09,63.83,54.5,27.05
6.52,75.23,66.32,55.18,28.03
6.53,75.26,68.78,55.75,27.46
6.55,75.21,67.21,56.23,28.23
6.57,75.28,69.7,55.67,25.92
6.58,75.21,63.4,56.13,26.94
6.6,75.18,65.83,55.97,27.91
6.62,75.13,68.26,56.47,28.22
6.63,75.04,69.36,54.51,26.34
6.65,75.3,64.92,55.31,27.53
6.67,75.03,67.29,55.58,28.43
6.68,75.21,69.79,56.29,25.76
6.7,75.15,63.04,55.29,26.69
6.72,75.1,65.48,55.78,27.77
6.73,75.26,67.97,56.47,28.49
6.75,75.19,70.42,54.53,24.77
6.77,75.24,60.46,55.12,25.72
6.78,75.25,62.9,55.67,26.42
6.8,75.22,65.37,56.19,27.6
6.82,75.27,67.84,55.79,28.64
6.83,75.06,70.23,56.13,25.09
6.85,75.2,61.27,56.13,25.82
6.87,75.17,63.73,55.98,26.9
6.88,75.1,66.17,56.45,28.04
6.9,75.22,68.65,54.8,27.39
6.92,75.16,67.77,55.28,28.58
6.93,75.17,70.23,55.84,25.03
6.95,75.22,61.25,56.43,25.73
6.97,75.07,63.68,54.62,26.77
6.98,75.18,66.18,55.27,28.19
7.0,75.02,68.56,55.64,27.71
7.02,75.19,68.2,56.36,28.35
7.03,75.12,69.61,54.97,25.86
7.05,75.14,63.83,55.54,27.03
7.07,75.13,66.27,56.07,27.76
7.08,75.15,68.75,56.27,27.42
7.1,75.03,67.33,55.31,28.72
7.12,75.05,69.76,55.86,25.86
7.13,75.09,63.19,56.45,26.56
7.15,75.16,65.68,54.74,27.82
7.17,75.08,68.1,55.21,28.71
7.18,75.08,70.03,55.74,25.35
7.2,75.1,62.07,56.3,26.43
7.22,75.12,64.51,55.31,27.37
7.23,75.01,66.93,55.75,28.32
7.25,74.99,69.37,56.27,26.39
7.27,74.93,64.78,55.36,27.6
7.28,75.03,67.25,56.0,28.48
7.3,75.12,69.72,56.62,25.74
7.32,75.05,63.34,53.91,26.79
7.33,75.1,65.81,54.51,27.6
7.35,75.06,68.27,55.01,28.42
7.37,74.98,69.3,55.47,26.67
7.38,75.01,65.08,56.04,27.49
7.4,75.01,67.54,56.37,28.52
7.42,75.0,69.99,55.0,25.27
7.43,75.18,62.3,55.73,26.13
7.45,74.97,64.71,56.06,27.56
7.47,74.92,67.14,56.24,28.4
7.48,74.99,69.61,55.61,25.99
7.5,75.16,63.86,56.32,26.88
7.52,74.97,66.27,55.04,28.01
7.53,75.02,68.73,55.63,27.44
7.55,74.86,67.4,56.01,28.35
7.57,75.09,69.93,56.72,25.63
7.58,75.06,62.46,53.54,26.56
7.6,75.12,64.92,54.14,27.58
7.62,75.03,67.34,54.58,28.35
7.63,74.99,69.79,55.08,25.51
7.65,74.89,63.05,55.53,26.61
7.67,75.06,65.56,56.24,27.58
7.68,75.0,68.01,55.5,28.63
7.7,74.93,70.4,55.97,24.53
7.72,74.95,60.57,56.53,25.47
7.73,75.02,63.06,54.42,26.86
7.75,75.05,65.51,54.99,27.82
7.77,74.93,67.92,55.41,28.97
7.78,74.98,70.36,56.0,24.71
7.8,74.94,60.7,56.49,25.62
7.82,74.93,63.17,54.52,26.54
7.83,75.15,65.71,55.28,27.85
7.85,74.94,68.09,55.61,28.59
7.87,75.07,70.11,56.27,25.12
7.88,75.0,61.73,55.36,26.1
7.9,74.97,64.18,55.87,27.04
7.92,75.0,66.66,56.45,28.06
7.93,75.04,69.13,54.72,26.83
7.95,74.89,65.74,55.11,27.69
7.97,74.97,68.23,55.73,28.25
7.98,74.95,69.51,56.25,26.24
8.0,75.08,64.25,55.63,27.33
8.02,74.96,66.65,56.05,28.32
8.03,75.11,69.14,56.48,26.69
8.05,74.95,65.7,54.41,27.57
8.07,74.98,68.19,54.98,28.58
8.08,75.11,69.69,55.65,26.04
8.1,74.79,63.36,55.86,26.89
8.12,75.07,65.89,56.67,27.82
8.13,74.98,68.32,53.7,28.12
8.15,74.77,69.08,54.02,26.98
8.17,74.83,66.0,54.62,27.87
8.18,74.98,68.51,55.31,27.87
8.2,74.89,68.32,55.77,28.13
8.22,74.89,69.14,56.3,26.8
8.23,75.0,65.78,55.42,27.78
8.25,74.97,68.22,55.93,28.46
8.27,74.97,69.54,56.46,26.2
8.28,75.06,64.11,54.73,27.34
8.3,74.82,66.47,55.03,28.2
8.32,74.94,68.96,55.69,27.17
8.33,74.81,66.44,56.09,28.43
8.35,74.89,68.89,56.24,27.15
8.37,74.88,66.78,55.55,28.33
8.38,75.04,69.27,56.24,26.73
8.4,74.82,65.14,55.33,27.65
8.42,74.96,67.62,56.01,28.59
8.43,74.94,70.07,56.47,25.07
8.45,74.91,61.91,54.57,26.18
8.47,74.84,64.35,55.05,27.56
8.48,74.87,66.78,55.61,28.25
8.5,74.94,69.26,56.22,26.67
8.52,74.95,65.25,55.64,27.66
8.53,74.87,67.67,56.1,28.48
8.55,74.88,70.14,56.14,25.27
8.57,74.99,61.63,56.07,26.32
8.58,74.86,64.03,56.12,27.01
8.6,74.91,66.51,56.09,28.06
8.62,74.82,68.94,56.08,27.18
8.63,74.89,66.59,56.28,28.0
8.65,74.83,69.04,55.33,27.18
8.67,74.88,66.15,55.91,28.15
8.68,74.81,68.57,56.38,27.65
8.7,74.86,68.13,55.03,28.82
8.72,74.92,69.91,55.62,25.64
8.73,74.86,62.53,56.09,26.42
8.75,74.83,64.99,56.15,27.62
8.77,74.9,67.45,55.98,28.61
8.78,74.84,69.88,56.46,25.67
8.8,74.98,62.72,54.78,26.76
8.82,74.97,65.15,55.3,27.6
8.83,74.91,67.58,55.79,28.48
8.85,74.91,70.04,56.32,25.37
8.87,75.0,62.05,55.31,26.4
8.88,74.79,64.44,55.64,27.25
8.9,74.84,66.91,56.23,28.49
8.92,74.69,69.3,55.44,26.64
8.93,74.82,65.11,56.1,27.81
8.95,74.83,67.55,56.14,28.44
8.97,74.65,69.96,55.78,25.37
8.98,74.8,62.41,56.47,26.41
9.0,74.9,64.9,54.7,27.5
9.02,74.87,67.34,55.21,28.33
9.03,74.67,69.75,55.55,25.82
9.05,74.86,63.28,56.28,26.76
9.07,74.77,65.71,55.29,27.99
9.08,74.78,68.15,55.84,28.48
9.1,74.81,69.85,56.42,25.66
9.12,74.98,62.86,54.97,26.71
9.13,74.88,65.28,55.41,27.88
9.15,74.92,67.72,55.98,28.89
9.17,74.68,70.08,56.28,25.32
9.18,74.71,61.86,55.41,26.14
9.2,74.83,64.36,56.06,27.13
9.22,74.73,66.8,56.2,28.3
9.23,74.84,69.28,55.82,26.64
9.25,74.63,65.1,56.16,27.7
9.27,74.86,67.61,56.1,28.65
9.28,74.85,70.05,56.11,25.33
9.3,74.78,61.97,56.02,26.44
9.32,74.8,64.41,56.47,27.2
9.33,74.82,66.88,54.63,28.4
9.35,74.76,69.3,55.1,26.54
9.37,74.78,65.1,55.67,27.5
9.38,74.69,67.53,56.11,28.61
9.4,74.85,70.03,56.25,25.11
9.42,74.83,62.08,55.49,26.37
9.43,74.75,64.51,55.96,27.52
9.45,74.81,66.97,56.55,28.43
9.47,74.75,69.39,54.2,26.37
9.48,74.79,64.73,54.78,27.41
9.5,74.77,67.18,55.31,28.31
9.52,74.86,69.67,55.93,25.96
9.53,74.67,63.5,56.29,27.15
9.55,74.76,65.96,55.43,27.93
9.57,74.8,68.42,56.0,28.08
9.58,74.72,68.69,56.46,27.48
9.6,74.67,67.6,54.59,28.78
9.62,74.75,70.06,55.21,25.27
9.63,74.82,61.97,55.82,26.23
9.65,74.67,64.38,56.21,27.24
9.67,74.67,66.84,55.67,28.36
9.68,74.7,69.29,56.24,26.55
9.7,74.79,65.16,55.64,27.42
9.72,74.67,67.59,56.06,28.53
9.73,74.79,70.09,56.42,25.08
9.75,74.64,61.79,54.66,26.18
9.77,74.71,64.27,55.27,27.35
9.78,74.64,66.69,55.73,28.09
9.8,74.88,69.23,56.52,26.77
9.82,74.67,65.3,54.18,27.82
9.83,74.75,67.77,54.8,28.84
9.85,74.51,70.13,55.09,25.13
9.87,74.76,61.74,55.88,26.05
9.88,74.73,64.2,56.39,27.28
9.9,74.73,66.65,54.93,28.07
9.92,74.76,69.12,55.5,26.88
9.93,74.77,65.83,56.05,28.0
9.95,74.68,68.24,56.24,28.37
9.97,74.6,69.44,55.48,26.14
9.98,74.63,64.54,56.04,27.28
10.0,74.68,67.01,56.43,28.42
10.02,74.79,69.49,54.88,26.09
10.03,74.66,64.28,55.29,27.18
10.05,74.71,66.75,55.88,28.13
10.07,74.64,69.19,56.35,26.9
10.08,74.59,65.52,55.04,27.84
10.1,74.74,68.01,55.73,28.72
10.12,74.58,70.36,56.11,24.89
10.13,74.81,60.77,56.32,25.75
10.15,74.74,63.21,55.15,26.7
10.17,74.64,65.64,55.58,27.65
10.18,74.72,68.13,56.21,28.79
10.2,74.71,69.89,55.66,25.43
10.22,74.73,62.67,56.22,26.46
10.23,74.6,65.1,55.5,27.36
10.25,74.76,67.62,56.2,28.39
10.27,74.68,70.07,55.64,25.16
10.28,74.66,61.91,56.16,26.22
10.3,74.72,64.39,55.95,27.52
10.32,74.77,66.83,56.54,28.21
10.33,74.66,69.26,54.19,26.78
10.35,74.69,65.25,54.77,27.63
10.37,74.64,67.68,55.25,28.57
10.38,74.67,70.15,55.82,25.04
10.4,74.67,61.59,56.36,26.38
10.42,74.58,63.99,54.96,27.46
10.43,74.74,66.46,55.66,28.06
10.45,74.52,68.85,55.97,27.55
10.47,74.69,66.98,56.68,28.38
10.48,74.69,69.43,53.74,26.34
10.5,74.78,64.58,54.37,27.08
10.52,74.72,67.04,54.85,28.43
10.53,74.57,69.44,55.23,26.25
10.55,74.57,64.52,55.77,27.29
10.57,74.72,67.02,56.46,28.39
10.58,74.7,69.47,54.63,26.32
10.6,74.55,64.33,55.02,27.34
10.62,74.52,66.77,55.53,28.22
10.63,74.72,69.29,56.27,26.36
10.65,74.6,65.11,55.31,27.69
10.67,74.61,67.56,55.86,28.55
10.68,74.62,70.01,56.4,25.51
10.7,74.53,62.12,54.8,26.44
10.72,74.8,64.65,55.61,27.53
10.73,74.64,67.04,55.99,28.39
10.75,74.52,69.46,56.41,26.22
10.77,74.58,64.45,54.9,27.42
10.78,74.74,66.94,55.6,28.56
10.8,74.66,69.35,56.06,26.36
10.82,74.56,64.86,56.19,27.77
10.83,74.56,67.29,55.75,28.5
10.85,74.67,69.77,56.4,25.73
10.87,74.52,63.11,54.74,26.72
10.88,74.53,65.57,55.29,27.86
10.9,74.71,68.07,56.01,28.63
10.92,74.58,70.12,56.36,25.29
10.93,74.56,61.69,55.04,26.21
10.95,74.71,64.19,55.72,27.1
10.97,74.64,66.63,56.2,28.06
10.98,74.64,69.1,55.71,26.88
11.0,74.57,65.89,56.18,28.06
11.02,74.67,68.36,55.9,28.11
11.03,74.62,68.96,56.39,27.1
11.05,74.68,66.51,54.99,28.11
11.07,74.68,68.96,55.53,27.13
11.08,74.6,66.47,55.99,28.01
11.1,74.76,68.98,56.69,27.21
11.12,74.65,66.37,53.59,28.05
11.13,74.65,68.83,54.12,27.37
11.15,74.48,66.97,54.49,28.48
11.17,74.7,69.48,55.25,26.21
11.18,74.6,64.32,55.69,27.18
11.2,74.66,66.8,56.3,28.36
11.22,74.53,69.2,55.16,26.72
11.23,74.68,65.55,55.85,27.85
11.25,74.65,67.99,56.36,28.83
11.27,74.71,70.45,55.11,24.65
11.28,74.66,60.32,55.6,25.7
11.3,74.59,62.75,56.07,26.41
11.32,74.81,65.29,56.47,27.76
11.33,74.43,67.61,54.22,28.65
11.35,74.59,70.11,54.92,25.29
11.37,74.56,61.73,55.43,26.26
11.38,74.5,64.16,55.91,27.18
11.4,74.64,66.66,56.59,28.3
11.42,74.8,69.15,54.26,26.73
11.43,74.66,65.67,54.66,27.92
11.45,74.41,68.04,54.95,28.73
11.47,74.67,70.37,55.75,24.62
11.48,74.64,60.67,56.26,25.83
11.5,74.6,63.11,55.43,26.83
11.52,74.51,65.53,55.87,27.59
11.53,74.7,68.06,56.61,28.68
11.55,74.58,70.16,53.9,24.87
11.57,74.63,61.58,54.49,26.17
11.58,74.55,64.01,54.96,27.16
