Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
1.48,75.13,73.28,56.93,9.07,0
1.5,75.15,51.92,53.44,10.09,0
1.52,75.38,57.7,54.93,11.04,0
1.53,75.27,63.4,56.08,12.04,0
1.55,75.28,69.14,56.94,12.04,0
1.57,75.15,68.98,53.25,12.21,0
1.58,75.14,69.65,54.49,11.77,0
1.6,75.3,66.91,55.9,12.76,0
1.62,75.32,72.6,57.17,9.56,0
1.63,75.21,54.68,52.32,10.58,0
1.65,75.2,60.38,53.56,11.52,0
1.67,75.37,66.17,54.99,12.54,0
1.68,75.12,71.82,56.0,10.12,0
1.7,75.27,57.99,57.41,11.19,0
1.72,75.18,63.65,51.34,12.07,0
1.73,75.2,69.4,52.62,11.93,0
1.75,75.23,67.92,53.91,12.85,0
1.77,75.1,73.6,55.03,8.85,0
1.78,75.28,50.65,56.47,9.83,0
1.8,75.26,56.37,55.3,10.87,0
1.82,75.26,62.07,56.56,11.86,0
1.83,75.27,67.78,54.95,12.92,0
1.85,75.3,73.47,56.23,8.88,0
1.87,75.18,51.14,56.19,9.94,0
1.88,75.28,56.88,56.57,10.91,0
1.9,75.26,62.6,54.89,11.86,0
1.92,75.04,68.29,55.94,12.81,0
1.93,75.14,72.49,57.29,9.65,0
1.95,75.28,55.22,52.07,10.68,0
1.97,75.23,60.9,53.27,11.72,0
1.98,75.33,66.61,54.61,12.62,0
2.0,75.28,72.32,55.83,9.8,0
2.02,75.31,55.86,57.11,10.74,0
2.03,75.33,61.6,52.7,11.82,0
2.05,75.29,67.27,53.9,12.69,0
2.07,75.17,72.98,55.05,9.28,0
2.08,75.34,53.22,56.48,10.21,0
2.1,75.27,58.96,55.22,11.2,0
2.12,75.42,64.78,56.63,12.31,0
2.13,75.33,70.47,54.57,11.18,0
2.15,75.38,63.49,55.87,12.06,0
2.17,75.24,69.18,57.0,12.01,0
2.18,75.34,68.88,53.22,12.29,0
2.2,75.36,70.06,54.49,11.49,0
2.22,75.2,65.12,55.58,12.39,0
2.23,75.44,70.9,57.07,10.84,0
2.25,75.26,61.65,52.66,11.79,0
2.27,75.29,67.37,53.94,12.78,0
2.28,75.31,73.09,55.23,9.24,0
2.3,75.26,52.66,56.43,10.12,0
2.32,75.36,58.45,55.58,11.15,0
2.33,75.22,64.16,56.71,12.18,0
2.35,75.3,69.92,54.41,11.49,0
2.37,75.12,65.73,55.49,12.47,0
2.38,75.45,71.56,57.08,10.33,0
2.4,75.27,58.95,52.62,11.27,0
2.42,75.39,64.71,53.99,12.34,0
2.43,75.37,70.4,55.23,11.15,0
2.45,75.33,63.79,56.44,12.09,0
2.47,75.46,69.57,55.58,11.76,0
2.48,75.32,67.18,56.7,12.73,0
2.5,75.42,72.93,54.46,9.31,0
2.52,75.28,53.33,55.58,10.3,0
2.53,75.3,59.06,56.86,11.33,0
2.55,75.22,64.74,53.63,12.34,0
2.57,75.36,70.49,55.02,11.07,0
2.58,75.3,63.42,56.22,12.01,0
2.6,75.39,69.2,56.45,12.06,0
2.62,75.32,68.72,55.33,12.32,0
2.63,75.51,70.81,56.77,10.86,0
2.65,75.29,62.04,53.86,11.77,0
2.67,75.54,67.87,55.38,12.82,0
2.68,75.34,73.54,56.43,8.86,0
2.7,75.34,50.86,55.5,9.9,0
2.72,75.31,56.55,56.71,10.96,0
2.73,75.24,62.19,54.26,11.97,0
2.75,75.32,67.88,55.57,12.89,0
2.77,75.37,73.59,56.88,8.81,0
2.78,75.38,50.66,53.64,9.84,0
2.8,75.33,56.37,54.85,10.88,0
2.82,75.41,62.08,56.18,11.86,0
2.83,75.38,67.78,56.48,12.72,0
2.85,75.39,73.56,55.3,8.87,0
2.87,75.39,50.75,56.56,9.84,0
2.88,75.48,56.5,55.04,10.85,0
2.9,75.27,62.16,56.08,11.86,0
2.92,75.53,67.96,57.19,12.86,0
2.93,75.44,73.65,52.26,8.71,0
2.95,75.41,50.44,53.5,9.87,0
2.97,75.43,56.12,54.76,10.8,0
2.98,75.42,61.83,56.01,11.78,0
3.0,75.41,67.55,57.2,12.75,0
3.02,75.41,73.29,52.32,9.04,0
3.03,75.46,51.9,53.62,9.99,0
3.05,75.22,57.58,54.65,10.91,0
3.07,75.38,63.43,56.09,12.0,0
3.08,75.36,69.18,56.87,11.95,0
3.1,75.42,68.9,53.74,12.1,0
3.12,75.51,70.09,55.1,11.32,0
3.13,75.3,65.05,56.15,12.31,0
3.15,75.33,70.81,56.68,10.79,0
3.17,75.32,62.14,54.44,11.85,0
3.18,75.4,67.88,55.78,12.93,0
3.2,75.41,73.56,57.04,8.88,0
3.22,75.41,50.75,52.96,9.83,0
3.23,75.35,56.47,54.16,10.77,0
3.25,75.29,62.22,55.38,11.84,0
3.27,75.44,68.0,56.79,12.93,0
3.28,75.37,73.66,53.91,8.8,0
3.3,75.37,50.34,55.17,9.82,0
3.32,75.39,56.04,56.44,10.82,0
3.33,75.44,61.75,55.49,11.77,0
3.35,75.32,67.44,56.63,12.89,0
3.37,75.41,73.13,54.73,9.16,0
3.38,75.4,52.53,55.98,10.13,0
3.4,75.44,58.29,57.28,11.27,0
3.42,75.32,63.92,51.84,12.24,0
3.43,75.34,69.6,53.12,11.77,0
3.45,75.47,67.13,54.5,12.75,0
3.47,75.36,72.8,55.64,9.5,0
3.48,75.45,53.86,56.97,10.27,0
3.5,75.31,59.62,53.14,11.28,0
3.52,75.35,65.42,54.45,12.54,0
3.53,75.35,71.08,55.69,10.66,0
3.55,75.38,61.0,56.98,11.64,0
3.57,75.46,66.75,53.29,12.56,0
3.58,75.39,72.49,54.5,9.56,0
3.6,75.39,55.23,55.76,10.68,0
3.62,75.57,60.98,57.2,11.67,0
3.63,75.33,66.6,52.05,12.63,0
3.65,75.39,72.34,53.37,9.72,0
3.67,75.41,55.82,54.66,10.78,0
3.68,75.49,61.53,55.98,11.69,0
3.7,75.4,67.25,57.16,12.72,0
3.72,75.33,72.96,52.4,9.3,0
3.73,75.37,53.24,53.7,10.32,0
3.75,75.3,58.93,54.88,11.37,0
3.77,75.44,64.64,56.27,12.18,0
3.78,75.39,70.4,56.1,11.13,0
3.8,75.27,63.77,56.73,12.08,0
3.82,75.44,69.58,54.42,11.75,0
3.83,75.55,67.21,55.78,12.71,0
3.85,75.47,72.91,56.96,9.31,0
3.87,75.32,53.4,53.15,10.24,0
3.88,75.42,59.2,54.52,11.34,0
3.9,75.4,64.91,55.76,12.43,0
3.92,75.3,70.55,56.91,11.05,0
3.93,75.3,63.18,53.49,12.03,0
3.95,75.47,68.95,54.92,12.24,0
3.97,75.47,69.77,56.17,11.54,0
3.98,75.35,66.4,56.44,12.65,0
4.0,75.47,72.12,55.55,9.92,0
4.02,75.39,56.67,56.73,10.85,0
4.03,75.36,62.4,54.22,11.94,0
4.05,75.53,68.15,55.65,12.74,0
4.07,75.38,73.06,56.75,9.26,0
4.08,75.3,52.77,54.08,10.2,0
4.1,75.46,58.54,55.5,11.27,0
4.12,75.37,64.21,56.66,12.21,0
4.13,75.28,69.89,54.45,11.55,0
4.15,75.47,65.95,55.89,12.6,0
4.17,75.4,71.6,57.06,10.15,0
4.18,75.24,58.89,52.74,11.23,0
4.2,75.32,64.66,54.09,12.3,0
4.22,75.42,70.4,55.44,11.13,0
4.23,75.48,63.83,56.76,12.18,0
4.25,75.46,69.52,54.1,11.73,0
4.27,75.31,67.42,55.21,12.77,0
4.28,75.58,73.22,56.73,9.07,0
4.3,75.52,52.16,54.2,10.13,0
4.32,75.34,57.8,55.27,11.13,0
4.33,75.35,63.5,56.53,11.99,0
4.35,75.48,69.31,55.21,11.93,0
4.37,75.38,68.28,56.37,12.62,0
4.38,75.35,72.57,55.7,9.55,0
4.4,75.53,54.92,57.15,10.55,0
4.42,75.42,60.62,52.4,11.63,0
4.43,75.32,66.28,53.55,12.51,0
4.45,75.45,72.07,54.94,9.86,0
4.47,75.41,56.94,56.17,11.04,0
4.48,75.46,62.62,56.59,11.97,0
4.5,75.45,68.31,54.81,12.69,0
4.52,75.43,72.41,56.05,9.76,0
4.53,75.35,55.44,56.96,10.65,0
4.55,75.48,61.21,53.42,11.7,0
4.57,75.39,66.89,54.59,12.67,0
4.58,75.32,72.59,55.78,9.56,0
4.6,75.43,54.81,57.15,10.61,0
4.62,75.44,60.5,52.52,11.53,0
4.63,75.39,66.22,53.72,12.56,0
4.65,75.42,71.95,55.01,10.01,0
4.67,75.43,57.41,56.28,10.98,0
4.68,75.37,63.14,56.05,12.06,0
4.7,75.27,68.8,56.94,12.32,0
4.72,75.42,70.45,53.52,11.14,0
4.73,75.48,63.6,54.84,12.08,0
4.75,75.39,69.3,56.01,11.88,0
4.77,75.29,68.35,57.12,12.62,0
4.78,75.32,72.29,52.67,9.79,0
4.8,75.32,56.0,53.93,10.71,0
4.82,75.44,61.79,55.32,11.77,0
4.83,75.54,67.54,56.67,12.79,0
4.85,75.4,73.21,54.35,9.07,0
4.87,75.34,52.22,55.56,10.12,0
4.88,75.34,57.93,56.81,11.0,0
4.9,75.43,63.74,54.02,12.1,0
4.92,75.33,69.44,55.18,11.79,0
4.93,75.44,67.83,56.55,12.91,0
4.95,75.4,73.5,54.94,8.88,0
4.97,75.35,51.0,56.15,9.86,0
4.98,75.46,56.78,56.76,10.95,0
5.0,75.29,62.42,53.94,12.03,0
5.02,75.42,68.11,55.31,12.79,0
5.03,75.42,73.26,56.57,9.11,0
5.05,75.35,51.96,54.83,10.07,0
5.07,75.33,57.67,56.07,11.14,0
5.08,75.33,63.34,56.96,12.11,0
5.1,75.46,69.08,53.41,12.09,0
5.12,75.37,69.23,54.59,11.98,0
5.13,75.35,68.63,55.83,12.38,0
5.15,75.35,71.14,57.09,10.65,0
5.17,75.36,60.73,52.76,11.51,0
5.18,75.4,66.51,54.07,12.54,0
5.2,75.21,72.21,55.15,9.81,0
5.22,75.41,56.41,56.61,10.82,0
5.23,75.33,62.12,54.66,11.81,0
5.25,75.42,67.89,56.01,12.85,0
5.27,75.43,73.61,57.23,8.83,0
5.28,75.48,50.56,52.23,9.77,0
5.3,75.48,56.3,53.49,10.77,0
5.32,75.46,62.04,54.73,11.85,0
5.33,75.34,67.71,55.87,12.81,0
5.35,75.42,73.46,57.21,8.93,0
5.37,75.34,51.15,52.18,9.93,0
5.38,75.28,56.84,53.37,10.87,0
5.4,75.4,62.63,54.77,11.98,0
5.42,75.34,68.31,55.95,12.57,0
5.43,75.26,72.45,57.14,9.62,0
5.45,75.48,55.44,52.77,10.69,0
5.47,75.34,61.1,53.9,11.62,0
5.48,75.37,66.85,55.18,12.65,0
5.5,75.33,72.57,56.41,9.54,0
5.52,75.44,54.91,55.68,10.63,0
5.53,75.33,60.57,56.82,11.57,0
5.55,75.36,66.3,53.9,12.56,0
5.57,75.28,72.0,55.08,10.02,0
5.58,75.37,57.21,56.42,10.97,0
5.6,75.37,62.94,55.53,11.97,0
5.62,75.38,68.67,56.81,12.39,0
5.63,75.38,70.95,53.91,10.74,0
5.65,75.29,61.52,55.08,11.73,0
5.67,75.24,67.23,56.28,12.64,0
5.68,75.33,73.03,56.2,9.18,0
5.7,75.18,52.94,56.3,10.27,0
5.72,75.36,58.71,56.2,11.33,0
5.73,75.32,64.37,56.38,12.28,0
5.75,75.27,70.05,55.63,11.43,0
5.77,75.25,65.23,56.87,12.43,0
5.78,75.26,70.94,53.67,10.73,0
5.8,75.18,61.57,54.85,11.74,0
5.82,75.25,67.31,56.18,12.79,0
5.83,75.2,73.0,56.46,9.25,0
5.85,75.24,53.1,55.4,10.3,0
5.87,75.34,58.83,56.76,11.26,0
5.88,75.35,64.56,54.13,12.23,0
5.9,75.3,70.28,55.34,11.18,0
5.92,75.26,64.32,56.57,12.24,0
5.93,75.4,70.08,55.04,11.31,0
5.95,75.22,65.11,56.13,12.37,0
5.97,75.29,70.85,56.78,10.82,0
5.98,75.4,61.99,54.15,11.78,0
6.0,75.23,67.68,55.25,12.74,0
6.02,75.2,73.43,56.48,9.02,0
6.03,75.38,51.31,55.46,9.96,0
6.05,75.25,56.98,56.58,10.96,0
6.07,75.29,62.71,54.91,11.89,0
6.08,75.46,68.51,56.34,12.52,0
6.1,75.25,71.54,55.64,10.37,0
6.12,75.25,59.07,56.89,11.3,0
6.13,75.32,64.82,53.65,12.25,0
6.15,75.11,70.51,54.71,11.07,0
6.17,75.2,63.38,56.06,12.04,0
6.18,75.31,69.15,57.13,12.03,0
6.2,75.24,68.96,52.52,12.21,0
6.22,75.21,69.73,53.74,11.64,0
6.23,75.36,66.62,55.15,12.64,0
6.25,75.4,72.34,56.45,9.74,0
6.27,75.4,55.8,55.4,10.68,0
6.28,75.39,61.55,56.65,11.79,0
6.3,75.29,67.21,54.47,12.74,0
6.32,75.29,72.93,55.73,9.33,0
6.33,75.26,53.35,56.95,10.25,0
6.35,75.14,59.07,53.23,11.32,0
6.37,75.19,64.81,54.54,12.22,0
6.38,75.29,70.61,55.91,11.01,0
6.4,75.1,62.87,56.98,11.96,0
6.42,75.25,68.65,53.36,12.45,0
6.43,75.35,71.05,54.72,10.66,0
6.45,75.16,61.07,55.78,11.65,0
6.47,75.16,66.8,57.04,12.64,0
6.48,75.09,72.51,52.9,9.69,0
6.5,75.11,55.06,54.17,10.64,0
6.52,75.09,60.77,55.4,11.65,0
6.53,75.29,66.53,56.86,12.58,0
6.55,75.14,72.22,53.56,9.86,0
6.57,75.25,56.31,54.92,10.84,0
6.58,75.29,62.04,56.23,11.85,0
6.6,75.02,67.67,56.03,12.93,0
6.62,75.11,73.37,57.21,9.07,0
6.63,75.23,51.54,52.38,10.03,0
6.65,75.09,57.2,53.49,11.05,0
6.67,75.07,62.89,54.73,11.96,0
6.68,75.08,68.62,56.0,12.45,0
6.7,75.07,71.15,57.24,10.58,0
6.72,75.17,60.77,52.25,11.63,0
6.73,75.23,66.5,53.56,12.62,0
6.75,75.02,72.15,54.61,9.87,0
6.77,75.25,56.67,56.1,10.92,0
6.78,75.09,62.33,56.69,11.93,0
6.8,75.22,68.07,54.53,12.91,0
6.82,75.23,73.4,55.79,9.04,0
6.83,75.15,51.35,56.96,9.93,0
6.85,75.22,57.12,53.37,11.0,0
6.87,75.12,62.79,54.52,12.04,0
6.88,75.09,68.47,55.74,12.5,0
6.9,75.3,71.86,57.21,10.18,0
6.92,75.17,57.69,52.13,11.06,0
6.93,75.16,63.41,53.38,12.04,0
6.95,74.98,69.09,54.45,12.19,0
6.97,75.14,69.23,55.87,12.0,0
6.98,75.14,68.64,57.13,12.42,0
7.0,75.13,71.07,52.58,10.75,0
7.02,75.21,61.02,53.91,11.62,0
7.03,75.22,66.77,55.18,12.69,0
7.05,75.17,72.46,56.38,9.65,0
7.07,75.21,55.32,55.73,10.69,0
7.08,75.06,60.97,56.84,11.7,0
7.1,75.18,66.71,53.9,12.65,0
7.12,75.04,72.39,55.02,9.75,0
7.13,75.14,55.6,56.37,10.74,0
7.15,75.13,61.3,55.72,11.61,0
7.17,75.04,67.05,56.91,12.68,0
7.18,75.14,72.81,53.6,9.34,0
7.2,75.23,53.94,54.95,10.5,0
7.22,74.97,59.53,55.95,11.41,0
7.23,75.18,65.31,57.41,12.41,0
7.25,75.23,71.04,51.49,10.67,0
7.27,75.09,61.13,52.6,11.67,0
7.28,74.94,66.81,53.72,12.63,0
7.3,75.05,72.59,55.09,9.57,0
7.32,75.2,54.81,56.5,10.62,0
7.33,75.05,60.46,55.03,11.63,0
7.35,74.99,66.13,56.23,12.58,0
7.37,75.12,71.88,56.44,10.08,0
7.38,75.12,57.69,55.43,11.1,0
7.4,75.05,63.38,56.62,12.15,0
7.42,75.11,69.09,54.76,12.14,0
7.43,75.08,69.18,55.98,12.05,0
7.45,75.25,68.89,57.4,12.28,0
7.47,75.01,69.95,51.23,11.51,0
7.48,75.01,65.66,52.49,12.48,0
7.5,75.08,71.39,53.81,10.36,0
7.52,75.01,59.76,55.02,11.46,0
7.53,75.12,65.5,56.38,12.44,0
7.55,75.14,71.23,55.71,10.61,0
7.57,75.06,60.33,56.89,11.55,0
7.58,74.98,66.02,53.5,12.64,0
7.6,75.11,71.73,54.88,10.23,0
7.62,74.98,58.25,55.99,11.17,0
7.63,75.08,64.01,57.36,12.33,0
7.65,75.16,69.68,51.71,11.67,0
7.67,75.06,66.76,52.86,12.64,0
7.68,75.04,72.49,54.11,9.63,0
7.7,75.11,55.21,55.44,10.68,0
7.72,74.88,60.84,56.46,11.6,0
7.73,75.12,66.65,55.6,12.64,0
7.75,75.01,72.34,56.75,9.75,0
7.77,74.91,55.78,54.07,10.79,0
7.78,75.02,61.51,55.43,11.74,0
7.8,74.98,67.22,56.65,12.68,0
7.82,75.03,73.0,54.64,9.27,0
7.83,74.96,53.05,55.82,10.27,0
7.85,75.05,58.8,57.17,11.2,0
7.87,74.94,64.53,52.33,12.32,0
7.88,74.93,70.23,53.57,11.23,0
7.9,75.02,64.56,54.92,12.3,0
7.92,74.99,70.27,56.15,11.29,0
7.93,74.91,64.3,56.55,12.1,0
7.95,75.08,70.14,55.18,11.29,0
7.97,75.03,64.9,56.39,12.36,0
7.98,74.98,70.6,55.6,11.11,0
8.0,75.06,62.95,56.93,12.01,0
8.02,74.84,68.6,53.2,12.43,0
8.03,75.04,71.32,54.66,10.52,0
8.05,74.96,59.98,55.83,11.45,0
8.07,75.01,65.73,57.14,12.51,0
8.08,74.95,71.42,52.49,10.44,0
8.1,75.06,59.62,53.86,11.4,0
8.12,75.06,65.35,55.12,12.47,0
8.13,74.95,71.01,56.26,10.75,0
8.15,74.93,61.27,56.16,11.79,0
8.17,74.77,66.9,56.43,12.7,0
8.18,74.82,72.64,55.54,9.5,0
8.2,75.06,54.67,57.05,10.58,0
8.22,75.01,60.36,52.86,11.55,0
8.23,74.9,66.05,54.01,12.52,0
8.25,75.03,71.82,55.41,10.09,0
8.27,74.99,57.96,56.63,11.15,0
8.28,75.05,63.69,54.71,12.14,0
8.3,75.02,69.39,55.94,11.97,0
8.32,75.0,67.94,57.17,12.89,0
8.33,74.95,73.63,52.37,8.85,0
8.35,74.85,50.43,53.53,9.82,0
8.37,74.79,56.13,54.73,10.86,0
8.38,75.06,61.92,56.26,11.79,0
8.4,74.77,67.56,55.89,12.85,0
8.42,74.8,73.28,57.17,9.07,0
8.43,74.87,51.95,52.51,10.1,0
8.45,74.86,57.66,53.75,11.2,0
8.47,74.9,63.33,55.04,12.07,0
8.48,75.08,69.11,56.48,12.1,0
8.5,74.87,69.06,55.06,12.0,0
8.52,74.94,69.43,56.4,11.8,0
8.53,75.04,67.88,55.71,12.88,0
8.55,74.95,73.57,56.88,8.91,0
8.57,74.85,50.66,53.52,9.87,0
8.58,74.8,56.36,54.73,10.89,0
8.6,75.0,62.12,56.18,11.81,0
8.62,74.98,67.86,56.5,12.82,0
8.63,74.98,73.6,55.2,8.85,0
8.65,74.92,50.59,56.4,9.91,0
8.67,75.04,56.3,55.72,10.77,0
8.68,74.82,62.0,56.77,11.84,0
8.7,74.88,67.74,54.14,12.71,0
8.72,74.87,73.52,55.4,8.93,0
8.73,74.75,50.88,56.53,9.86,0
8.75,74.89,56.67,55.22,10.95,0
8.77,74.87,62.36,56.45,12.09,0
8.78,74.82,67.97,55.34,12.88,0
8.8,74.91,73.73,56.68,8.76,0
8.82,74.77,50.01,54.31,9.66,0
8.83,74.93,55.84,55.74,10.8,0
8.85,74.97,61.56,57.04,11.81,0
8.87,74.79,67.2,52.78,12.73,0
8.88,74.88,72.97,54.14,9.31,0
8.9,74.76,53.16,55.28,10.32,0
8.92,74.85,58.9,56.62,11.25,0
8.93,74.86,64.65,54.71,12.3,0
8.95,74.86,70.37,55.97,11.09,0
8.97,74.89,64.0,57.27,12.19,0
8.98,74.77,69.68,51.9,11.75,0
9.0,74.79,66.76,53.17,12.6,0
9.02,74.79,72.52,54.43,9.69,0
9.03,74.91,55.06,55.8,10.61,0
9.05,74.81,60.76,56.96,11.52,0
9.07,74.81,66.54,53.32,12.66,0
9.08,74.82,72.26,54.58,9.86,0
9.1,74.73,56.08,55.74,10.88,0
9.12,74.83,61.79,57.09,11.77,0
9.13,74.78,67.52,52.72,12.84,0
9.15,74.94,73.28,54.13,9.15,0
9.17,74.75,51.81,55.2,10.1,0
9.18,74.89,57.56,56.59,11.08,0
9.2,74.8,63.24,54.72,12.05,0
9.22,74.77,68.96,55.96,12.16,0
9.23,74.65,69.74,57.1,11.67,0
9.25,74.67,66.53,52.74,12.67,0
9.27,74.79,72.28,54.11,9.81,0
9.28,74.65,56.0,55.23,10.81,0
9.3,74.89,61.79,56.73,11.77,0
9.32,74.82,67.51,54.18,12.81,0
9.33,74.86,73.24,55.47,9.12,0
9.35,74.88,52.09,56.75,10.08,0
9.37,74.79,57.8,54.08,11.08,0
9.38,74.83,63.55,55.38,12.21,0
9.4,74.91,69.25,56.7,11.98,0
9.42,74.93,68.58,54.39,12.47,0
9.43,74.68,71.25,55.41,10.65,0
9.45,74.77,60.27,56.74,11.57,0
9.47,74.89,66.01,54.32,12.56,0
9.48,74.7,71.67,55.39,10.35,0
9.5,74.73,58.52,56.67,11.27,0
9.52,74.55,64.17,54.31,12.23,0
9.53,74.81,69.97,55.82,11.49,0
9.55,74.69,65.55,56.97,12.49,0
9.57,74.73,71.27,53.28,10.46,0
9.58,74.79,60.28,54.61,11.58,0
9.6,74.8,65.99,55.88,12.58,0
9.62,74.63,71.65,56.97,10.26,0
9.63,74.73,58.68,53.35,11.2,0
9.65,74.62,64.41,54.51,12.25,0
9.67,74.65,70.15,55.8,11.36,0
9.68,74.86,64.91,57.27,12.35,0
9.7,74.74,70.6,51.89,11.14,0
9.72,74.72,62.91,53.12,11.96,0
9.73,74.78,68.67,54.44,12.42,0
9.75,74.75,70.95,55.67,10.88,0
9.77,74.72,61.46,56.88,11.77,0
9.78,74.52,67.12,53.42,12.81,0
9.8,74.63,72.84,54.79,9.36,0
9.82,74.79,53.82,56.22,10.38,0
9.83,74.77,59.56,56.33,11.48,0
9.85,74.75,65.25,55.87,12.39,0
9.87,74.63,70.94,57.01,10.7,0
9.88,74.89,61.71,53.35,11.79,0
9.9,74.73,67.39,54.46,12.78,0
9.92,74.7,73.11,55.69,9.19,0
9.93,74.75,52.66,57.0,10.32,0
9.95,74.67,58.3,53.04,11.25,0
9.97,74.74,64.01,54.36,12.23,0
9.98,74.68,69.7,55.56,11.74,0
10.0,74.7,66.68,56.83,12.61,0
10.02,74.65,72.41,53.78,9.68,0
10.03,74.72,55.56,55.12,10.71,0
10.05,74.65,61.28,56.31,11.73,0
10.07,74.72,67.01,56.05,12.62,0
10.08,74.75,72.8,57.09,9.46,0
10.1,74.88,53.92,52.89,10.44,0
10.12,74.7,59.59,53.97,11.43,0
10.13,74.81,65.34,55.33,12.39,0
10.15,74.66,71.03,56.45,10.69,0
10.17,74.7,61.24,55.44,11.65,0
10.18,74.72,67.01,56.73,12.73,0
10.2,74.78,72.75,54.3,9.43,0
10.22,74.55,54.07,55.34,10.54,0
10.23,74.82,59.83,56.85,11.47,0
10.25,74.39,65.42,53.33,12.48,0
10.27,74.66,71.21,54.85,10.62,0
10.28,74.61,60.43,56.05,11.6,0
10.3,74.59,66.14,57.04,12.62,0
10.32,74.62,71.85,52.98,10.1,0
10.33,74.61,57.84,54.24,11.17,0
10.35,74.56,63.52,55.44,12.21,0
10.37,74.67,69.23,56.81,12.0,0
10.38,74.8,68.69,54.04,12.37,0
10.4,74.65,70.84,55.15,10.83,0
10.42,74.75,62.04,56.51,11.92,0
10.43,74.71,67.72,55.11,12.84,0
10.45,74.7,73.44,56.36,8.97,0
10.47,74.77,51.29,55.84,9.98,0
10.48,74.67,56.98,57.0,11.08,0
10.5,74.71,62.65,53.16,12.01,0
10.52,74.67,68.34,54.37,12.55,0
