Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
1.48,75.23,63.66,56.74,12.06,1
1.5,75.17,69.38,54.14,11.86,1
1.52,75.11,68.02,55.35,12.9,1
1.53,75.36,73.7,56.85,8.79,1
1.55,75.16,50.1,53.54,9.75,1
1.57,75.12,55.81,54.76,10.72,1
1.58,75.12,61.55,56.02,11.78,1
1.6,75.27,67.3,57.32,12.8,1
1.62,75.2,72.97,51.74,9.38,1
1.63,75.22,53.15,53.01,10.29,1
1.65,75.23,58.86,54.27,11.24,1
1.67,75.36,64.64,55.66,12.31,1
1.68,75.37,70.35,56.93,11.16,1
1.7,75.17,63.97,53.22,12.14,1
1.72,75.26,69.73,54.57,11.62,1
1.73,75.28,66.59,55.85,12.63,1
1.75,75.18,72.28,57.01,9.79,1
1.77,75.3,56.08,53.2,10.71,1
1.78,75.38,61.87,54.56,11.87,1
1.8,75.2,67.5,55.63,12.8,1
1.82,75.27,73.23,56.95,9.21,1
1.83,75.23,52.04,53.28,10.08,1
1.85,75.33,57.79,54.64,11.02,1
1.87,75.29,63.54,55.87,12.03,1
1.88,75.11,69.24,56.95,11.92,1
1.9,75.29,68.69,53.53,12.42,1
1.92,75.33,70.86,54.82,10.83,1
1.93,75.29,61.89,56.04,11.83,1
1.95,75.12,67.54,56.91,12.9,1
1.97,75.25,73.25,53.62,9.07,1
1.98,75.21,52.05,54.85,10.12,1
2.0,75.39,57.8,56.28,11.09,1
2.02,75.21,63.46,55.93,12.12,1
2.03,75.22,69.16,57.18,12.08,1
2.05,75.24,68.92,52.41,12.21,1
2.07,75.19,69.91,53.62,11.57,1
2.08,75.13,65.78,54.81,12.42,1
2.1,75.38,71.61,56.32,10.24,1
2.12,75.32,58.8,55.88,11.3,1
2.13,75.29,64.5,57.11,12.26,1
2.15,75.25,70.2,52.63,11.27,1
2.17,75.37,64.68,54.01,12.32,1
2.18,75.25,70.35,55.15,11.26,1
2.2,75.3,63.99,56.44,12.12,1
2.22,75.28,69.73,55.43,11.59,1
2.23,75.45,66.64,56.87,12.65,1
2.25,75.36,72.33,53.57,9.84,1
2.27,75.24,55.74,54.69,10.7,1
2.28,75.45,61.54,56.17,11.8,1
2.3,75.3,67.18,56.39,12.7,1
2.32,75.27,72.91,55.63,9.28,1
2.33,75.21,53.46,56.84,10.28,1
2.35,75.3,59.24,53.88,11.32,1
2.37,75.38,64.99,55.22,12.34,1
2.38,75.36,70.71,56.45,10.91,1
2.4,75.3,62.51,55.35,11.75,1
2.42,75.46,68.37,56.79,12.63,1
2.43,75.48,72.18,54.01,9.89,1
2.45,75.48,56.43,55.26,10.89,1
2.47,75.22,62.05,56.26,11.9,1
2.48,75.36,67.77,56.31,12.8,1
2.5,75.35,73.5,55.97,8.87,1
2.52,75.51,51.09,57.4,9.95,1
2.53,75.32,56.72,51.27,10.92,1
2.55,75.08,62.36,52.3,11.83,1
2.57,75.21,68.16,53.7,12.71,1
2.58,75.42,73.14,55.16,9.14,1
2.6,75.42,52.51,56.43,10.18,1
2.62,75.49,58.23,55.55,11.16,1
2.63,75.43,63.93,56.74,12.19,1
2.65,75.39,69.62,54.16,11.7,1
2.67,75.38,67.03,55.41,12.7,1
2.68,75.37,72.75,56.66,9.48,1
2.7,75.52,54.12,54.68,10.38,1
2.72,75.36,59.83,55.79,11.44,1
2.73,75.38,65.55,57.06,12.51,1
2.75,75.37,71.24,52.86,10.53,1
2.77,75.39,60.34,54.14,11.52,1
2.78,75.3,66.04,55.32,12.49,1
2.8,75.42,71.82,56.7,10.07,1
2.82,75.21,57.91,54.16,11.12,1
2.83,75.44,63.7,55.65,12.24,1
2.85,75.38,69.33,56.83,11.99,1
2.87,75.31,68.17,53.75,12.62,1
2.88,75.39,73.1,55.11,9.19,1
2.9,75.3,52.64,56.27,10.28,1
2.92,75.26,58.29,56.1,11.11,1
2.93,75.36,64.07,56.94,12.16,1
2.95,75.46,69.84,53.49,11.49,1
2.97,75.33,66.1,54.62,12.55,1
2.98,75.36,71.83,55.91,10.04,1
3.0,75.33,57.93,57.14,11.23,1
3.02,75.24,63.56,52.45,12.11,1
3.03,75.31,69.3,53.78,11.97,1
3.05,75.3,68.33,55.02,12.66,1
3.07,75.42,72.38,56.4,9.7,1
3.08,75.39,55.62,55.58,10.73,1
3.1,75.33,61.31,56.77,11.66,1
3.12,75.25,67.02,54.0,12.74,1
3.13,75.32,72.75,55.33,9.4,1
3.15,75.26,54.12,56.54,10.5,1
3.17,75.31,59.82,55.06,11.44,1
3.18,75.39,65.56,56.4,12.45,1
3.2,75.45,71.3,55.67,10.45,1
3.22,75.31,60.07,56.79,11.45,1
3.23,75.47,65.85,54.16,12.4,1
3.25,75.19,71.53,55.15,10.39,1
3.27,75.5,59.2,56.71,11.26,1
3.28,75.41,64.93,54.25,12.41,1
3.3,75.33,70.59,55.42,10.99,1
3.32,75.39,63.05,56.74,12.07,1
3.33,75.41,68.73,54.21,12.31,1
3.35,75.57,70.77,55.63,10.88,1
3.37,75.45,62.24,56.76,11.87,1
3.38,75.33,67.92,54.01,12.82,1
3.4,75.44,73.69,55.38,8.69,1
3.42,75.49,50.28,56.69,9.79,1
3.43,75.4,55.96,54.32,10.79,1
3.45,75.38,61.66,55.56,11.76,1
3.47,75.55,67.43,56.99,12.67,1
3.48,75.51,73.18,53.13,9.15,1
3.5,75.52,52.32,54.4,10.12,1
3.52,75.25,57.96,55.39,11.09,1
3.53,75.24,63.7,56.64,12.2,1
3.55,75.43,69.43,54.8,11.88,1
3.57,75.41,67.79,56.03,12.78,1
3.58,75.29,73.5,57.03,8.97,1
3.6,75.41,51.0,53.1,9.95,1
3.62,75.38,56.67,54.33,10.82,1
3.63,75.53,62.48,55.75,11.93,1
3.65,75.43,68.15,56.9,12.85,1
3.67,75.36,73.03,53.46,9.18,1
3.68,75.46,53.02,54.82,10.23,1
3.7,75.37,58.73,55.99,11.24,1
3.72,75.37,64.45,57.26,12.3,1
3.73,75.36,70.14,52.04,11.33,1
3.75,75.48,64.92,53.42,12.26,1
3.77,75.32,70.63,54.52,10.85,1
3.78,75.37,62.94,55.84,12.02,1
3.8,75.35,68.64,57.08,12.48,1
3.82,75.48,71.07,52.92,10.64,1
3.83,75.4,61.03,54.1,11.69,1
3.85,75.51,66.76,55.46,12.63,1
3.87,75.51,72.49,56.72,9.65,1
3.88,75.51,55.16,54.29,10.62,1
3.9,75.43,60.85,55.46,11.57,1
3.92,75.35,66.57,56.65,12.64,1
3.93,75.26,72.26,54.48,9.78,1
3.95,75.38,56.18,55.86,10.76,1
3.97,75.38,61.92,57.13,11.79,1
3.98,90.39,90.12,100.39,0.21,1
4.0,90.34,90.1,100.34,0.21,1
4.02,90.38,90.11,100.38,0.2,1
4.03,90.52,90.16,100.52,0.21,1
4.05,90.37,90.11,100.37,0.21,1
4.07,90.31,90.09,100.31,0.21,1
4.08,90.38,90.11,100.38,0.21,1
4.1,90.42,90.13,100.42,0.21,1
4.12,90.48,90.14,100.48,0.21,1
4.13,90.5,90.15,100.5,0.21,1
4.15,90.47,90.14,100.47,0.21,1
4.17,90.33,90.1,100.33,0.2,1
4.18,90.37,90.11,100.37,0.21,1
4.2,90.41,90.12,100.41,0.21,1
4.22,90.41,90.12,100.41,0.21,1
4.23,90.36,90.11,100.36,0.21,1
4.25,90.4,90.12,100.4,0.2,1
4.27,90.36,90.11,100.36,0.21,1
4.28,90.34,90.1,100.34,0.2,1
4.3,90.3,90.09,100.3,0.2,1
4.32,90.28,90.08,100.28,0.2,1
4.33,90.34,90.1,100.34,0.21,1
4.35,90.42,90.13,100.42,0.21,1
4.37,90.34,90.1,100.34,0.21,1
4.38,90.44,90.13,100.44,0.21,1
4.4,90.42,90.13,100.42,0.21,1
4.42,90.32,90.09,100.32,0.2,1
4.43,90.45,90.13,100.45,0.2,1
4.45,90.51,90.15,100.51,0.21,1
4.47,90.48,90.14,100.48,0.21,1
4.48,90.43,90.13,100.43,0.21,1
4.5,90.47,90.14,100.47,0.2,1
4.52,90.29,90.09,100.29,0.21,1
4.53,90.35,90.11,100.35,0.21,1
4.55,90.54,90.16,100.54,0.2,1
4.57,90.35,90.1,100.35,0.21,1
4.58,90.38,90.11,100.38,0.21,1
4.6,90.51,90.15,100.51,0.21,1
4.62,90.34,90.1,100.34,0.21,1
4.63,90.38,90.11,100.38,0.21,1
4.65,90.38,90.11,100.38,0.21,1
4.67,90.4,90.12,100.4,0.21,1
4.68,90.39,90.12,100.39,0.21,1
4.7,90.38,90.12,100.38,0.2,1
4.72,90.24,90.07,100.24,0.21,1
4.73,90.47,90.14,100.47,0.21,1
4.75,90.38,90.11,100.38,0.21,1
4.77,90.41,90.12,100.41,0.21,1
4.78,90.46,90.14,100.46,0.21,1
4.8,90.37,90.11,100.37,0.21,1
4.82,90.2,90.06,100.2,0.21,1
4.83,90.45,90.14,100.45,0.21,1
4.85,90.38,90.11,100.38,0.21,1
4.87,90.34,90.1,100.34,0.2,1
4.88,90.42,90.13,100.42,0.21,1
4.9,90.32,90.1,100.32,0.21,1
4.92,90.31,90.09,100.31,0.21,1
4.93,90.36,90.11,100.36,0.21,1
4.95,90.3,90.09,100.3,0.21,1
4.97,90.31,90.09,100.31,0.21,1
4.98,90.39,90.12,100.39,0.21,1
5.0,90.26,90.08,100.26,0.21,1
5.02,90.38,90.11,100.38,0.21,1
5.03,90.33,90.1,100.33,0.21,1
5.05,90.27,90.08,100.27,0.2,1
5.07,90.32,90.1,100.32,0.21,1
5.08,90.42,90.13,100.42,0.21,1
5.1,90.36,90.11,100.36,0.21,1
5.12,90.39,90.12,100.39,0.21,1
5.13,90.23,90.07,100.23,0.21,1
5.15,90.28,90.08,100.28,0.21,1
5.17,90.43,90.13,100.43,0.2,1
5.18,90.28,90.08,100.28,0.21,1
5.2,90.25,90.08,100.25,0.2,1
5.22,90.47,90.14,100.47,0.2,1
5.23,90.47,90.14,100.47,0.2,1
5.25,90.24,90.07,100.24,0.21,1
5.27,90.21,90.06,100.21,0.21,1
5.28,90.35,90.11,100.35,0.2,1
5.3,90.35,90.1,100.35,0.2,1
5.32,90.35,90.1,100.35,0.21,1
5.33,90.2,90.06,100.2,0.21,1
5.35,90.31,90.09,100.31,0.2,1
5.37,90.27,90.08,100.27,0.21,1
5.38,90.29,90.09,100.29,0.21,1
5.4,90.33,90.1,100.33,0.21,1
5.42,90.34,90.1,100.34,0.21,1
5.43,90.28,90.08,100.28,0.2,1
5.45,90.31,90.09,100.31,0.21,1
5.47,90.33,90.1,100.33,0.21,1
5.48,90.33,90.1,100.33,0.21,1
5.5,90.4,90.12,100.4,0.2,1
5.52,90.3,90.09,100.3,0.21,1
5.53,90.26,90.08,100.26,0.21,1
5.55,90.27,90.08,100.27,0.2,1
5.57,90.25,90.08,100.25,0.21,1
5.58,90.35,90.1,100.35,0.21,1
5.6,90.25,90.07,100.25,0.21,1
5.62,90.37,90.11,100.37,0.21,1
5.63,90.34,90.1,100.34,0.21,1
5.65,90.34,90.1,100.34,0.21,1
5.67,90.22,90.07,100.22,0.21,1
5.68,90.27,90.08,100.27,0.21,1
5.7,90.33,90.1,100.33,0.2,1
5.72,90.22,90.07,100.22,0.21,1
5.73,90.31,90.09,100.31,0.21,1
5.75,90.25,90.08,100.25,0.21,1
5.77,90.34,90.1,100.34,0.2,1
5.78,90.25,90.08,100.25,0.21,1
5.8,90.32,90.1,100.32,0.21,1
5.82,90.11,90.03,100.11,0.2,1
5.83,90.32,90.1,100.32,0.21,1
5.85,90.35,90.1,100.35,0.21,1
5.87,90.28,90.08,100.28,0.2,1
5.88,90.45,90.13,100.45,0.21,1
5.9,90.28,90.09,100.28,0.21,1
5.92,90.22,90.07,100.22,0.21,1
5.93,90.37,90.11,100.37,0.21,1
5.95,90.28,90.09,100.28,0.2,1
5.97,90.2,90.06,100.2,0.21,1
5.98,90.28,90.08,100.28,0.21,1
6.0,90.18,90.05,100.18,0.21,1
6.02,89.21,88.6,97.28,0.21,1
6.03,88.23,87.14,94.37,0.21,1
6.05,87.33,85.7,91.53,0.21,1
6.07,86.23,84.2,88.5,1.18,1
6.08,85.22,82.73,85.55,2.24,1
6.1,84.17,81.25,82.57,3.32,1
6.12,83.29,79.82,79.76,4.36,1
6.13,82.36,78.38,76.9,5.41,1
6.15,81.2,76.86,73.8,6.51,1
6.17,80.22,75.4,70.89,7.54,1
6.18,79.13,73.9,67.86,8.62,1
6.2,78.35,72.5,65.15,9.63,1
6.22,77.24,71.01,62.11,10.71,1
6.23,76.23,69.53,59.16,11.75,1
6.25,75.2,68.06,56.2,12.82,1
6.27,75.17,73.47,56.4,8.96,1
6.28,75.07,51.08,55.51,9.91,1
6.3,75.12,56.83,56.82,10.98,1
6.32,75.18,62.54,53.93,12.05,1
6.33,75.24,68.21,55.22,12.68,1
6.35,75.18,72.86,56.43,9.34,1
6.37,75.31,53.71,55.62,10.45,1
6.38,75.28,59.37,56.83,11.31,1
6.4,75.33,65.14,53.89,12.4,1
6.42,75.13,70.78,54.95,10.89,1
6.43,75.14,62.24,56.22,11.9,1
6.45,75.23,67.97,56.43,12.85,1
6.47,75.04,73.64,55.3,8.82,1
6.48,75.11,50.45,56.62,9.84,1
6.5,75.18,56.18,54.77,10.89,1
6.52,75.02,61.8,55.86,11.78,1
6.53,75.1,67.56,57.19,12.99,1
6.55,75.22,73.23,52.45,9.13,1
6.57,75.03,52.05,53.52,10.04,1
6.58,75.27,57.88,55.03,11.08,1
6.6,75.27,63.61,56.29,12.09,1
6.62,75.22,69.32,56.01,11.9,1
6.63,75.23,68.29,57.23,12.58,1
6.65,75.26,72.57,52.22,9.62,1
6.67,75.3,54.83,53.51,10.65,1
6.68,75.21,60.48,54.67,11.63,1
6.7,75.05,66.12,55.76,12.48,1
6.72,75.22,71.93,57.2,10.11,1
6.73,75.09,57.4,52.16,10.96,1
6.75,75.13,63.17,53.46,12.02,1
6.77,75.11,68.9,54.7,12.28,1
6.78,75.09,69.97,55.94,11.59,1
6.8,75.17,65.54,57.26,12.34,1
6.82,75.19,71.33,52.09,10.45,1
6.83,75.14,59.96,53.3,11.41,1
6.85,75.18,65.73,54.61,12.47,1
6.87,75.0,71.41,55.69,10.45,1
6.88,75.29,59.71,57.23,11.37,1
6.9,75.22,65.44,52.12,12.35,1
6.92,75.08,71.16,53.25,10.63,1
6.93,75.18,60.68,54.6,11.64,1
6.95,75.21,66.39,55.88,12.61,1
6.97,75.17,72.1,57.11,9.93,1
6.98,75.06,56.75,52.56,10.86,1
7.0,75.1,62.51,53.86,11.96,1
7.02,75.0,68.18,55.01,12.7,1
7.03,75.22,73.08,56.5,9.14,1
7.05,75.02,52.73,55.0,10.19,1
7.07,75.13,58.5,56.38,11.18,1
7.08,75.25,64.28,55.81,12.16,1
7.1,75.02,69.97,56.85,11.44,1
7.12,75.2,65.65,53.94,12.56,1
7.13,75.18,71.32,55.16,10.52,1
7.15,75.03,59.95,56.27,11.6,1
7.17,75.17,65.64,56.26,12.55,1
7.18,75.08,71.29,56.09,10.51,1
7.2,74.99,60.12,56.8,11.58,1
7.22,75.2,65.86,54.16,12.57,1
7.23,75.02,71.49,55.22,10.41,1
7.25,75.12,59.32,56.58,11.36,1
7.27,75.23,65.07,54.97,12.41,1
7.28,75.07,70.73,56.07,10.92,1
7.3,75.0,62.42,56.9,11.87,1
7.32,74.98,68.15,53.52,12.85,1
7.33,74.97,73.07,54.76,9.18,1
7.35,75.12,52.86,56.18,10.2,1
7.37,75.06,58.59,56.46,11.22,1
7.38,74.9,64.27,55.2,12.33,1
7.4,75.09,70.0,56.64,11.51,1
7.42,75.01,65.4,54.53,12.41,1
7.43,75.04,71.14,55.81,10.57,1
7.45,75.05,60.79,57.09,11.57,1
7.47,75.08,66.55,52.8,12.58,1
7.48,74.95,72.25,53.93,9.78,1
7.5,75.02,56.22,55.26,10.87,1
7.52,75.02,61.92,56.52,11.72,1
7.53,75.11,67.72,55.21,12.86,1
7.55,75.17,73.45,56.53,8.97,1
7.57,74.9,51.12,54.8,10.02,1
7.58,75.09,56.84,56.23,10.91,1
7.6,74.98,62.54,56.2,11.94,1
7.62,74.99,68.26,56.45,12.7,1
7.63,75.2,72.71,55.61,9.43,1
7.65,75.09,54.28,56.76,10.55,1
7.67,75.0,59.93,54.02,11.47,1
7.68,75.07,65.67,55.35,12.56,1
7.7,75.13,71.37,56.66,10.46,1
7.72,75.0,59.76,54.4,11.5,1
7.73,75.19,65.51,55.84,12.48,1
7.75,75.1,71.19,57.01,10.68,1
7.77,75.09,60.48,53.06,11.56,1
7.78,74.95,66.16,54.18,12.5,1
7.8,74.91,71.91,55.41,10.07,1
7.82,74.94,57.58,56.69,11.07,1
7.83,74.96,63.31,54.44,12.11,1
7.85,75.03,69.03,55.76,12.17,1
7.87,74.87,69.41,56.86,11.88,1
7.88,75.12,67.97,53.95,12.93,1
7.9,75.01,73.63,55.1,8.84,1
7.92,75.1,50.49,56.44,9.81,1
7.93,75.07,56.21,55.42,10.75,1
7.95,75.01,61.95,56.63,11.83,1
7.97,75.04,67.68,54.68,12.8,1
7.98,75.1,73.43,56.0,8.97,1
8.0,74.86,51.22,57.02,10.01,1
8.02,75.09,56.98,53.27,10.99,1
8.03,75.05,62.67,54.49,11.92,1
8.05,74.86,68.35,55.56,12.67,1
8.07,74.95,72.29,56.9,9.86,1
8.08,75.03,55.99,53.62,10.85,1
8.1,74.91,61.64,54.75,11.88,1
8.12,74.84,67.29,55.93,12.79,1
8.13,75.04,73.06,57.38,9.26,1
8.15,74.92,52.77,51.44,10.25,1
8.17,74.96,58.49,52.73,11.16,1
8.18,74.89,64.22,53.92,12.14,1
8.2,74.96,70.02,55.27,11.41,1
8.22,75.03,65.41,56.59,12.44,1
8.23,74.99,71.11,54.79,10.68,1
8.25,74.87,60.83,55.92,11.65,1
8.27,74.91,66.55,57.22,12.65,1
8.28,75.06,72.32,52.37,9.71,1
8.3,74.99,55.89,53.57,10.77,1
8.32,74.88,61.58,54.72,11.73,1
8.33,74.85,67.32,55.95,12.76,1
8.35,74.91,73.06,57.27,9.23,1
8.37,75.02,52.87,52.12,10.19,1
8.38,74.9,58.59,53.27,11.25,1
8.4,74.88,64.3,54.51,12.28,1
8.42,74.77,69.97,55.65,11.54,1
8.43,74.86,65.58,56.99,12.47,1
8.45,74.99,71.34,53.31,10.53,1
8.47,74.88,59.87,54.44,11.53,1
8.48,74.7,65.51,55.53,12.42,1
8.5,74.88,71.3,56.97,10.52,1
8.52,74.95,60.11,53.31,11.53,1
8.53,74.97,65.83,54.59,12.5,1
8.55,74.77,71.5,55.65,10.36,1
8.57,75.0,59.35,57.15,11.43,1
8.58,74.91,65.01,52.41,12.41,1
8.6,75.03,70.74,53.78,10.86,1
8.62,74.88,62.39,54.89,11.97,1
8.63,74.86,68.08,56.13,12.95,1
8.65,74.84,73.33,56.69,9.02,1
8.67,74.84,51.73,54.41,10.04,1
8.68,74.85,57.46,55.68,11.15,1
8.7,75.01,63.18,57.09,12.1,1
8.72,74.92,68.84,52.66,12.41,1
8.73,74.97,70.21,53.96,11.28,1
8.75,74.7,64.52,54.95,12.29,1
8.77,74.99,70.33,56.49,11.16,1
8.78,75.07,64.15,55.33,12.19,1
8.8,74.84,69.81,56.36,11.61,1
8.82,74.71,66.19,55.63,12.59,1
8.83,74.89,71.97,57.07,10.01,1
8.85,74.81,57.32,52.77,11.02,1
8.87,74.78,63.03,54.0,12.0,1
8.88,74.77,68.77,55.25,12.32,1
8.9,74.82,70.56,56.56,11.03,1
8.92,74.91,63.19,55.04,11.98,1
8.93,74.78,68.91,56.17,12.26,1
8.95,74.84,69.97,56.62,11.45,1
8.97,74.77,65.58,54.63,12.44,1
8.98,74.74,71.31,55.86,10.48,1
9.0,74.81,60.09,57.2,11.52,1
9.02,74.75,65.79,52.23,12.49,1
9.03,74.9,71.56,53.64,10.33,1
9.05,75.06,59.07,55.06,11.33,1
9.07,74.89,64.73,56.15,12.27,1
9.08,74.86,70.47,56.62,11.13,1
9.1,74.9,63.53,54.74,12.15,1
9.12,74.68,69.16,55.77,12.11,1
9.13,74.75,68.93,57.09,12.22,1
9.15,74.91,69.93,52.93,11.4,1
9.17,74.87,65.8,54.15,12.54,1
9.18,74.85,71.5,55.38,10.38,1
9.2,74.9,59.28,56.7,11.3,1
9.22,74.79,65.0,54.26,12.41,1
9.23,74.86,70.72,55.59,10.94,1
9.25,74.89,62.49,56.87,11.9,1
9.27,74.64,68.15,53.42,12.82,1
9.28,74.69,73.11,54.73,9.14,1
9.3,74.97,52.76,56.28,10.16,1
9.32,74.66,58.43,55.8,11.23,1
9.33,74.77,64.19,57.17,12.2,1
9.35,74.8,69.93,52.46,11.52,1
9.37,74.82,65.75,53.73,12.43,1
9.38,74.93,71.54,55.11,10.35,1
9.4,74.86,59.08,56.3,11.29,1
9.42,74.74,64.79,55.91,12.42,1
9.43,74.93,70.53,57.35,10.98,1
9.45,74.82,63.28,51.58,12.13,1
9.47,74.78,68.96,52.79,12.21,1
9.48,74.72,69.74,53.99,11.64,1
9.5,74.76,66.55,55.29,12.73,1
9.52,74.81,72.25,56.59,9.88,1
9.53,74.74,56.12,54.75,10.72,1
9.55,74.8,61.92,56.08,11.73,1
9.57,74.67,67.66,56.81,12.91,1
9.58,74.71,73.36,53.94,9.07,1
9.6,74.79,51.59,55.28,10.03,1
9.62,74.76,57.3,56.51,11.05,1
9.63,74.61,62.96,54.99,11.92,1
9.65,74.75,68.77,56.4,12.37,1
9.67,74.7,70.52,55.56,11.11,1
9.68,74.8,63.33,56.91,12.2,1
9.7,74.72,68.96,53.41,12.22,1
9.72,74.6,69.72,54.55,11.62,1
9.73,74.83,66.71,56.04,12.71,1
9.75,74.59,72.34,56.85,9.79,1
9.77,74.67,55.81,53.83,10.78,1
9.78,74.7,61.54,55.12,11.72,1
9.8,74.74,67.3,56.42,12.69,1
9.82,74.59,73.02,55.38,9.29,1
9.83,74.57,52.98,56.63,10.35,1
9.85,74.72,58.71,54.79,11.31,1
9.87,74.84,64.45,56.17,12.41,1
9.88,74.8,70.09,56.5,11.33,1
9.9,74.75,65.1,55.15,12.4,1
9.92,74.68,70.8,56.33,10.92,1
9.93,74.8,62.17,56.02,11.82,1
9.95,74.66,67.88,57.04,12.84,1
9.97,74.66,73.62,52.97,8.87,1
9.98,74.73,50.52,54.29,9.84,1
10.0,74.6,56.2,55.42,10.86,1
10.02,74.63,61.93,56.71,11.78,1
10.03,74.67,67.7,54.38,12.82,1
10.05,74.79,73.47,55.76,8.97,1
10.07,74.78,51.12,57.0,9.86,1
10.08,74.79,56.9,53.15,10.98,1
10.1,74.63,62.55,54.25,11.89,1
10.12,74.86,68.38,55.75,12.69,1
10.13,74.68,72.06,56.82,9.91,1
10.15,74.6,56.97,53.79,11.01,1
10.17,74.62,62.68,55.07,12.09,1
10.18,74.75,68.38,56.45,12.58,1
10.2,74.77,72.18,55.42,9.97,1
10.22,74.63,56.36,56.53,10.89,1
10.23,74.66,62.08,55.1,11.89,1
10.25,74.82,67.84,56.52,12.94,1
10.27,74.64,73.47,54.92,9.0,1
10.28,74.69,51.12,56.22,9.95,1
10.3,74.64,56.83,56.3,11.01,1
10.32,74.56,62.5,55.94,11.88,1
10.33,74.64,68.28,57.28,12.72,1
10.35,74.72,72.58,52.05,9.55,1
10.37,74.54,54.78,53.14,10.56,1
10.38,74.75,60.59,54.61,11.58,1
10.4,74.64,66.29,55.77,12.57,1
10.42,74.79,72.08,57.18,9.96,1
10.43,74.65,56.82,52.24,10.97,1
10.45,74.48,62.48,53.33,11.91,1
10.47,74.69,68.29,54.8,12.64,1
10.48,74.65,72.54,56.02,9.63,1
10.5,74.79,55.01,57.32,10.61,1
10.52,74.58,60.68,51.6,11.61,1
