Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
1.07,75.31,65.66,56.05,27.84,0
1.08,75.12,68.05,56.13,28.72,0
1.1,75.21,70.26,56.1,25.27,0
1.12,75.13,61.06,56.03,25.78,0
1.13,75.36,63.6,56.66,26.93,0
1.15,75.19,65.99,53.64,27.84,0
1.17,75.23,68.46,54.22,27.97,0
1.18,75.21,68.54,54.74,27.71,0
1.2,75.03,68.18,55.1,28.45,0
1.22,75.18,69.75,55.79,25.83,0
1.23,75.17,63.22,56.32,26.97,0
1.25,75.08,65.62,55.12,28.04,0
1.27,75.27,68.11,55.85,28.52,0
1.28,75.08,69.94,56.19,25.5,0
1.3,75.19,62.47,55.87,26.37,0
1.32,75.1,64.9,56.32,27.26,0
1.33,75.23,67.41,55.35,28.69,0
1.35,75.18,69.83,55.84,25.77,0
1.37,75.18,62.88,56.38,26.25,0
1.38,75.17,65.36,54.96,27.75,0
1.4,75.26,67.84,55.59,28.64,0
1.42,75.21,70.27,56.08,24.83,0
1.43,75.18,61.08,56.18,25.88,0
1.45,75.3,63.57,55.92,26.95,0
1.47,75.14,65.96,56.3,27.92,0
1.48,75.33,68.47,55.49,27.89,0
1.5,75.2,68.47,55.9,27.91,0
1.52,75.24,68.53,56.47,27.55,0
1.53,75.25,68.29,54.62,28.29,0
1.55,75.26,69.25,55.16,26.64,0
1.57,75.22,65.27,55.66,27.48,0
1.58,75.21,67.73,56.2,28.71,0
1.6,75.3,70.2,55.8,25.14,0
1.62,75.2,61.32,56.23,26.09,0
1.63,75.35,63.81,55.74,26.92,0
1.65,75.23,66.23,56.16,27.84,0
1.67,75.34,68.73,55.99,27.4,0
1.68,75.18,67.39,56.37,28.56,0
1.7,75.22,69.85,55.05,25.63,0
1.72,75.18,62.8,55.55,26.66,0
1.73,75.19,65.25,56.1,27.6,0
1.75,75.27,67.72,56.21,28.58,0
1.77,75.45,70.23,55.85,25.05,0
1.78,75.25,61.17,56.19,25.92,0
1.8,75.21,63.61,55.71,26.87,0
1.82,75.18,66.05,56.22,27.9,0
1.83,75.33,68.55,55.78,27.86,0
1.85,75.2,68.14,56.19,28.73,0
1.87,75.27,69.87,55.82,25.58,0
1.88,75.31,62.74,56.4,26.58,0
1.9,75.16,65.14,54.73,27.56,0
1.92,75.4,67.67,55.52,28.45,0
1.93,75.27,70.09,55.93,25.07,0
1.95,75.13,61.79,56.33,26.25,0
1.97,75.24,64.27,55.28,27.22,0
1.98,75.36,66.76,55.94,28.33,0
2.0,75.21,69.15,56.33,27.07,0
2.02,75.24,65.68,55.2,27.88,0
2.03,75.34,68.15,55.84,28.37,0
2.05,75.45,69.88,56.49,25.26,0
2.07,75.31,62.67,54.38,26.47,0
2.08,75.15,65.07,54.76,27.73,0
2.1,75.32,67.56,55.46,28.44,0
2.12,75.27,70.0,55.96,25.23,0
2.13,75.42,62.25,56.65,26.13,0
2.15,75.2,64.66,53.63,27.37,0
2.17,75.43,67.18,54.4,28.38,0
2.18,75.22,69.56,54.73,26.27,0
2.2,75.28,64.01,55.33,26.96,0
2.22,75.33,66.49,55.92,28.25,0
2.23,75.25,68.9,56.38,27.04,0
2.25,75.18,66.73,54.9,28.16,0
2.27,75.2,69.19,55.46,26.72,0
2.28,75.33,65.58,56.13,27.91,0
2.3,75.29,68.0,55.96,28.87,0
2.32,75.3,70.44,56.5,24.47,0
2.33,75.48,60.44,54.67,25.96,0
2.35,75.31,62.81,55.02,26.56,0
2.37,75.26,65.25,55.52,27.69,0
2.38,75.27,67.69,56.06,28.63,0
2.4,75.26,70.14,56.28,25.06,0
2.42,75.43,61.67,55.55,26.34,0
2.43,75.32,64.06,55.97,27.24,0
2.45,75.21,66.47,56.4,28.21,0
2.47,75.48,68.99,55.17,27.13,0
2.48,75.32,66.3,55.54,28.07,0
2.5,75.38,68.77,56.14,27.2,0
2.52,75.23,67.24,55.81,28.57,0
2.53,75.2,69.67,56.32,25.87,0
2.55,75.31,63.59,55.33,26.73,0
2.57,75.41,66.09,55.97,27.95,0
2.58,75.39,68.53,56.49,27.99,0
2.6,75.25,68.21,54.37,28.47,0
2.62,75.41,69.62,55.07,26.04,0
2.63,75.34,63.73,55.54,27.15,0
2.65,75.56,66.23,56.29,27.85,0
2.67,75.26,68.6,55.04,27.85,0
2.68,75.34,67.99,55.66,28.61,0
2.7,75.29,70.43,56.15,24.51,0
2.72,75.37,60.46,56.01,25.75,0
2.73,75.39,62.9,56.51,26.82,0
2.75,75.31,65.31,54.35,27.44,0
2.77,75.26,67.76,54.84,28.42,0
2.78,75.3,70.24,55.42,25.07,0
2.8,75.39,61.21,56.05,26.07,0
2.82,75.4,63.66,56.34,26.83,0
2.83,75.3,66.08,55.03,27.81,0
2.85,75.54,68.62,55.82,27.68,0
2.87,75.5,67.87,56.32,28.62,0
2.88,75.36,70.28,55.08,24.97,0
2.9,75.39,61.04,55.65,25.92,0
2.92,75.53,63.53,56.32,26.76,0
2.93,75.47,65.97,55.16,27.74,0
2.95,75.45,68.42,55.68,28.02,0
2.97,75.33,68.68,56.1,27.41,0
2.98,75.49,67.7,56.29,28.7,0
3.0,75.37,70.11,55.22,25.1,0
3.02,75.33,61.73,55.72,26.02,0
3.03,75.38,64.21,56.31,27.08,0
3.05,75.42,66.67,55.3,28.14,0
3.07,75.35,69.11,55.77,26.62,0
3.08,75.38,65.89,56.34,27.47,0
3.1,75.42,68.39,55.19,28.09,0
3.12,75.21,68.77,55.51,27.54,0
3.13,75.49,67.35,56.33,28.37,0
3.15,75.21,69.72,54.9,25.99,0
3.17,75.28,63.35,55.5,26.85,0
3.18,75.42,65.84,56.19,27.72,0
3.2,75.4,68.3,55.73,28.27,0
3.22,75.36,69.19,56.23,26.8,0
3.23,75.31,65.51,55.54,28.07,0
3.25,75.34,67.94,56.09,28.93,0
3.27,75.49,70.41,56.32,24.49,0
3.28,75.39,60.48,55.12,25.78,0
3.3,75.38,62.92,55.65,26.56,0
3.32,75.33,65.36,56.14,27.59,0
3.33,75.59,67.89,56.22,28.68,0
3.35,75.4,70.28,55.44,24.88,0
3.37,75.47,61.06,56.05,25.75,0
3.38,75.38,63.49,56.24,26.73,0
3.4,75.4,65.96,55.57,28.19,0
3.42,75.3,68.35,56.01,28.14,0
3.43,75.37,69.03,56.56,27.12,0
3.45,75.41,66.19,54.27,28.0,0
3.47,75.49,68.66,54.88,27.55,0
3.48,75.32,67.68,55.26,28.44,0
3.5,75.46,70.19,55.94,25.15,0
3.52,75.43,61.38,56.44,25.83,0
3.53,75.37,63.83,54.67,27.03,0
3.55,75.36,66.28,55.2,28.16,0
3.57,75.47,68.74,55.84,27.7,0
3.58,75.34,67.34,56.25,28.35,0
3.6,75.43,69.82,55.6,25.48,0
3.62,75.35,62.93,56.06,26.57,0
3.63,75.43,65.41,56.37,27.58,0
3.65,75.42,67.86,55.0,28.91,0
3.67,75.43,70.29,55.54,25.03,0
3.68,75.28,60.93,55.93,26.0,0
3.7,75.45,63.42,56.64,26.74,0
3.72,75.34,65.84,53.78,27.97,0
3.73,75.52,68.34,54.51,28.25,0
3.75,75.4,68.99,54.92,27.27,0
3.77,75.31,66.32,55.37,27.87,0
3.78,75.39,68.81,55.98,27.35,0
3.8,75.43,67.11,56.57,28.19,0
3.82,75.36,69.56,54.12,26.18,0
3.83,75.33,63.99,54.62,27.08,0
3.85,75.46,66.47,55.29,28.18,0
3.87,75.46,68.92,55.83,27.16,0
3.88,75.45,66.64,56.35,28.38,0
3.9,75.42,69.06,55.06,26.82,0
3.92,75.47,66.1,55.65,28.08,0
3.93,75.48,68.54,56.2,27.87,0
3.95,75.42,68.19,55.65,28.31,0
3.97,75.42,69.68,56.2,25.78,0
3.98,75.53,63.55,55.82,26.84,0
4.0,75.41,65.97,56.24,27.85,0
4.02,75.36,68.41,55.5,28.18,0
4.03,75.37,68.74,56.05,27.53,0
4.05,75.43,67.41,56.38,28.58,0
4.07,75.5,69.87,55.04,25.58,0
4.08,75.36,62.68,55.44,26.6,0
4.1,75.42,65.15,56.04,27.53,0
4.12,75.35,67.57,56.3,28.59,0
4.13,75.3,70.0,55.25,25.07,0
4.15,75.39,62.25,55.89,26.56,0
4.17,75.36,64.68,56.39,27.23,0
4.18,75.38,67.14,54.95,28.36,0
4.2,75.34,69.58,55.45,25.96,0
4.22,75.36,63.94,56.01,27.33,0
4.23,75.38,66.37,56.51,27.91,0
4.25,75.35,68.82,54.4,27.27,0
4.27,75.36,67.08,54.96,28.27,0
4.28,75.53,69.58,55.67,25.96,0
4.3,75.39,63.89,56.07,27.05,0
4.32,75.4,66.35,56.26,27.93,0
4.33,75.33,68.79,55.4,27.43,0
4.35,75.3,67.17,55.91,28.42,0
4.37,75.35,69.63,56.5,25.97,0
4.38,75.41,63.74,54.52,26.92,0
4.4,75.38,66.18,55.04,28.15,0
4.42,75.4,68.62,55.59,27.58,0
4.43,75.35,67.89,56.08,28.73,0
4.45,75.3,70.32,56.16,24.83,0
4.47,75.22,60.84,55.8,25.78,0
4.48,75.45,63.36,56.57,26.97,0
4.5,75.31,65.75,54.05,27.51,0
4.52,75.34,68.24,54.61,28.12,0
4.53,75.37,69.49,55.19,26.04,0
4.55,75.3,64.29,55.67,26.98,0
4.57,75.42,66.79,56.33,28.19,0
4.58,75.46,69.26,55.21,26.65,0
4.6,75.38,65.21,55.67,27.63,0
4.62,75.2,67.61,56.03,28.63,0
4.63,75.24,70.06,56.45,25.2,0
4.65,75.41,62.0,54.85,26.31,0
4.67,75.33,64.42,55.31,27.23,0
4.68,75.37,66.89,55.89,28.14,0
4.7,75.42,69.36,56.49,26.38,0
4.72,75.21,64.78,54.29,27.58,0
4.73,75.33,67.25,54.96,28.26,0
4.75,75.36,69.72,55.53,25.87,0
4.77,75.41,63.36,56.12,26.69,0
4.78,75.42,65.82,56.05,27.87,0
4.8,75.42,68.27,56.33,28.15,0
4.82,75.27,69.29,55.03,26.47,0
4.83,75.56,65.22,55.86,27.59,0
4.85,75.4,67.62,56.24,28.59,0
4.87,75.47,70.09,55.61,25.07,0
4.88,75.3,61.78,55.99,26.2,0
4.9,75.28,64.22,56.51,27.36,0
4.92,75.46,66.71,54.6,28.1,0
4.93,75.5,69.18,55.19,26.75,0
4.95,75.45,65.55,55.67,27.6,0
4.97,75.2,67.94,55.97,28.44,0
4.98,75.42,70.48,56.72,24.43,0
5.0,75.44,60.23,53.6,25.34,0
5.02,75.22,62.63,53.92,26.65,0
5.03,75.34,65.1,54.58,27.65,0
5.05,75.44,67.57,55.21,28.53,0
5.07,75.41,70.01,55.72,25.36,0
5.08,75.36,62.13,56.21,26.48,0
5.1,75.25,64.54,55.56,27.26,0
5.12,75.29,67.0,56.14,28.48,0
5.13,75.39,69.47,56.06,26.26,0
5.15,75.29,64.35,56.18,27.14,0
5.17,75.26,66.8,55.78,28.05,0
5.18,75.42,69.31,56.47,26.57,0
5.2,75.3,65.0,54.48,27.57,0
5.22,75.4,67.47,55.12,28.38,0
5.23,75.28,69.89,55.54,25.31,0
5.25,75.49,62.73,56.29,26.43,0
5.27,75.44,65.18,55.3,27.42,0
5.28,75.32,67.61,55.72,28.66,0
5.3,75.27,70.03,56.21,25.15,0
5.32,75.29,62.09,55.7,26.01,0
5.33,75.33,64.59,56.28,27.28,0
5.35,75.19,67.0,55.25,28.49,0
5.37,75.4,69.5,55.99,26.31,0
5.38,75.34,64.22,56.47,27.16,0
5.4,75.29,66.66,54.55,28.21,0
5.42,75.37,69.13,55.16,26.41,0
5.43,75.38,65.82,55.72,27.86,0
5.45,75.34,68.26,56.22,28.41,0
5.47,75.37,69.37,55.66,26.43,0
5.48,75.27,64.76,56.09,27.41,0
5.5,75.25,67.2,56.15,28.49,0
5.52,75.3,69.66,55.97,26.0,0
5.53,75.3,63.59,56.5,27.0,0
5.55,75.2,66.0,54.38,28.03,0
5.57,75.24,68.45,54.96,27.81,0
5.58,75.23,68.61,55.49,27.78,0
5.6,75.24,67.92,56.04,28.78,0
5.62,75.39,70.41,56.52,24.65,0
5.63,75.38,60.5,54.38,25.61,0
5.65,75.18,62.89,54.72,26.61,0
5.67,75.27,65.37,55.35,27.62,0
5.68,75.35,67.85,55.97,28.54,0
5.7,75.3,70.29,56.46,24.81,0
5.72,75.34,61.01,54.68,25.88,0
5.73,75.39,63.48,55.27,26.93,0
5.75,75.17,65.85,55.58,27.85,0
5.77,75.11,68.29,56.07,28.23,0
5.78,75.39,69.33,56.52,26.25,0
5.8,75.29,64.96,54.31,27.65,0
5.82,75.23,67.37,54.78,28.74,0
5.83,75.31,69.82,55.4,25.98,0
5.85,75.33,62.91,55.94,26.65,0
5.87,75.21,65.32,56.36,27.91,0
5.88,75.27,67.77,55.11,28.54,0
5.9,75.29,70.23,55.67,25.16,0
5.92,75.23,61.21,56.15,25.92,0
5.93,75.2,63.65,55.89,26.98,0
5.95,75.15,66.08,56.38,28.26,0
5.97,75.19,68.52,55.0,27.95,0
5.98,75.26,68.31,55.6,27.85,0
6.0,75.27,69.21,56.17,26.65,0
6.02,75.29,65.46,55.85,27.56,0
6.03,75.33,67.93,56.43,28.93,0
6.05,75.29,70.35,54.72,24.94,0
6.07,75.12,60.68,55.08,25.84,0
6.08,75.3,63.18,55.81,26.71,0
6.1,75.1,65.57,56.14,28.02,0
6.12,75.15,68.01,56.0,28.95,0
6.13,75.25,70.42,56.64,24.63,0
6.15,75.29,60.47,53.93,25.63,0
6.17,75.23,62.9,54.42,26.61,0
6.18,75.31,65.38,55.04,27.76,0
6.2,75.36,67.83,55.63,28.94,0
6.22,75.23,70.22,56.03,24.71,0
6.23,75.25,61.32,56.44,25.96,0
6.25,75.24,63.77,54.71,26.98,0
6.27,75.19,66.2,55.2,27.77,0
6.28,75.17,68.67,55.73,27.48,0
6.3,75.2,67.7,56.29,28.49,0
6.32,75.15,70.15,55.3,25.18,0
6.33,75.23,61.59,55.92,26.12,0
6.35,75.31,64.06,56.53,27.11,0
6.37,75.35,66.52,54.4,28.0,0
6.38,75.27,68.96,54.86,27.24,0
6.4,75.3,66.48,55.42,27.87,0
6.42,75.17,68.91,55.83,27.18,0
6.43,75.33,66.74,56.53,28.02,0
6.45,75.19,69.17,54.22,26.83,0
6.47,75.11,65.59,54.68,27.74,0
6.48,75.22,68.07,55.33,28.56,0
6.5,75.2,70.16,55.85,25.14,0
6.52,75.16,61.52,56.35,25.9,0
6.53,75.19,63.99,55.12,27.09,0
6.55,75.21,66.45,55.68,28.13,0
6.57,75.2,68.89,56.21,27.44,0
6.58,75.32,66.8,55.79,28.21,0
6.6,75.17,69.2,56.18,26.66,0
6.62,75.17,65.5,55.79,27.86,0
6.63,75.23,67.96,56.39,28.59,0
6.65,75.27,70.43,54.98,24.67,0
6.67,75.16,60.38,55.41,25.51,0
6.68,75.18,62.85,55.96,26.4,0
6.7,75.05,65.28,56.37,27.61,0
6.72,75.18,67.77,55.15,28.65,0
6.73,75.42,70.29,55.93,24.76,0
6.75,75.19,60.94,56.24,25.56,0
6.77,75.13,63.4,55.49,26.78,0
6.78,75.1,65.85,56.0,27.95,0
6.8,75.05,68.28,56.49,28.38,0
6.82,75.05,69.28,54.52,26.68,0
6.83,75.14,65.18,55.14,27.86,0
6.85,75.05,67.58,55.59,28.5,0
6.87,75.08,70.05,56.15,25.21,0
6.88,75.17,62.02,56.02,26.2,0
6.9,75.13,64.47,56.42,27.1,0
6.92,74.98,66.89,54.65,28.36,0
6.93,75.19,69.4,55.4,26.56,0
6.95,75.03,64.6,55.78,27.32,0
6.97,75.1,67.08,56.38,28.17,0
6.98,75.1,69.54,54.98,26.13,0
7.0,75.28,64.15,55.7,27.24,0
7.02,75.13,66.55,56.09,28.2,0
7.03,75.05,68.97,56.09,27.28,0
7.05,75.11,66.45,56.21,27.98,0
7.07,75.1,68.91,55.67,27.2,0
7.08,75.18,66.71,56.29,28.25,0
7.1,75.14,69.14,55.3,26.79,0
7.12,75.06,65.73,55.76,27.99,0
7.13,75.16,68.19,56.4,28.46,0
7.15,75.13,69.65,54.85,26.1,0
7.17,75.09,63.62,55.35,26.82,0
7.18,75.16,66.1,55.96,28.2,0
7.2,75.2,68.54,56.53,27.86,0
7.22,74.87,68.12,54.03,28.39,0
7.23,75.08,70.03,54.78,25.28,0
7.25,75.01,62.06,55.25,26.34,0
7.27,75.09,64.53,55.87,27.48,0
7.28,75.27,67.02,56.58,28.36,0
7.3,75.13,69.42,54.01,26.48,0
7.32,75.18,64.59,54.59,27.2,0
7.33,75.12,67.04,55.08,28.48,0
7.35,74.98,69.43,55.47,26.3,0
7.37,75.19,64.62,56.22,27.17,0
7.38,75.02,67.03,55.47,28.29,0
7.4,74.97,69.47,55.96,25.99,0
7.42,75.1,64.45,56.64,27.12,0
7.43,74.95,66.87,53.74,28.46,0
7.45,75.12,69.36,54.44,26.54,0
7.47,75.06,64.81,54.92,27.3,0
7.48,75.1,67.28,55.51,28.36,0
7.5,75.22,69.78,56.16,25.62,0
7.52,75.04,63.05,55.71,26.77,0
7.53,75.08,65.51,56.28,27.73,0
7.55,74.98,67.93,55.29,28.47,0
7.57,74.97,70.4,55.82,24.83,0
7.58,75.04,60.55,56.43,25.75,0
7.6,75.17,63.04,54.89,26.7,0
7.62,75.08,65.46,55.34,27.67,0
7.63,74.98,67.89,55.79,28.9,0
7.65,74.99,70.32,56.33,24.98,0
7.67,74.92,60.84,55.11,26.04,0
7.68,75.12,63.33,55.84,26.94,0
7.7,74.96,65.72,56.21,27.87,0
7.72,74.95,68.16,55.67,28.41,0
7.73,74.99,69.81,56.24,25.75,0
7.75,75.07,63.0,55.63,26.62,0
7.77,75.12,65.47,56.22,27.71,0
7.78,74.96,67.87,55.47,28.5,0
7.8,74.96,70.34,56.02,24.71,0
7.82,75.12,60.85,56.61,25.83,0
7.83,75.04,63.28,53.95,26.9,0
7.85,74.99,65.7,54.43,27.87,0
7.87,75.0,68.15,54.98,28.6,0
7.88,74.95,69.81,55.46,25.63,0
7.9,74.96,62.99,56.02,26.7,0
7.92,74.93,65.43,56.42,27.8,0
7.93,74.99,67.89,54.87,28.54,0
7.95,74.97,70.35,55.39,24.94,0
7.97,74.92,60.72,55.88,25.71,0
7.98,74.91,63.17,56.4,26.86,0
8.0,75.06,65.66,55.04,27.71,0
8.02,74.99,68.1,55.52,28.37,0
8.03,75.04,70.07,56.1,25.55,0
8.05,75.16,61.91,56.25,26.2,0
8.07,75.05,64.33,55.39,27.02,0
8.08,74.94,66.77,55.82,28.2,0
8.1,75.07,69.26,56.5,26.56,0
8.12,74.91,65.21,54.32,27.7,0
8.13,74.98,67.68,54.93,28.67,0
8.15,75.0,70.13,55.48,25.25,0
8.17,74.89,61.61,55.91,25.97,0
8.18,74.97,64.1,56.53,27.15,0
8.2,75.0,66.56,54.38,27.94,0
8.22,74.97,69.03,54.9,27.03,0
8.23,74.84,66.15,55.3,27.89,0
8.25,74.92,68.64,55.92,27.81,0
8.27,75.02,67.82,56.56,28.75,0
8.28,74.9,70.23,54.11,25.09,0
8.3,74.87,61.23,54.61,26.01,0
8.32,74.78,63.65,55.06,26.78,0
8.33,74.93,66.17,55.76,28.16,0
8.35,74.99,68.62,56.36,27.46,0
8.37,74.89,67.89,54.95,28.88,0
8.38,74.66,70.25,55.26,25.0,0
8.4,74.81,61.21,55.95,26.0,0
8.42,74.96,63.7,56.63,27.13,0
8.43,74.72,66.07,53.7,28.02,0
8.45,74.85,68.56,54.37,27.6,0
8.47,74.78,68.14,54.85,28.62,0
8.48,74.84,69.88,55.44,25.62,0
8.5,75.0,62.73,56.14,26.66,0
8.52,74.95,65.16,55.91,27.53,0
8.53,74.73,67.55,56.23,28.58,0
8.55,74.91,70.06,55.77,25.42,0
8.57,74.9,61.93,56.29,26.28,0
8.58,74.86,64.37,55.31,27.21,0
8.6,74.81,66.81,55.8,28.19,0
8.62,74.9,69.3,56.43,26.67,0
8.63,74.87,65.06,54.73,27.53,0
8.65,74.87,67.51,55.27,28.62,0
8.67,74.78,69.93,55.72,25.57,0
8.68,74.83,62.49,56.3,26.46,0
8.7,74.84,64.95,55.31,27.46,0
8.72,74.74,67.38,55.76,28.2,0
8.73,75.01,69.94,56.57,25.6,0
8.75,74.87,62.39,54.05,26.21,0
8.77,74.83,64.85,54.55,27.41,0
8.78,74.96,67.35,55.22,28.31,0
8.8,74.92,69.8,55.73,25.68,0
8.82,74.83,63.0,56.18,26.8,0
8.83,74.79,65.43,55.75,27.69,0
8.85,74.92,67.92,56.41,28.72,0
8.87,74.86,70.36,54.8,24.68,0
8.88,74.9,60.73,55.38,25.7,0
8.9,74.92,63.19,55.94,26.75,0
8.92,74.84,65.62,56.4,27.59,0
8.93,74.69,68.05,54.75,28.77,0
8.95,74.74,70.25,55.33,24.94,0
8.97,74.83,61.19,55.96,25.9,0
8.98,74.84,63.66,56.51,26.82,0
9.0,75.03,66.18,54.63,27.88,0
9.02,74.85,68.59,54.99,28.01,0
9.03,74.86,67.99,55.53,28.74,0
9.05,74.82,70.43,56.03,24.75,0
9.07,74.88,60.43,56.47,25.53,0
9.08,74.79,62.87,54.51,26.8,0
9.1,74.81,65.31,55.07,27.73,0
9.12,74.83,67.77,55.63,28.89,0
9.13,74.82,70.19,56.15,25.17,0
9.15,74.68,61.36,55.79,25.83,0
9.17,74.69,63.84,56.34,27.04,0
9.18,74.74,66.31,55.18,28.04,0
9.2,74.79,68.78,55.78,27.41,0
9.22,74.89,67.27,56.42,28.65,0
9.23,74.77,69.66,54.68,25.84,0
9.25,74.83,63.63,55.28,26.63,0
9.27,74.72,66.08,55.72,27.76,0
9.28,74.8,68.58,56.34,27.69,0
9.3,74.84,68.08,55.17,28.69,0
9.32,74.93,70.14,55.81,25.3,0
9.33,74.74,61.54,56.15,26.16,0
9.35,74.82,64.02,56.0,27.31,0
9.37,74.88,66.47,56.6,28.01,0
9.38,74.74,68.89,53.92,27.32,0
9.4,74.85,66.8,54.57,28.21,0
9.42,74.77,69.24,55.03,26.64,0
9.43,74.86,65.36,55.66,27.62,0
9.45,74.78,67.79,56.12,28.84,0
9.47,74.79,70.23,56.05,24.82,0
9.48,74.74,61.25,56.29,25.96,0
9.5,74.74,63.71,55.34,27.1,0
9.52,74.78,66.16,55.91,28.32,0
9.53,74.74,68.58,56.41,27.69,0
9.55,74.67,68.04,54.78,28.92,0
9.57,74.7,70.28,55.35,24.97,0
9.58,74.8,61.06,55.98,26.13,0
9.6,74.83,63.5,56.55,26.98,0
9.62,74.72,65.92,54.16,27.99,0
9.63,74.73,68.36,54.71,28.19,0
9.65,74.67,68.95,55.18,27.23,0
9.67,74.69,66.53,55.74,28.05,0
9.68,74.69,68.99,56.29,27.09,0
9.7,74.73,66.38,55.38,27.95,0
9.72,74.66,68.82,55.84,27.69,0
9.73,74.78,67.08,56.5,28.44,0
9.75,74.78,69.53,54.48,26.4,0
9.77,74.73,64.1,54.96,27.26,0
9.78,74.76,66.55,55.53,28.24,0
9.8,74.71,68.98,56.02,27.07,0
9.82,74.64,66.39,56.39,28.24,0
9.83,74.75,68.86,55.03,27.44,0
9.85,74.64,66.86,55.45,28.37,0
9.87,74.66,69.31,56.02,26.7,0
9.88,74.68,65.04,56.47,27.35,0
9.9,74.66,67.5,54.58,28.53,0
9.92,74.74,69.98,55.2,25.27,0
9.93,74.5,62.22,55.51,26.37,0
9.95,74.72,64.75,56.27,27.44,0
9.97,74.79,67.22,55.49,28.44,0
9.98,74.68,69.64,55.92,25.99,0
10.0,74.68,63.69,56.47,27.04,0
10.02,74.72,66.15,54.63,28.23,0
10.03,74.79,68.6,55.23,27.79,0
10.05,74.69,67.94,55.68,28.74,0
10.07,74.66,70.38,56.19,24.69,0
10.08,74.77,60.67,55.86,25.76,0
10.1,74.84,63.14,56.47,26.77,0
10.12,74.8,65.58,54.55,27.79,0
10.13,74.67,68.0,54.97,28.86,0
10.15,74.66,70.44,55.5,24.5,0
10.17,74.72,60.41,56.1,25.54,0
10.18,74.61,62.84,56.02,26.48,0
10.2,74.74,65.35,56.59,27.95,0
10.22,74.64,67.75,54.0,28.58,0
10.23,74.68,70.22,54.58,25.0,0
10.25,74.8,61.32,55.24,26.02,0
10.27,74.75,63.76,55.72,26.95,0
10.28,74.59,66.17,56.1,28.1,0
10.3,74.53,68.6,56.07,27.61,0
10.32,74.66,68.03,56.38,28.96,0
10.33,74.69,70.32,55.0,24.93,0
10.35,74.6,60.84,55.45,25.95,0
10.37,74.72,63.32,56.11,26.91,0
10.38,74.63,65.74,55.99,27.89,0
10.4,74.74,68.22,56.65,28.37,0
10.42,74.68,69.53,53.79,26.16,0
10.43,74.5,64.08,54.15,27.16,0
10.45,74.58,66.56,54.77,28.25,0
10.47,74.68,69.04,55.4,27.02,0
10.48,74.68,66.16,55.95,28.01,0
10.5,74.75,68.63,56.55,27.68,0
10.52,74.72,67.84,54.24,28.69,0
