Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
0.9,75.09,67.41,57.08,12.73,2
0.92,75.14,73.17,52.85,9.14,2
0.93,75.05,52.35,54.02,10.14,2
0.95,75.12,58.1,55.35,11.16,2
0.97,75.22,63.85,56.7,12.11,2
0.98,75.13,69.56,54.29,11.81,2
1.0,75.3,67.3,55.71,12.66,2
1.02,75.33,73.07,57.01,9.14,2
1.03,75.08,52.76,52.84,10.25,2
1.05,75.09,58.46,54.11,11.13,2
1.07,75.28,64.29,55.57,12.21,2
1.08,75.06,69.95,56.61,11.44,2
1.1,75.24,65.74,54.92,12.51,2
1.12,75.18,71.43,56.12,10.33,2
1.13,75.21,59.61,56.8,11.4,2
1.15,75.29,65.36,54.03,12.32,2
1.17,75.18,71.09,55.2,10.61,2
1.18,75.25,61.01,56.53,11.72,2
1.2,75.1,66.65,54.91,12.66,2
1.22,74.98,72.33,56.05,9.75,2
1.23,75.25,55.93,57.32,10.7,2
1.25,74.99,61.61,51.56,11.77,2
1.27,75.19,67.39,53.02,12.7,2
1.28,75.16,73.13,54.25,9.21,2
1.3,75.26,52.55,55.61,10.19,2
1.32,75.16,58.23,56.76,11.25,2
1.33,75.19,63.91,54.14,12.21,2
1.35,75.07,69.58,55.28,11.81,2
1.37,75.1,67.17,56.55,12.73,2
1.38,75.22,72.93,55.12,9.27,2
1.4,75.12,53.36,56.28,10.3,2
1.42,75.21,59.12,56.2,11.27,2
1.43,75.11,64.84,56.34,12.43,2
1.45,75.05,70.49,55.77,11.12,2
1.47,75.23,63.48,57.21,12.13,2
1.48,75.24,69.18,52.27,12.08,2
1.5,75.18,68.8,53.46,12.32,2
1.52,75.12,70.39,54.65,11.09,2
1.53,75.25,63.93,56.05,12.16,2
1.55,75.27,69.66,57.08,11.55,2
1.57,75.2,66.91,52.74,12.75,2
1.58,75.3,72.63,54.09,9.55,2
1.6,75.24,54.57,55.29,10.55,2
1.62,75.29,60.29,56.6,11.46,2
1.63,75.29,66.05,54.78,12.64,2
1.65,75.23,71.69,55.97,10.24,2
1.67,75.23,58.47,57.22,11.15,2
1.68,75.24,64.23,52.24,12.28,2
1.7,75.25,69.92,53.51,11.39,2
1.72,75.09,65.8,54.62,12.44,2
1.73,75.24,71.59,56.03,10.27,2
1.75,75.14,58.88,57.03,11.35,2
1.77,75.26,64.61,53.13,12.32,2
1.78,75.28,70.31,54.4,11.16,2
1.8,75.37,64.23,55.75,12.17,2
1.82,75.21,69.93,56.86,11.47,2
1.83,75.38,65.81,53.88,12.46,2
1.85,75.09,71.45,54.84,10.41,2
1.87,75.23,59.51,56.24,11.33,2
1.88,75.14,65.23,56.19,12.31,2
1.9,75.26,71.03,56.6,10.72,2
1.92,75.35,61.22,54.87,11.6,2
1.93,75.23,66.95,56.02,12.73,2
1.95,75.19,72.64,57.13,9.59,2
1.97,75.42,54.59,52.81,10.54,2
1.98,75.18,60.23,53.82,11.52,2
2.0,75.15,65.94,55.05,12.5,2
2.02,75.31,71.72,56.48,10.15,2
2.03,75.34,58.39,55.31,11.11,2
2.05,75.39,64.17,56.63,12.16,2
2.07,75.43,69.93,54.7,11.55,2
2.08,75.24,65.65,55.76,12.46,2
2.1,75.28,71.38,57.06,10.48,2
2.12,75.48,59.8,53.07,11.44,2
2.13,75.34,65.47,54.19,12.27,2
2.15,75.23,71.24,55.36,10.56,2
2.17,75.3,60.35,56.68,11.53,2
2.18,75.4,66.1,54.55,12.56,2
2.2,75.15,71.73,55.55,10.13,2
2.22,75.23,58.38,56.9,11.2,2
2.23,75.34,64.13,53.65,12.15,2
2.25,75.52,69.93,55.1,11.52,2
2.27,75.23,65.64,56.06,12.44,2
2.28,75.26,71.38,57.05,10.48,2
2.3,75.24,59.72,52.89,11.42,2
2.32,75.3,65.47,54.21,12.52,2
2.33,75.4,71.17,55.56,10.61,2
2.35,75.27,60.58,56.69,11.52,2
2.37,75.55,66.42,54.69,12.57,2
2.38,75.5,72.13,55.9,9.83,2
2.4,75.31,56.64,56.97,10.84,2
2.42,75.28,62.38,53.23,11.83,2
2.43,75.51,68.2,54.73,12.68,2
2.45,75.32,72.86,55.8,9.38,2
2.47,75.3,53.63,57.04,10.38,2
2.48,75.23,59.31,52.89,11.35,2
2.5,75.33,65.07,54.25,12.33,2
2.52,75.39,70.82,55.57,10.74,2
2.53,75.25,62.09,56.7,11.78,2
2.55,75.39,67.89,54.52,12.93,2
2.57,75.37,73.56,55.74,8.82,2
2.58,75.19,50.74,56.83,9.85,2
2.6,75.28,56.49,53.93,10.9,2
2.62,75.3,62.19,55.2,11.85,2
2.63,75.31,67.92,56.47,12.83,2
2.65,75.31,73.65,55.32,8.8,2
2.67,75.42,50.42,56.68,9.71,2
2.68,75.45,56.21,54.49,10.78,2
2.7,75.43,61.94,55.74,11.73,2
2.72,75.43,67.69,57.0,12.8,2
2.73,75.44,73.42,53.15,8.87,2
2.75,75.42,51.4,54.4,9.92,2
2.77,75.43,57.16,55.67,10.98,2
2.78,75.29,62.83,56.79,11.95,2
2.8,75.51,68.62,54.22,12.47,2
2.82,75.38,71.09,55.35,10.66,2
2.83,75.48,60.98,56.69,11.64,2
2.85,75.34,66.66,54.27,12.73,2
2.87,75.33,72.33,55.52,9.78,2
2.88,75.28,55.8,56.72,10.79,2
2.9,75.27,61.49,54.27,11.74,2
2.92,75.33,67.22,55.59,12.62,2
2.93,75.45,73.03,56.98,9.19,2
2.95,75.43,52.98,53.2,10.25,2
2.97,75.39,58.68,54.41,11.17,2
2.98,75.34,64.42,55.63,12.23,2
3.0,75.31,70.14,56.86,11.31,2
3.02,75.48,64.94,53.88,12.29,2
3.03,75.43,70.67,55.09,10.97,2
3.05,75.49,62.69,56.4,11.91,2
3.07,75.35,68.38,55.48,12.59,2
3.08,75.43,72.18,56.81,9.83,2
3.1,75.57,56.51,54.05,10.79,2
3.12,75.36,62.2,55.12,11.85,2
3.13,75.46,67.95,56.47,12.78,2
3.15,75.46,73.71,55.32,8.75,2
3.17,75.43,50.13,56.55,9.79,2
3.18,75.54,55.85,55.1,10.74,2
3.2,75.46,61.55,56.27,11.84,2
3.22,75.41,67.2,56.08,12.7,2
3.23,75.35,72.91,56.88,9.37,2
3.25,75.58,53.49,53.85,10.32,2
3.27,75.35,59.14,54.87,11.34,2
3.28,75.4,64.86,56.17,12.32,2
3.3,75.31,70.55,56.47,10.95,2
3.32,75.44,63.28,55.47,12.07,2
3.33,75.31,68.95,56.59,12.21,2
3.35,75.25,69.76,54.75,11.62,2
3.37,75.42,66.5,56.18,12.58,2
3.38,75.41,72.23,56.51,9.85,2
3.4,75.21,56.17,54.95,10.87,2
3.42,75.44,61.92,56.43,11.79,2
3.43,75.41,67.64,55.46,12.89,2
3.45,75.26,73.27,56.55,9.07,2
3.47,75.29,51.98,55.02,10.07,2
3.48,75.27,57.69,56.26,11.13,2
3.5,75.59,63.47,56.5,12.07,2
3.52,75.44,69.15,55.04,12.05,2
3.53,75.36,68.93,56.22,12.17,2
3.55,75.4,69.91,56.39,11.48,2
3.57,75.49,65.86,55.74,12.47,2
3.58,75.34,71.54,56.85,10.28,2
3.6,75.41,59.15,53.83,11.3,2
3.62,75.41,64.88,55.08,12.32,2
3.63,75.42,70.6,56.35,11.0,2
3.65,75.34,62.95,55.73,11.97,2
3.67,75.39,68.7,57.04,12.29,2
3.68,75.48,70.89,53.06,10.84,2
3.7,75.28,61.69,54.11,11.75,2
3.72,75.49,67.48,55.59,12.79,2
3.73,75.42,73.17,56.77,9.14,2
3.75,75.39,52.36,54.05,10.18,2
3.77,75.39,58.05,55.31,11.11,2
3.78,75.38,63.78,56.56,12.19,2
3.8,75.52,69.5,55.07,11.74,2
3.82,75.51,67.55,56.32,12.78,2
3.83,75.29,73.21,55.72,9.05,2
3.85,75.36,52.27,57.06,10.14,2
3.87,75.36,57.97,52.87,11.11,2
3.88,75.42,63.72,54.2,12.1,2
3.9,75.36,69.43,55.4,11.85,2
3.92,75.42,67.83,56.72,12.77,2
3.93,75.4,73.57,54.26,8.8,2
3.95,75.47,50.78,55.6,9.88,2
3.97,75.26,56.41,56.64,10.81,2
3.98,75.35,62.19,54.72,11.85,2
4.0,75.42,67.93,56.04,12.92,2
4.02,75.44,73.62,57.12,8.76,2
4.03,75.43,50.55,52.63,9.83,2
4.05,75.48,56.27,53.93,10.85,2
4.07,75.29,61.91,54.99,11.83,2
4.08,75.32,67.63,56.28,12.72,2
4.1,75.4,73.42,56.19,8.94,2
4.12,75.41,51.35,56.49,9.93,2
4.13,75.39,57.08,55.22,10.91,2
4.15,75.55,62.87,56.64,11.94,2
4.17,75.36,68.55,54.43,12.48,2
4.18,75.38,71.45,55.71,10.45,2
4.2,75.4,59.44,56.98,11.36,2
4.22,75.47,65.19,53.28,12.37,2
4.23,75.56,70.93,54.63,10.75,2
4.25,75.32,61.55,55.65,11.82,2
4.27,75.41,67.26,56.99,12.72,2
4.28,75.37,72.98,53.13,9.24,2
4.3,75.56,53.24,54.59,10.19,2
4.32,75.4,58.96,55.69,11.27,2
4.33,75.33,64.68,56.88,12.26,2
4.35,75.44,70.44,53.74,11.05,2
4.37,75.32,63.64,54.88,12.1,2
4.38,75.34,69.37,56.17,11.9,2
4.4,75.44,68.08,56.65,12.93,2
4.42,75.49,73.35,54.61,9.03,2
4.43,75.35,51.56,55.73,9.99,2
4.45,75.28,57.27,56.92,10.94,2
4.47,75.47,63.08,53.66,12.03,2
4.48,75.37,68.76,54.81,12.33,2
4.5,75.34,70.56,56.03,11.08,2
4.52,75.38,63.13,57.17,12.01,2
4.53,75.34,68.84,52.39,12.31,2
4.55,75.41,70.25,53.71,11.3,2
4.57,75.45,64.41,55.01,12.29,2
4.58,75.39,70.09,56.19,11.38,2
4.6,75.46,65.1,56.55,12.46,2
4.62,75.57,70.81,55.09,10.83,2
4.63,75.51,62.09,56.28,11.81,2
4.65,75.33,67.77,55.93,12.78,2
4.67,75.44,73.55,57.31,8.85,2
4.68,75.28,50.76,51.68,9.85,2
4.7,75.48,56.55,53.14,10.94,2
4.72,75.39,62.2,54.31,11.85,2
4.73,75.5,67.95,55.67,12.86,2
4.75,75.31,73.61,56.74,8.79,2
4.77,75.4,50.61,54.3,9.84,2
4.78,75.24,56.27,55.39,10.87,2
4.8,75.35,61.99,56.75,11.82,2
4.82,75.5,67.76,54.32,12.87,2
4.83,75.36,73.41,55.42,8.95,2
4.85,75.28,51.37,56.61,10.0,2
4.87,75.47,57.12,54.92,10.93,2
4.88,75.45,62.85,56.17,11.92,2
4.9,75.22,68.52,56.33,12.56,2
4.92,75.56,71.65,56.23,10.21,2
4.93,75.39,58.61,56.13,11.32,2
4.95,75.42,64.28,56.74,12.17,2
4.97,75.37,70.01,54.16,11.42,2
4.98,75.51,65.47,55.56,12.49,2
5.0,75.31,71.09,56.62,12.37,2
5.02,75.33,71.36,56.79,12.41,2
5.03,75.35,71.11,56.68,12.54,2
5.05,75.24,71.22,56.6,12.49,2
5.07,75.4,71.23,56.95,12.42,2
5.08,75.51,71.24,56.62,12.45,2
5.1,75.35,71.14,56.62,12.55,2
5.12,75.32,71.21,56.73,12.47,2
5.13,75.36,71.21,56.72,12.47,2
5.15,75.33,71.19,56.67,12.46,2
5.17,75.28,71.22,56.68,12.45,2
5.18,75.3,71.21,56.75,12.48,2
5.2,75.41,71.23,56.78,12.39,2
5.22,75.46,71.24,56.71,12.43,2
5.23,75.37,71.16,56.61,12.41,2
5.25,75.35,71.27,56.77,12.34,2
5.27,75.35,71.21,56.66,12.41,2
5.28,75.48,71.28,56.88,12.47,2
5.3,75.41,71.11,56.5,12.49,2
5.32,75.32,71.25,56.78,12.43,2
5.33,75.32,71.19,56.65,12.5,2
5.35,75.46,71.24,56.88,12.47,2
5.37,75.41,71.16,56.52,12.42,2
5.38,75.44,71.28,56.88,12.4,2
5.4,75.12,71.08,56.26,12.53,2
5.42,75.39,71.37,57.32,12.33,2
5.43,75.3,71.11,56.15,12.46,2
5.45,75.23,71.27,57.07,12.48,2
5.47,75.43,71.21,56.62,12.46,2
5.48,75.23,71.14,56.57,12.59,2
5.5,75.15,71.18,56.71,12.48,2
5.52,75.27,71.27,56.83,12.4,2
5.53,75.29,71.19,56.63,12.36,2
5.55,75.57,71.36,57.06,12.45,2
5.57,75.25,70.98,56.11,12.57,2
5.58,75.42,71.41,57.33,12.49,2
5.6,75.37,71.0,56.16,12.42,2
5.62,75.23,71.36,57.0,12.39,2
5.63,75.26,71.13,56.52,12.54,2
5.65,75.2,71.21,56.78,12.57,2
5.67,75.31,71.19,56.74,12.46,2
5.68,75.38,71.24,56.75,12.4,2
5.7,75.26,71.18,56.56,12.39,2
5.72,75.34,71.29,56.9,12.34,2
5.73,75.33,71.2,56.56,12.37,2
5.75,75.22,71.23,56.73,12.38,2
5.77,75.22,71.23,56.69,12.58,2
5.78,75.21,71.13,56.69,12.52,2
5.8,75.26,71.26,56.77,12.34,2
5.82,75.2,71.22,56.61,12.46,2
5.83,75.15,71.18,56.73,12.56,2
5.85,75.29,71.23,56.82,12.45,2
5.87,75.16,71.16,56.48,12.51,2
5.88,75.1,71.21,56.83,12.48,2
5.9,75.26,71.25,56.76,12.39,2
5.92,75.39,71.25,56.81,12.33,2
5.93,75.42,71.25,56.66,12.49,2
5.95,75.29,71.11,56.61,12.41,2
5.97,75.4,71.36,56.9,12.51,2
5.98,75.16,70.98,56.3,12.47,2
6.0,75.4,71.47,57.27,12.35,2
6.02,75.34,71.02,56.21,12.54,2
6.03,75.17,71.28,56.92,12.43,2
6.05,75.38,71.23,56.76,12.49,2
6.07,75.38,71.17,56.65,12.38,2
6.08,75.35,71.28,56.73,12.44,2
6.1,75.16,71.09,56.5,12.49,2
6.12,75.29,71.34,56.99,12.36,2
6.13,75.28,71.14,56.49,12.5,2
6.15,75.3,71.26,56.89,12.35,2
6.17,75.25,71.21,56.52,12.42,2
6.18,75.3,71.24,56.91,12.32,2
6.2,75.39,71.28,56.65,12.52,2
6.22,75.18,71.05,56.53,12.46,2
6.23,75.29,71.38,56.96,12.42,2
6.25,75.24,71.07,56.46,12.48,2
6.27,75.19,71.3,56.84,12.37,2
6.28,75.27,71.2,56.7,12.49,2
6.3,75.16,71.17,56.59,12.37,2
6.32,75.3,71.34,56.95,12.45,2
6.33,75.25,71.08,56.46,12.46,2
6.35,75.27,71.33,56.92,12.39,2
6.37,75.2,71.12,56.48,12.48,2
6.38,75.22,71.28,56.9,12.44,2
6.4,75.21,71.16,56.54,12.52,2
6.42,75.19,71.21,56.82,12.46,2
6.43,75.24,71.23,56.66,12.48,2
6.45,75.28,71.19,56.78,12.55,2
6.47,75.26,71.18,56.62,12.38,2
6.48,75.29,71.28,56.82,12.45,2
6.5,75.21,71.13,56.53,12.52,2
6.52,75.21,71.25,56.84,12.43,2
6.53,75.11,71.17,56.5,12.41,2
6.55,75.2,71.3,56.97,12.36,2
6.57,75.25,71.19,56.56,12.54,2
6.58,75.24,71.19,56.8,12.48,2
6.6,75.2,71.2,56.59,12.34,2
6.62,75.18,71.27,56.79,12.46,2
6.63,75.17,71.16,56.63,12.44,2
6.65,75.3,71.3,56.9,12.43,2
6.67,75.23,71.13,56.49,12.45,2
6.68,75.12,71.25,56.77,12.44,2
6.7,75.19,71.21,56.73,12.44,2
6.72,75.08,71.18,56.57,12.39,2
6.73,75.28,71.34,57.02,12.49,2
6.75,75.21,71.06,56.39,12.47,2
6.77,75.23,71.34,56.98,12.38,2
6.78,75.06,71.09,56.33,12.52,2
6.8,75.21,71.33,57.14,12.4,2
6.82,75.18,71.12,56.34,12.48,2
6.83,75.09,71.26,56.9,12.46,2
6.85,75.13,71.18,56.6,12.48,2
6.87,75.12,71.22,56.78,12.46,2
6.88,75.04,71.18,56.56,12.41,2
6.9,75.21,71.32,57.0,12.45,2
6.92,75.0,71.05,56.27,12.45,2
6.93,75.09,71.39,57.14,12.37,2
6.95,75.15,71.13,56.44,12.44,2
6.97,75.12,71.28,56.88,12.48,2
6.98,74.99,71.1,56.45,12.49,2
7.0,75.13,71.33,57.04,12.43,2
7.02,75.11,71.12,56.42,12.43,2
7.03,75.16,71.32,56.99,12.41,2
7.05,75.1,71.13,56.43,12.47,2
7.07,75.17,71.29,56.99,12.47,2
7.08,75.17,71.14,56.48,12.4,2
7.1,75.13,71.29,56.86,12.38,2
7.12,75.05,71.17,56.51,12.44,2
7.13,75.22,71.31,57.04,12.37,2
7.15,74.95,71.08,56.18,12.36,2
7.17,75.05,71.41,57.23,12.33,2
7.18,75.02,71.1,56.27,12.54,2
7.2,74.97,71.25,56.99,12.43,2
7.22,75.11,71.24,56.64,12.38,2
7.23,75.02,71.2,56.67,12.4,2
7.25,75.06,71.27,56.78,12.35,2
7.27,75.09,71.22,56.69,12.45,2
7.28,74.96,71.17,56.59,12.42,2
7.3,75.03,71.3,56.88,12.38,2
7.32,75.2,71.23,56.75,12.44,2
7.33,74.97,71.13,56.45,12.48,2
7.35,75.11,71.32,57.04,12.36,2
7.37,75.22,71.2,56.56,12.43,2
7.38,75.08,71.19,56.69,12.48,2
7.4,75.07,71.22,56.7,12.52,2
7.42,75.03,71.17,56.68,12.44,2
7.43,74.98,71.24,56.67,12.48,2
7.45,74.98,71.18,56.74,12.41,2
7.47,75.03,71.29,56.74,12.48,2
7.48,75.18,71.18,56.82,12.47,2
7.5,75.14,71.21,56.58,12.53,2
7.52,75.14,71.18,56.79,12.5,2
7.53,75.02,71.18,56.52,12.37,2
7.55,75.03,71.29,56.87,12.44,2
7.57,75.21,71.21,56.77,12.4,2
7.58,74.96,71.17,56.41,12.49,2
7.6,74.98,71.24,56.96,12.44,2
7.62,75.14,71.25,56.66,12.44,2
7.63,74.96,71.13,56.57,12.38,2
7.65,74.96,71.33,56.82,12.36,2
7.67,75.14,71.22,56.81,12.52,2
7.68,74.97,71.12,56.45,12.45,2
7.7,74.83,71.26,56.77,12.42,2
7.72,75.03,71.26,56.87,12.41,2
7.73,75.11,71.22,56.66,12.43,2
7.75,75.04,71.19,56.67,12.4,2
7.77,75.04,71.27,56.75,12.44,2
7.78,74.95,71.14,56.59,12.47,2
7.8,75.07,71.31,56.91,12.47,2
7.82,75.0,71.1,56.48,12.51,2
7.83,74.91,71.26,56.78,12.42,2
7.85,75.03,71.23,56.78,12.44,2
7.87,74.95,71.19,56.57,12.44,2
7.88,75.1,71.28,56.96,12.5,2
7.9,75.18,71.16,56.59,12.58,2
7.92,75.07,71.16,56.67,12.56,2
7.93,74.94,71.16,56.6,12.45,2
7.95,74.81,71.23,56.66,12.38,2
7.97,74.94,71.29,56.89,12.54,2
7.98,74.87,71.09,56.48,12.43,2
8.0,75.05,71.38,57.07,12.43,2
8.02,74.88,71.04,56.25,12.45,2
8.03,75.08,71.43,57.27,12.34,2
8.05,74.99,71.05,56.19,12.5,2
8.07,74.93,71.32,57.04,12.42,2
8.08,74.99,71.16,56.51,12.48,2
8.1,75.0,71.25,56.87,12.49,2
8.12,74.93,71.15,56.51,12.59,2
8.13,75.01,71.23,56.93,12.53,2
8.15,75.04,71.17,56.55,12.45,2
8.17,74.95,71.23,56.75,12.46,2
8.18,74.9,71.18,56.62,12.29,2
8.2,75.0,71.36,56.9,12.44,2
8.22,75.01,71.11,56.56,12.43,2
8.23,75.01,71.31,56.83,12.43,2
8.25,74.96,71.12,56.55,12.54,2
8.27,74.96,71.26,56.83,12.52,2
8.28,74.99,71.16,56.64,12.41,2
8.3,74.91,71.26,56.68,12.39,2
8.32,75.08,71.26,56.91,12.38,2
8.33,74.99,71.18,56.46,12.58,2
8.35,74.96,71.17,56.86,12.38,2
8.37,74.87,71.26,56.5,12.49,2
8.38,74.92,71.18,56.91,12.6,2
8.4,74.94,71.18,56.57,12.41,2
8.42,74.85,71.24,56.73,12.36,2
8.43,74.93,71.27,56.77,12.49,2
8.45,74.93,71.15,56.66,12.46,2
8.47,74.85,71.24,56.66,12.55,2
8.48,74.99,71.2,56.88,12.41,2
8.5,74.85,71.2,56.44,12.38,2
8.52,74.74,71.24,56.81,12.51,2
8.53,75.04,71.26,56.92,12.37,2
8.55,74.84,71.16,56.35,12.51,2
8.57,74.92,71.26,57.06,12.48,2
8.58,74.94,71.17,56.45,12.37,2
8.6,74.9,71.28,56.88,12.45,2
8.62,74.87,71.16,56.54,12.5,2
8.63,74.98,71.27,56.95,12.49,2
8.65,74.69,71.06,56.21,12.49,2
8.67,74.96,71.42,57.38,12.43,2
8.68,74.83,71.01,56.05,12.52,2
8.7,74.81,71.36,57.19,12.56,2
8.72,74.9,71.07,56.41,12.52,2
8.73,74.87,71.3,56.91,12.49,2
8.75,74.93,71.14,56.6,12.51,2
8.77,74.98,71.27,56.84,12.42,2
8.78,74.73,71.11,56.35,12.46,2
8.8,74.88,71.35,57.14,12.39,2
8.82,74.72,71.09,56.22,12.53,2
8.83,74.86,71.33,57.21,12.53,2
8.85,74.92,71.11,56.38,12.48,2
8.87,74.83,71.26,56.87,12.44,2
8.88,74.91,71.21,56.66,12.47,2
8.9,74.77,71.17,56.6,12.45,2
8.92,74.84,71.28,56.86,12.39,2
8.93,74.79,71.19,56.55,12.57,2
8.95,74.84,71.19,56.87,12.49,2
8.97,74.81,71.22,56.55,12.5,2
8.98,74.69,71.15,56.71,12.5,2
9.0,74.88,71.31,56.88,10.53,2
9.02,74.69,59.98,53.43,11.47,2
9.03,74.83,65.76,54.84,12.44,2
9.05,74.77,71.5,56.05,10.38,2
9.07,74.95,59.32,57.23,11.35,2
9.08,74.75,64.99,51.98,12.39,2
9.1,74.79,70.72,53.28,10.97,2
9.12,74.7,62.44,54.44,11.89,2
9.13,74.94,68.25,55.94,12.65,2
9.15,74.88,72.7,57.14,9.54,2
9.17,74.94,54.31,52.61,10.54,2
9.18,74.69,59.93,53.61,11.54,2
9.2,74.77,65.64,54.95,12.4,2
9.22,74.84,71.42,56.28,10.41,2
9.23,74.82,59.61,56.09,11.43,2
9.25,74.9,65.35,56.96,12.37,2
9.27,74.8,71.07,53.21,10.69,2
9.28,74.76,61.03,54.43,11.84,2
9.3,74.85,66.7,55.76,12.75,2
9.32,74.73,72.34,56.89,9.71,2
9.33,74.79,55.86,53.65,10.64,2
9.35,74.75,61.64,54.88,11.75,2
9.37,74.94,67.44,56.33,12.74,2
9.38,74.8,73.14,55.76,9.21,2
9.4,74.69,52.45,56.91,10.17,2
9.42,74.85,58.23,53.67,11.17,2
9.43,74.8,63.95,54.88,12.14,2
9.45,74.82,69.7,56.16,11.64,2
9.47,74.85,66.72,56.63,12.71,2
9.48,74.81,72.41,54.61,9.7,2
9.5,74.76,55.5,55.82,10.79,2
9.52,74.57,61.12,56.88,11.58,2
9.53,74.69,66.95,53.77,12.68,2
9.55,74.88,72.75,55.22,9.53,2
9.57,74.74,54.02,56.33,10.5,2
9.58,74.76,59.72,55.91,11.47,2
9.6,74.73,65.42,57.13,12.39,2
9.62,74.61,71.14,52.48,10.66,2
9.63,74.77,60.79,53.9,11.65,2
9.65,74.69,66.48,55.07,12.7,2
9.67,74.85,72.22,56.49,9.78,2
9.68,74.73,56.31,55.12,10.86,2
9.7,74.77,62.04,56.42,11.93,2
9.72,74.8,67.73,55.55,12.8,2
9.73,74.77,73.46,56.78,9.03,2
9.75,74.71,51.12,53.97,9.96,2
9.77,74.82,56.86,55.34,11.01,2
9.78,74.82,62.55,56.58,11.98,2
9.8,74.73,68.22,54.78,12.73,2
9.82,74.76,72.83,56.07,9.45,2
9.83,74.6,53.7,56.79,10.35,2
9.85,74.86,59.53,54.28,11.41,2
9.87,74.59,65.18,55.26,12.43,2
9.88,74.73,70.93,56.66,10.86,2
9.9,74.74,61.59,54.53,11.7,2
9.92,74.68,67.33,55.74,12.89,2
9.93,74.75,73.02,57.05,9.32,2
9.95,74.73,52.96,52.9,10.29,2
9.97,74.7,58.66,54.13,11.25,2
9.98,74.71,64.39,55.4,12.27,2
10.0,74.68,70.11,56.63,11.49,2
10.02,74.7,64.96,54.66,12.49,2
10.03,74.63,70.6,55.84,11.01,2
10.05,74.62,62.99,57.09,12.02,2
10.07,74.76,68.76,52.9,12.43,2
10.08,74.75,70.54,54.14,11.04,2
10.1,74.66,63.22,55.32,12.06,2
10.12,74.71,68.96,56.62,12.19,2
10.13,74.71,69.77,54.71,11.63,2
10.15,74.75,66.42,56.01,12.57,2
10.17,74.74,72.17,57.21,9.83,2
10.18,74.56,56.48,52.09,10.84,2
10.2,74.6,62.25,53.39,11.98,2
10.22,74.71,67.96,54.75,13.0,2
10.23,74.71,73.63,55.99,8.79,2
10.25,74.76,50.53,57.32,9.84,2
10.27,74.51,56.18,51.55,10.95,2
10.28,74.53,61.84,52.82,11.84,2
10.3,74.59,67.58,54.14,12.85,2
10.32,74.65,73.31,55.45,9.14,2
10.33,74.83,51.8,56.88,10.11,2
10.35,74.74,57.46,53.53,10.98,2
10.37,74.73,63.23,54.79,12.06,2
10.38,74.5,68.88,55.82,12.25,2
10.4,74.53,70.11,57.11,11.43,2
10.42,74.75,65.06,52.89,12.45,2
10.43,74.71,70.73,54.1,10.94,2
10.45,74.66,62.43,55.31,11.98,2
10.47,74.82,68.18,56.73,12.7,2
10.48,74.54,72.92,53.97,9.38,2
10.5,74.67,53.44,55.35,10.33,2
10.52,74.71,59.18,56.65,11.38,2
