Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
2.25,75.33,67.63,56.62,12.7
2.27,75.33,73.4,54.71,9.01
2.28,75.34,51.4,55.98,9.99
2.3,75.44,57.13,57.33,11.03
2.32,75.26,62.76,51.57,11.93
2.33,75.47,68.56,53.05,12.47
2.35,75.33,71.36,54.17,10.42
2.37,75.25,59.84,55.35,11.43
2.38,75.42,65.62,56.78,12.39
2.4,75.27,71.33,53.89,10.45
2.42,75.51,60.06,55.39,11.47
2.43,75.25,65.7,56.39,12.41
2.45,75.26,71.45,55.66,10.38
2.47,75.38,59.52,57.05,11.34
2.48,75.36,65.26,52.9,12.36
2.5,75.36,71.0,54.17,10.72
2.52,75.22,61.27,55.28,11.73
2.53,75.47,67.05,56.79,12.62
2.55,75.36,72.78,53.89,9.47
2.57,75.31,53.94,55.1,10.43
2.58,75.42,59.68,56.46,11.36
2.6,75.4,65.42,55.34,12.48
2.62,75.26,71.07,56.46,10.67
2.63,75.35,61.06,55.45,11.7
2.65,75.29,66.74,56.64,12.62
2.67,75.29,72.48,54.62,9.6
2.68,75.26,55.24,55.85,10.62
2.7,75.38,61.01,57.24,11.63
2.72,75.4,66.74,52.16,12.73
2.73,75.39,72.42,53.39,9.69
2.75,75.36,55.45,54.62,10.7
2.77,75.33,61.15,55.85,11.77
2.78,75.41,66.84,57.17,12.73
2.8,75.28,72.49,52.3,9.61
2.82,75.46,55.25,53.74,10.65
2.83,75.38,60.93,54.91,11.66
2.85,75.46,66.67,56.25,12.65
2.87,75.46,72.38,56.22,9.71
2.88,75.42,55.61,56.31,10.7
2.9,75.4,61.32,55.95,11.68
2.92,75.24,67.01,57.06,12.74
2.93,75.49,72.78,53.12,9.4
2.95,75.32,53.94,54.22,10.39
2.97,75.4,59.7,55.55,11.39
2.98,75.36,65.42,56.78,12.37
3.0,75.43,71.19,54.11,10.55
3.02,75.32,60.53,55.27,11.59
3.03,75.45,66.27,56.65,12.69
3.05,75.39,71.91,54.5,9.96
3.07,75.55,57.68,55.93,11.07
3.08,75.26,63.3,56.9,12.01
3.1,75.37,69.07,53.65,12.06
3.12,75.36,69.32,54.91,11.96
3.13,75.33,68.24,56.12,12.71
3.15,75.17,72.68,56.61,9.53
3.17,75.44,54.46,55.0,10.53
3.18,75.31,60.12,56.13,11.61
3.2,75.29,65.77,56.69,12.49
3.22,75.35,71.5,54.46,10.38
3.23,75.36,59.25,55.72,11.28
3.25,75.36,65.0,56.99,12.3
3.27,75.46,70.78,53.28,10.86
3.28,75.53,62.26,54.61,11.93
3.3,75.47,67.92,55.8,12.8
3.32,75.31,73.62,56.9,8.79
3.33,75.48,50.58,53.71,9.81
3.35,75.32,56.25,54.81,10.76
3.37,75.36,62.02,56.12,11.91
3.38,75.31,67.68,56.71,12.77
3.4,75.29,73.42,54.31,8.97
3.42,75.43,51.38,55.71,9.96
3.43,75.29,57.05,56.82,10.94
3.45,75.36,62.81,53.95,11.92
3.47,75.51,68.59,55.36,12.39
3.48,75.32,71.25,56.44,10.5
3.5,75.45,60.36,55.57,11.63
3.52,75.39,66.01,56.76,12.46
3.53,75.33,71.74,54.06,10.29
3.55,75.35,58.21,55.32,11.2
3.57,75.36,63.91,56.59,12.15
3.58,75.44,69.66,54.9,11.61
3.6,75.45,66.9,56.18,12.65
3.62,75.45,72.63,56.51,9.55
3.63,75.37,54.56,55.08,10.45
3.65,75.41,60.33,56.38,11.51
3.67,75.47,66.07,55.75,12.53
3.68,75.36,71.76,56.9,10.16
3.7,75.43,58.21,53.62,11.17
3.72,75.24,63.87,54.68,12.15
3.73,75.27,69.6,55.97,11.83
3.75,75.3,67.06,57.24,12.74
3.77,75.4,72.8,52.24,9.4
3.78,75.37,53.89,53.46,10.45
3.8,75.45,59.6,54.79,11.43
3.82,75.47,65.31,56.08,12.38
3.83,75.3,70.99,56.76,10.67
3.85,75.4,61.43,54.21,11.77
3.87,75.38,67.11,55.45,12.8
3.88,75.33,72.77,56.64,9.41
3.9,75.24,54.01,54.54,10.5
3.92,75.53,59.78,56.08,11.43
3.93,75.37,65.45,56.77,12.41
3.95,75.48,71.21,54.19,10.58
3.97,75.34,60.4,55.29,11.62
3.98,90.4,90.12,100.4,0.21
4.0,90.47,90.14,100.47,0.21
4.02,90.48,90.14,100.48,0.21
4.03,90.37,90.11,100.37,0.21
4.05,90.54,90.16,100.54,0.2
4.07,90.37,90.11,100.37,0.21
4.08,90.39,90.12,100.39,0.21
4.1,90.3,90.09,100.3,0.2
4.12,90.42,90.13,100.42,0.2
4.13,90.42,90.13,100.42,0.21
4.15,90.62,90.19,100.62,0.21
4.17,90.58,90.17,100.58,0.21
4.18,90.23,90.07,100.23,0.2
4.2,90.37,90.11,100.37,0.21
4.22,90.37,90.11,100.37,0.21
4.23,90.41,90.12,100.41,0.21
4.25,90.38,90.11,100.38,0.21
4.27,90.44,90.13,100.44,0.21
4.28,90.54,90.16,100.54,0.21
4.3,90.39,90.12,100.39,0.21
4.32,90.52,90.16,100.52,0.2
4.33,90.29,90.09,100.29,0.2
4.35,90.31,90.09,100.31,0.21
4.37,90.39,90.12,100.39,0.21
4.38,90.43,90.13,100.43,0.21
4.4,90.43,90.13,100.43,0.2
4.42,90.41,90.12,100.41,0.21
4.43,90.38,90.11,100.38,0.21
4.45,90.48,90.14,100.48,0.2
4.47,90.49,90.15,100.49,0.21
4.48,90.38,90.11,100.38,0.21
4.5,90.32,90.1,100.32,0.21
4.52,90.4,90.12,100.4,0.21
4.53,90.24,90.07,100.24,0.21
4.55,90.5,90.15,100.5,0.21
4.57,90.23,90.07,100.23,0.21
4.58,90.52,90.15,100.52,0.2
4.6,90.43,90.13,100.43,0.21
4.62,90.38,90.12,100.38,0.2
4.63,90.42,90.13,100.42,0.21
4.65,90.4,90.12,100.4,0.21
4.67,90.44,90.13,100.44,0.21
4.68,90.46,90.14,100.46,0.21
4.7,90.37,90.11,100.37,0.21
4.72,90.39,90.12,100.39,0.21
4.73,90.43,90.13,100.43,0.21
4.75,90.54,90.16,100.54,0.21
4.77,90.28,90.08,100.28,0.21
4.78,90.56,90.17,100.56,0.2
4.8,90.46,90.14,100.46,0.21
4.82,90.3,90.09,100.3,0.21
4.83,90.33,90.1,100.33,0.21
4.85,90.34,90.1,100.34,0.21
4.87,90.41,90.12,100.41,0.21
4.88,90.37,90.11,100.37,0.21
4.9,90.34,90.1,100.34,0.2
4.92,90.52,90.16,100.52,0.21
4.93,90.39,90.12,100.39,0.21
4.95,90.34,90.1,100.34,0.2
4.97,90.32,90.1,100.32,0.21
4.98,90.23,90.07,100.23,0.2
5.0,90.3,90.09,100.3,0.2
5.02,90.38,90.12,100.38,0.21
5.03,90.43,90.13,100.43,0.21
5.05,90.41,90.12,100.41,0.21
5.07,90.33,90.1,100.33,0.21
5.08,90.23,90.07,100.23,0.2
5.1,90.34,90.1,100.34,0.21
5.12,90.33,90.1,100.33,0.21
5.13,90.16,90.05,100.16,0.2
5.15,90.4,90.12,100.4,0.2
5.17,90.41,90.12,100.41,0.2
5.18,90.33,90.1,100.33,0.2
5.2,90.23,90.07,100.23,0.21
5.22,90.25,90.08,100.25,0.21
5.23,90.31,90.09,100.31,0.2
5.25,90.33,90.1,100.33,0.21
5.27,90.54,90.16,100.54,0.2
5.28,90.31,90.09,100.31,0.21
5.3,90.39,90.12,100.39,0.21
5.32,90.39,90.12,100.39,0.21
5.33,90.3,90.09,100.3,0.21
5.35,90.35,90.1,100.35,0.21
5.37,90.2,90.06,100.2,0.2
5.38,90.37,90.11,100.37,0.21
5.4,90.42,90.13,100.42,0.21
5.42,90.3,90.09,100.3,0.21
5.43,90.42,90.12,100.42,0.21
5.45,90.31,90.09,100.31,0.2
5.47,90.26,90.08,100.26,0.21
5.48,90.32,90.1,100.32,0.21
5.5,90.45,90.13,100.45,0.21
5.52,90.43,90.13,100.43,0.21
5.53,90.29,90.09,100.29,0.2
5.55,90.43,90.13,100.43,0.21
5.57,90.23,90.07,100.23,0.21
5.58,90.37,90.11,100.37,0.21
5.6,90.27,90.08,100.27,0.21
5.62,90.12,90.04,100.12,0.2
5.63,90.45,90.13,100.45,0.21
5.65,90.18,90.06,100.18,0.2
5.67,90.41,90.12,100.41,0.2
5.68,90.24,90.07,100.24,0.21
5.7,90.39,90.12,100.39,0.21
5.72,90.3,90.09,100.3,0.21
5.73,90.42,90.12,100.42,0.2
5.75,90.06,90.02,100.06,0.21
5.77,90.35,90.1,100.35,0.2
5.78,90.34,90.1,100.34,0.21
5.8,90.31,90.09,100.31,0.2
5.82,90.35,90.1,100.35,0.21
5.83,90.18,90.05,100.18,0.2
5.85,90.38,90.11,100.38,0.21
5.87,90.32,90.1,100.32,0.2
5.88,90.12,90.04,100.12,0.21
5.9,90.31,90.09,100.31,0.21
5.92,90.11,90.03,100.11,0.2
5.93,90.23,90.07,100.23,0.21
5.95,90.28,90.08,100.28,0.21
5.97,90.21,90.06,100.21,0.21
5.98,90.23,90.07,100.23,0.2
6.0,90.16,90.05,100.16,0.21
6.02,89.43,88.66,97.5,0.21
6.03,88.28,87.15,94.41,0.21
6.05,87.33,85.7,91.53,0.21
6.07,86.35,84.24,88.61,1.15
6.08,85.28,82.75,85.61,2.21
6.1,84.31,81.29,82.71,3.27
6.12,83.31,79.83,79.77,4.35
6.13,82.24,78.34,76.77,5.39
6.15,81.37,76.91,73.97,6.43
6.17,80.18,75.39,70.84,7.54
6.18,79.24,73.94,67.98,8.61
6.2,78.27,72.48,65.07,9.66
6.22,77.3,71.02,62.17,10.7
6.23,76.41,69.59,59.34,11.76
6.25,75.25,68.07,56.25,12.82
6.27,75.31,73.46,56.29,8.99
6.28,75.18,51.09,55.91,9.92
6.3,75.25,56.83,57.25,10.89
6.32,75.19,62.55,52.03,11.89
6.33,75.19,68.29,53.3,12.62
6.35,75.3,72.58,54.68,9.63
6.37,75.21,54.74,55.83,10.61
6.38,75.19,60.42,57.07,11.56
6.4,75.19,66.13,52.83,12.57
6.42,75.04,71.8,53.94,10.2
6.43,75.23,58.05,55.38,11.12
6.45,75.16,63.75,56.57,12.25
6.47,75.23,69.44,54.96,11.77
6.48,75.16,67.79,56.16,12.74
6.5,75.28,73.59,56.72,8.79
6.52,75.26,50.68,54.28,9.95
6.53,75.21,56.32,55.48,10.85
6.55,75.04,61.98,56.56,11.88
6.57,75.33,67.76,55.23,12.75
6.58,75.2,73.48,56.37,8.85
6.6,75.2,51.15,55.74,9.85
6.62,75.06,56.88,56.88,10.95
6.63,75.17,62.63,53.73,11.96
6.65,75.14,68.33,54.96,12.61
6.67,75.2,72.39,56.28,9.69
6.68,75.21,55.61,56.11,10.66
6.7,75.08,61.33,56.68,11.72
6.72,75.17,67.07,54.54,12.62
6.73,75.15,72.83,55.79,9.43
6.75,75.11,53.74,57.0,10.33
6.77,75.26,59.54,53.29,11.42
6.78,75.25,65.25,54.54,12.35
6.8,75.28,71.0,55.83,10.66
6.82,75.15,61.32,56.96,11.71
6.83,75.13,67.03,53.28,12.74
6.85,75.08,72.73,54.48,9.47
6.87,75.1,54.19,55.77,10.47
6.88,75.2,59.94,57.12,11.54
6.9,75.12,65.6,52.54,12.57
6.92,75.18,71.28,53.85,10.53
6.93,75.2,60.17,55.12,11.52
6.95,75.2,65.89,56.39,12.39
6.97,75.2,71.66,55.65,10.21
6.98,75.09,58.59,56.8,11.19
7.0,75.16,64.36,54.04,12.14
7.02,75.1,70.11,55.25,11.28
7.03,75.03,65.03,56.45,12.33
7.05,75.23,70.84,55.6,10.77
7.07,75.03,61.96,56.67,11.76
7.08,75.1,67.74,54.56,12.8
7.1,75.11,73.48,55.84,8.89
7.12,75.12,51.13,57.12,9.98
7.13,75.06,56.8,52.56,10.84
7.15,75.16,62.6,53.93,11.92
7.17,75.15,68.33,55.18,12.59
7.18,75.03,72.34,56.33,9.72
7.2,75.21,55.88,56.08,10.83
7.22,75.28,61.58,56.98,11.85
7.23,75.13,67.2,53.06,12.74
7.25,75.05,72.9,54.23,9.35
7.27,75.07,53.49,55.51,10.26
7.28,74.99,59.25,56.7,11.42
7.3,75.19,64.99,54.56,12.39
7.32,75.11,70.67,55.74,10.95
7.33,75.18,62.72,57.07,12.01
7.35,75.08,68.38,52.73,12.63
7.37,74.99,72.11,53.9,9.87
7.38,75.06,56.81,55.24,10.95
7.4,75.06,62.52,56.49,11.93
7.42,75.27,68.3,55.44,12.65
7.43,75.09,72.43,56.53,9.75
7.45,75.05,55.38,55.02,10.72
7.47,75.05,61.07,56.26,11.75
7.48,75.23,66.8,56.36,12.7
7.5,75.12,72.47,55.66,9.63
7.52,74.97,55.24,56.77,10.68
7.53,75.02,60.96,54.13,11.58
7.55,75.13,66.76,55.51,12.6
7.57,74.95,72.45,56.59,9.62
7.58,74.92,55.38,54.81,10.68
7.6,75.11,61.15,56.25,11.71
7.62,75.16,66.88,56.27,12.6
7.63,74.89,72.56,55.89,9.72
7.65,74.93,54.82,57.17,10.54
7.67,75.1,60.62,52.61,11.57
7.68,74.79,66.26,53.56,12.47
7.7,74.97,72.1,55.01,9.97
7.72,74.96,56.76,56.25,10.95
7.73,74.88,62.44,56.14,11.99
7.75,75.01,68.17,56.81,12.71
7.77,75.03,73.04,53.93,9.32
7.78,74.94,52.84,55.09,10.28
7.8,74.99,58.55,56.4,11.33
7.82,75.13,64.26,55.74,12.24
7.83,75.07,69.96,56.93,11.47
7.85,75.01,65.6,53.35,12.48
7.87,75.05,71.33,54.65,10.47
7.88,75.07,59.99,55.94,11.41
7.9,74.89,65.69,57.02,12.48
7.92,74.91,71.43,53.07,10.35
7.93,75.03,59.63,54.45,11.47
7.95,74.96,65.31,55.64,12.36
7.97,75.01,71.07,56.95,10.69
7.98,75.07,61.05,53.39,11.68
8.0,75.03,66.75,54.61,12.73
8.02,74.85,72.39,55.69,9.76
8.03,74.92,55.6,57.01,10.7
8.05,74.91,61.33,53.08,11.78
8.07,75.01,67.05,54.43,12.77
8.08,74.92,72.72,55.6,9.44
8.1,74.92,54.26,56.86,10.47
8.12,74.89,59.99,53.69,11.56
8.13,74.95,65.69,54.99,12.5
8.15,74.89,71.39,56.19,10.44
8.17,74.92,59.73,56.5,11.44
8.18,74.89,65.45,55.17,12.4
8.2,75.04,71.24,56.59,10.54
8.22,74.8,60.27,54.58,11.56
8.23,74.85,66.0,55.89,12.49
8.25,75.01,71.8,57.31,10.17
8.27,74.85,57.96,51.69,11.13
8.28,75.05,63.75,53.15,12.19
8.3,74.96,69.42,54.31,11.89
8.32,74.86,67.81,55.47,12.94
8.33,74.88,73.5,56.73,8.95
8.35,74.99,51.02,54.35,9.95
8.37,74.93,56.71,55.55,10.93
8.38,74.78,62.37,56.66,11.93
8.4,74.93,68.13,54.68,12.8
8.42,74.92,73.18,55.93,9.19
8.43,75.0,52.33,57.26,10.21
8.45,75.01,58.01,52.05,11.07
8.47,74.85,63.73,53.16,12.2
8.48,74.88,69.43,54.44,11.85
8.5,74.81,67.8,55.63,12.93
8.52,74.9,73.52,56.97,8.95
8.53,74.91,50.9,53.26,9.93
8.55,74.94,56.61,54.55,10.94
8.57,74.83,62.27,55.69,11.86
8.58,74.95,68.04,57.07,12.8
8.6,74.74,73.53,52.64,8.89
8.62,74.84,50.93,54.01,9.98
8.63,74.83,56.61,55.24,10.9
8.65,74.72,62.3,56.4,11.97
8.67,74.93,68.05,55.8,12.93
8.68,74.88,73.46,57.0,8.94
8.7,74.88,51.19,53.13,9.84
8.72,74.8,56.96,54.33,10.92
8.73,74.9,62.73,55.69,11.93
8.75,74.88,68.47,56.94,12.53
8.77,74.68,71.73,53.18,10.2
8.78,74.84,58.37,54.59,11.22
8.8,74.78,64.07,55.79,12.29
8.82,74.74,69.74,57.0,11.59
8.83,74.87,66.6,53.27,12.59
8.85,74.75,72.32,54.41,9.71
8.87,74.73,55.92,55.66,10.79
8.88,74.93,61.7,57.12,11.85
8.9,74.75,67.34,52.44,12.68
8.92,74.92,73.16,53.88,9.14
8.93,74.8,52.4,55.03,10.21
8.95,74.87,58.11,56.35,11.16
8.97,74.75,63.8,55.7,12.14
8.98,74.98,69.6,57.19,11.85
9.0,74.69,66.96,52.03,12.74
9.02,74.9,72.74,53.51,9.49
9.03,74.89,54.14,54.75,10.51
9.05,74.75,59.79,55.86,11.5
9.07,74.67,65.47,57.04,12.52
9.08,74.69,71.17,52.98,10.59
9.1,74.8,60.67,54.35,11.61
9.12,74.81,66.4,55.62,12.71
9.13,74.88,72.1,56.94,9.94
9.15,74.82,56.77,53.31,10.87
9.17,74.8,62.52,54.55,11.94
9.18,74.84,68.25,55.86,12.78
9.2,74.77,72.63,57.04,9.6
9.22,74.87,54.61,53.05,10.6
9.23,74.85,60.3,54.29,11.58
9.25,74.8,65.99,55.5,12.48
9.27,74.85,71.75,56.81,10.27
9.28,74.84,58.19,53.89,11.22
9.3,74.76,63.86,55.06,12.22
9.32,74.63,69.52,56.19,11.77
9.33,74.87,67.54,56.72,12.84
9.35,74.76,73.22,54.18,9.11
9.37,74.73,52.18,55.41,10.12
9.38,74.82,57.93,56.75,11.19
9.4,74.76,63.61,54.11,12.09
9.42,74.88,69.38,55.48,11.86
9.43,74.74,68.0,56.61,12.99
9.45,74.76,73.69,54.75,8.88
9.47,74.73,50.15,55.96,9.74
9.48,74.83,55.93,57.33,10.9
9.5,74.75,61.56,51.67,11.87
9.52,74.72,67.22,52.89,12.74
9.53,74.77,72.97,54.2,9.31
9.55,74.8,53.22,55.49,10.26
9.57,74.92,59.01,56.87,11.43
9.58,74.75,64.61,53.48,12.29
9.6,74.69,70.33,54.69,11.24
9.62,74.71,64.09,55.97,12.3
9.63,74.85,69.81,57.35,11.52
9.65,74.83,66.29,51.68,12.63
9.67,74.74,71.96,52.84,10.1
9.68,74.7,57.32,54.05,11.03
9.7,74.69,63.04,55.3,11.98
9.72,74.71,68.79,56.59,12.27
9.73,74.66,70.48,54.78,11.11
9.75,74.69,63.5,56.06,12.06
9.77,74.64,69.23,56.97,12.0
9.78,74.9,68.73,53.51,12.58
9.8,74.71,70.54,54.56,11.16
9.82,74.61,63.15,55.71,12.09
9.83,74.78,68.91,57.14,12.24
9.85,74.76,69.96,52.52,11.53
9.87,74.72,65.59,53.74,12.46
9.88,74.67,71.31,54.95,10.46
9.9,74.61,60.06,56.15,11.55
9.92,74.79,65.83,56.83,12.61
9.93,74.59,71.44,53.61,10.41
9.95,74.78,59.58,55.07,11.5
9.97,74.68,65.23,56.22,12.4
9.98,74.66,70.95,56.32,10.73
10.0,74.56,61.54,55.85,11.72
10.02,74.55,67.29,57.1,12.8
10.03,74.62,73.03,52.79,9.25
10.05,74.85,53.04,54.28,10.38
10.07,74.58,58.62,55.26,11.25
10.08,74.72,64.39,56.66,12.34
10.1,74.72,70.07,54.52,11.47
10.12,74.8,65.17,55.86,12.49
10.13,74.77,70.83,57.07,10.86
10.15,74.67,62.01,52.75,11.83
10.17,74.64,67.73,53.98,12.95
10.18,74.65,73.41,55.23,9.03
10.2,74.63,51.36,56.47,10.0
10.22,74.77,57.12,55.45,10.93
10.23,74.5,62.8,56.46,12.1
10.25,74.66,68.52,55.5,12.64
10.27,74.61,71.5,56.7,10.42
10.28,74.63,59.25,54.38,11.37
10.3,74.62,64.97,55.63,12.32
10.32,74.58,70.71,56.86,10.96
10.33,74.74,62.57,53.86,11.94
10.35,74.56,68.25,54.94,12.82
10.37,74.67,72.68,56.3,9.48
10.38,74.63,54.42,55.99,10.49
10.4,74.56,60.14,57.18,11.59
10.42,74.8,65.91,52.62,12.52
10.43,74.76,71.62,53.84,10.29
10.45,74.63,58.74,54.97,11.24
10.47,74.48,64.44,56.09,12.38
10.48,74.63,70.16,57.02,11.33
10.5,74.65,64.82,53.07,12.31
10.52,74.66,70.56,54.35,11.07
10.53,74.69,63.15,55.63,11.98
10.55,74.7,68.92,56.91,12.3
10.57,74.58,69.85,53.37,11.52
10.58,74.58,66.11,54.63,12.67
10.6,74.71,71.83,56.02,10.19
10.62,74.56,57.83,57.02,11.1
10.63,74.63,63.59,53.12,12.06
10.65,74.6,69.34,54.36,11.93
10.67,74.46,68.15,55.47,12.87
10.68,74.57,73.1,56.83,9.21
10.7,74.59,52.68,53.86,10.27
10.72,74.55,58.37,55.08,11.24
10.73,74.53,64.07,56.31,12.3
10.75,74.59,69.78,56.03,11.68
10.77,74.4,66.28,56.93,12.69
10.78,74.49,71.99,53.51,9.95
10.8,74.68,57.36,54.96,11.03
10.82,74.61,63.07,56.16,12.05
10.83,74.63,68.79,56.61,12.31
10.85,74.68,70.49,54.8,11.06
10.87,74.62,63.44,56.0,12.1
10.88,74.51,69.14,57.15,12.09
10.9,74.73,69.08,52.73,12.14
10.92,74.6,69.21,53.86,12.03
10.93,74.61,68.73,55.13,12.34
10.95,74.61,70.73,56.39,10.98
10.97,74.69,62.45,55.73,11.93
10.98,74.68,68.17,56.98,12.72
11.0,74.63,73.03,53.16,9.26
11.02,74.6,52.95,54.39,10.35
11.03,74.6,58.62,55.64,11.28
11.05,74.6,64.34,56.9,12.19
11.07,74.59,70.1,53.54,11.41
11.08,74.5,65.01,54.71,12.37
11.1,74.6,70.77,56.07,10.92
11.12,74.58,62.27,56.95,11.93
11.13,74.55,67.97,53.3,12.88
11.15,74.75,73.76,54.75,8.85
11.17,74.54,49.8,55.79,9.65
11.18,74.54,55.57,57.06,10.75
11.2,74.81,61.37,53.15,11.69
11.22,74.66,67.07,54.27,12.78
11.23,74.56,72.74,55.42,9.49
11.25,74.61,54.16,56.73,10.53
11.27,74.73,59.9,54.35,11.46
11.28,74.65,65.61,55.53,12.48
11.3,74.64,71.33,56.79,10.51
11.32,74.53,59.93,53.88,11.56
11.33,74.6,65.63,55.2,12.57
11.35,74.57,71.31,56.42,10.56
11.37,74.57,60.03,55.52,11.45
11.38,74.75,65.84,56.96,12.53
11.4,74.57,71.5,53.13,10.39
11.42,74.67,59.3,54.48,11.4
11.43,74.46,64.94,55.52,12.38
11.45,74.59,70.71,56.92,10.9
11.47,74.59,62.56,53.47,11.9
11.48,74.59,68.3,54.72,12.62
11.5,74.59,72.52,55.99,9.69
11.52,74.53,55.02,57.18,10.63
11.53,74.55,60.75,52.42,11.63
11.55,74.48,66.45,53.6,12.7
11.57,74.57,72.17,54.94,9.93
11.58,74.49,56.47,56.12,10.91
