Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid,Label_Escenario
4.22,90.37,90.11,100.37,0.2,1
4.23,90.43,90.13,100.43,0.21,1
4.25,90.42,90.12,100.42,0.21,1
4.27,90.48,90.14,100.48,0.21,1
4.28,90.28,90.09,100.28,0.2,1
4.3,90.4,90.12,100.4,0.21,1
4.32,90.43,90.13,100.43,0.21,1
4.33,90.54,90.16,100.54,0.21,1
4.35,90.49,90.15,100.49,0.21,1
4.37,90.45,90.13,100.45,0.2,1
4.38,90.48,90.14,100.48,0.21,1
4.4,90.57,90.17,100.57,0.21,1
4.42,90.47,90.14,100.47,0.2,1
4.43,90.38,90.11,100.38,0.21,1
4.45,90.13,90.04,100.13,0.21,1
4.47,90.3,90.09,100.3,0.21,1
4.48,90.33,90.1,100.33,0.21,1
4.5,90.42,90.13,100.42,0.21,1
4.52,90.47,90.14,100.47,0.21,1
4.53,90.36,90.11,100.36,0.21,1
4.55,90.41,90.12,100.41,0.2,1
4.57,90.33,90.1,100.33,0.2,1
4.58,90.38,90.11,100.38,0.21,1
4.6,90.46,90.14,100.46,0.21,1
4.62,90.37,90.11,100.37,0.21,1
4.63,90.44,90.13,100.44,0.21,1
4.65,90.34,90.1,100.34,0.21,1
4.67,90.36,90.11,100.36,0.21,1
4.68,90.44,90.13,100.44,0.21,1
4.7,90.36,90.11,100.36,0.21,1
4.72,90.55,90.17,100.55,0.2,1
4.73,90.37,90.11,100.37,0.21,1
4.75,90.38,90.11,100.38,0.2,1
4.77,90.39,90.12,100.39,0.21,1
4.78,90.41,90.12,100.41,0.21,1
4.8,90.52,90.16,100.52,0.2,1
4.82,90.47,90.14,100.47,0.2,1
4.83,90.36,90.11,100.36,0.2,1
4.85,90.33,90.1,100.33,0.21,1
4.87,90.35,90.11,100.35,0.21,1
4.88,90.34,90.1,100.34,0.21,1
4.9,90.42,90.13,100.42,0.21,1
4.92,90.46,90.14,100.46,0.21,1
4.93,90.39,90.12,100.39,0.21,1
4.95,90.41,90.12,100.41,0.21,1
4.97,90.39,90.12,100.39,0.2,1
4.98,90.33,90.1,100.33,0.21,1
5.0,90.4,90.12,100.4,0.2,1
5.02,90.37,90.11,100.37,0.2,1
5.03,90.33,90.1,100.33,0.21,1
5.05,90.29,90.09,100.29,0.21,1
5.07,90.39,90.12,100.39,0.21,1
5.08,90.51,90.15,100.51,0.21,1
5.1,90.35,90.11,100.35,0.21,1
5.12,90.51,90.15,100.51,0.2,1
5.13,90.36,90.11,100.36,0.21,1
5.15,90.36,90.11,100.36,0.21,1
5.17,90.46,90.14,100.46,0.21,1
5.18,90.38,90.11,100.38,0.21,1
5.2,90.4,90.12,100.4,0.21,1
5.22,90.39,90.12,100.39,0.2,1
5.23,90.34,90.1,100.34,0.21,1
5.25,90.36,90.11,100.36,0.21,1
5.27,90.36,90.11,100.36,0.2,1
5.28,90.27,90.08,100.27,0.21,1
5.3,90.24,90.07,100.24,0.21,1
5.32,90.37,90.11,100.37,0.21,1
5.33,90.36,90.11,100.36,0.21,1
5.35,90.33,90.1,100.33,0.21,1
5.37,90.49,90.15,100.49,0.21,1
5.38,90.43,90.13,100.43,0.21,1
5.4,90.32,90.1,100.32,0.2,1
5.42,90.27,90.08,100.27,0.21,1
5.43,90.28,90.08,100.28,0.2,1
5.45,90.33,90.1,100.33,0.21,1
5.47,90.36,90.11,100.36,0.21,1
5.48,90.18,90.05,100.18,0.21,1
5.5,90.38,90.11,100.38,0.21,1
5.52,90.21,90.06,100.21,0.21,1
5.53,90.37,90.11,100.37,0.2,1
5.55,90.29,90.09,100.29,0.21,1
5.57,90.31,90.09,100.31,0.21,1
5.58,90.28,90.08,100.28,0.21,1
5.6,90.23,90.07,100.23,0.2,1
5.62,90.2,90.06,100.2,0.21,1
5.63,90.38,90.11,100.38,0.21,1
5.65,90.18,90.05,100.18,0.21,1
5.67,90.23,90.07,100.23,0.2,1
5.68,90.41,90.12,100.41,0.21,1
5.7,90.26,90.08,100.26,0.21,1
5.72,90.48,90.14,100.48,0.21,1
5.73,90.4,90.12,100.4,0.21,1
5.75,90.27,90.08,100.27,0.2,1
5.77,90.27,90.08,100.27,0.21,1
5.78,90.18,90.06,100.18,0.2,1
5.8,90.28,90.08,100.28,0.21,1
5.82,90.17,90.05,100.17,0.21,1
5.83,90.22,90.06,100.22,0.2,1
5.85,90.41,90.12,100.41,0.21,1
5.87,90.37,90.11,100.37,0.21,1
5.88,90.38,90.11,100.38,0.2,1
5.9,90.24,90.07,100.24,0.21,1
5.92,90.25,90.08,100.25,0.21,1
5.93,90.32,90.1,100.32,0.21,1
5.95,90.4,90.12,100.4,0.21,1
5.97,90.2,90.06,100.2,0.21,1
5.98,90.33,90.1,100.33,0.21,1
6.0,90.2,90.06,100.2,0.21,1
6.02,89.19,88.59,97.26,0.21,1
6.03,88.34,87.17,94.47,0.21,1
6.05,87.26,85.68,91.46,0.21,1
6.07,86.18,84.19,88.45,1.19,1
6.08,85.43,82.8,85.76,2.18,1
6.1,84.26,81.28,82.66,3.28,1
6.12,83.16,79.78,79.63,4.37,1
6.13,82.43,78.39,76.96,5.39,1
6.15,81.33,76.9,73.93,6.48,1
6.17,80.27,75.41,70.93,7.55,1
6.18,79.34,73.97,68.07,8.6,1
6.2,78.26,72.48,65.06,9.63,1
6.22,77.4,71.05,62.27,10.73,1
6.23,76.16,69.51,59.09,11.8,1
6.25,75.18,68.05,56.18,12.82,1
6.27,75.27,73.56,56.61,8.93,1
6.28,75.13,50.67,54.58,9.81,1
6.3,75.44,56.51,56.16,10.88,1
6.32,75.19,62.14,56.35,11.72,1
6.33,75.35,67.98,55.99,12.86,1
6.35,75.23,73.66,57.12,8.8,1
6.37,75.06,50.3,52.47,9.76,1
6.38,75.11,56.06,53.78,10.81,1
6.4,75.25,61.81,55.18,11.86,1
6.42,75.19,67.48,56.37,12.77,1
6.43,75.24,73.22,55.78,9.08,1
6.45,75.29,52.2,57.09,10.09,1
6.47,75.19,57.91,52.66,11.15,1
6.48,75.4,63.67,54.13,12.13,1
6.5,75.2,69.33,55.18,11.91,1
6.52,75.13,68.21,56.37,12.7,1
6.53,75.22,72.89,55.82,9.28,1
6.55,75.22,53.58,57.1,10.4,1
6.57,75.28,59.29,52.77,11.44,1
6.58,75.22,64.94,53.96,12.38,1
6.6,75.28,70.66,55.27,10.96,1
6.62,75.19,62.71,56.44,11.92,1
6.63,75.13,68.43,55.38,12.67,1
6.65,75.15,71.9,56.65,10.13,1
6.67,75.19,57.58,54.6,11.15,1
6.68,75.07,63.22,55.73,12.08,1
6.7,75.26,68.98,57.18,12.2,1
6.72,75.12,69.61,52.24,11.79,1
6.73,75.19,67.06,53.56,12.85,1
6.75,75.08,72.68,54.69,9.56,1
6.77,75.03,54.34,55.89,10.57,1
6.78,75.18,60.07,57.3,11.5,1
6.8,75.01,65.73,51.71,12.46,1
6.82,75.29,71.56,53.26,10.28,1
6.83,75.07,58.96,54.3,11.35,1
6.85,75.13,64.67,55.61,12.23,1
6.87,75.23,70.46,56.98,11.16,1
6.88,75.06,63.48,53.03,12.16,1
6.9,75.25,69.22,54.47,12.04,1
6.92,75.12,68.62,55.6,12.44,1
6.93,75.21,71.18,56.94,10.6,1
6.95,75.24,60.59,53.41,11.47,1
6.97,75.05,66.32,54.49,12.46,1
6.98,75.01,72.09,55.72,9.88,1
7.0,75.17,56.92,57.15,10.97,1
7.02,75.09,62.6,52.42,11.93,1
7.03,75.12,68.33,53.71,12.7,1
7.05,75.15,72.34,54.99,9.78,1
7.07,75.04,55.74,56.14,10.75,1
7.08,75.13,61.48,56.77,11.74,1
7.1,75.15,67.21,54.1,12.68,1
7.12,75.26,73.0,55.47,9.34,1
7.13,75.12,52.98,56.58,10.26,1
7.15,75.14,58.71,54.89,11.29,1
7.17,75.12,64.4,56.12,12.21,1
7.18,75.23,70.18,56.88,11.3,1
7.2,75.22,64.71,53.61,12.34,1
7.22,75.16,70.4,54.81,11.2,1
7.23,75.07,63.75,55.96,12.14,1
7.25,75.1,69.48,57.26,11.82,1
7.27,75.19,67.64,52.15,12.74,1
7.28,75.09,73.36,53.31,8.97,1
7.3,75.16,51.64,54.65,10.08,1
7.32,75.2,57.34,55.93,11.06,1
7.33,74.99,62.97,56.97,12.01,1
7.35,75.08,68.71,53.35,12.39,1
7.37,75.11,70.79,54.64,10.88,1
7.38,75.01,62.16,55.79,11.85,1
7.4,74.96,67.88,57.0,12.78,1
7.42,75.09,73.68,53.27,8.79,1
7.43,75.0,50.23,54.44,9.79,1
7.45,75.03,55.96,55.72,10.71,1
7.47,75.1,61.75,57.06,11.74,1
7.48,75.11,67.5,52.9,12.79,1
7.5,75.03,73.19,54.08,9.11,1
7.52,75.15,52.35,55.47,10.15,1
7.53,75.03,58.04,56.61,11.15,1
7.55,74.95,63.73,54.65,12.02,1
7.57,75.01,69.52,55.98,11.8,1
7.58,75.12,67.48,57.35,12.85,1
7.6,75.06,73.15,51.62,9.16,1
7.62,74.96,52.43,52.77,10.18,1
7.63,75.08,58.18,54.15,11.22,1
7.65,74.9,63.81,55.23,12.18,1
7.67,75.07,69.57,56.65,11.78,1
7.68,75.13,67.25,54.63,12.67,1
7.7,75.01,72.97,55.78,9.26,1
7.72,74.98,53.22,57.02,10.35,1
7.73,75.1,58.95,53.16,11.37,1
7.75,75.06,64.62,54.37,12.3,1
7.77,75.08,70.34,55.64,11.12,1
7.78,75.05,64.09,56.89,12.23,1
7.8,75.11,69.82,53.63,11.59,1
7.82,75.16,66.2,54.93,12.6,1
7.83,74.98,71.85,56.02,10.18,1
7.85,74.9,57.76,57.08,11.04,1
7.87,74.9,63.52,52.81,12.15,1
7.88,75.03,69.26,54.19,11.98,1
7.9,74.94,68.48,55.35,12.47,1
7.92,75.07,71.82,56.76,9.99,1
7.93,75.0,58.01,54.06,11.17,1
7.95,75.03,63.73,55.35,12.11,1
7.97,74.88,69.42,56.46,11.8,1
7.98,74.95,67.91,55.44,12.9,1
8.0,75.04,73.65,56.78,8.79,1
8.02,74.99,50.39,54.0,9.78,1
8.03,75.05,56.15,55.32,10.86,1
8.05,75.1,61.86,56.62,11.9,1
8.07,75.05,67.51,54.64,12.75,1
8.08,74.98,73.23,55.83,9.06,1
8.1,75.0,52.18,57.12,10.12,1
8.12,74.87,57.86,52.5,11.13,1
8.13,75.03,63.62,53.92,12.06,1
8.15,74.91,69.34,55.06,11.95,1
8.17,74.97,68.19,56.39,12.77,1
8.18,74.96,72.92,55.63,9.43,1
8.2,74.94,53.34,56.85,10.34,1
8.22,74.95,59.05,53.76,11.32,1
8.23,74.97,64.79,55.04,12.44,1
8.25,74.92,70.44,56.24,11.19,1
8.27,75.04,63.64,56.37,11.94,1
8.28,75.03,69.45,55.74,11.94,1
8.3,74.85,67.63,56.82,12.85,1
8.32,74.9,73.36,53.92,9.0,1
8.33,74.67,51.54,54.95,9.94,1
8.35,74.93,57.39,56.48,10.93,1
8.37,74.84,63.15,55.2,12.18,1
8.38,74.86,68.8,56.46,12.24,1
8.4,74.99,70.5,55.5,11.2,1
8.42,75.12,63.37,56.88,12.01,1
8.43,74.98,69.07,53.48,12.07,1
8.45,74.96,69.33,54.72,11.86,1
8.47,74.86,68.23,55.9,12.7,1
8.48,74.87,72.79,57.17,9.38,1
8.5,75.01,54.02,52.57,10.41,1
8.52,75.0,59.76,53.83,11.43,1
8.53,74.98,65.48,55.06,12.36,1
8.55,74.98,71.25,56.34,10.56,1
8.57,74.91,60.27,55.78,11.56,1
8.58,74.92,65.98,57.04,12.47,1
8.6,74.93,71.74,52.99,10.17,1
8.62,74.78,58.24,54.1,11.17,1
8.63,74.9,64.01,55.47,12.16,1
8.65,74.88,69.74,56.72,11.7,1
8.67,74.74,66.47,54.14,12.6,1
8.68,74.82,72.23,55.48,9.89,1
8.7,74.97,56.26,56.88,10.9,1
8.72,74.69,61.86,53.34,11.87,1
8.73,75.07,67.68,54.97,12.82,1
8.75,74.62,73.27,55.78,9.15,1
8.77,74.68,51.94,57.09,10.07,1
8.78,74.93,57.76,53.01,11.15,1
8.8,74.9,63.44,54.23,12.1,1
8.82,74.97,69.18,55.56,12.08,1
8.83,74.76,68.76,56.61,12.33,1
8.85,74.92,70.64,54.9,10.88,1
8.87,74.86,62.86,56.11,12.03,1
8.88,74.92,68.59,56.87,12.5,1
8.9,74.99,71.29,53.72,10.61,1
8.92,74.86,60.04,54.84,11.42,1
8.93,74.73,65.77,55.98,12.57,1
8.95,74.78,71.47,57.28,10.42,1
8.97,74.87,59.41,52.07,11.45,1
8.98,74.81,65.08,53.25,12.38,1
9.0,74.75,70.79,54.45,10.96,1
9.02,74.86,62.19,55.82,11.88,1
9.03,74.73,67.87,56.94,12.83,1
9.05,74.83,73.65,53.49,8.79,1
9.07,74.81,50.41,54.73,9.76,1
9.08,74.83,56.17,56.02,10.83,1
9.1,74.9,61.91,57.24,11.75,1
9.12,74.81,67.64,52.06,12.73,1
9.13,74.81,73.41,53.32,8.99,1
9.15,74.89,51.41,54.67,9.98,1
9.17,74.83,57.12,55.86,11.07,1
9.18,74.79,62.78,57.07,11.99,1
9.2,74.78,68.5,52.84,12.56,1
9.22,74.78,71.65,54.09,10.29,1
9.23,74.82,58.64,55.38,11.06,1
9.25,74.79,64.47,56.64,12.18,1
9.27,74.81,70.25,54.65,11.28,1
9.28,74.62,64.37,55.72,12.23,1
9.3,74.89,70.19,57.25,11.3,1
9.32,74.79,64.65,52.0,12.27,1
9.33,74.65,70.35,53.12,11.25,1
9.35,74.79,64.04,54.51,12.25,1
9.37,74.84,69.75,55.81,11.61,1
9.38,74.75,66.49,56.99,12.6,1
9.4,74.69,72.21,53.11,9.92,1
9.42,74.69,56.3,54.37,10.86,1
9.43,74.8,62.06,55.74,11.82,1
9.45,74.66,67.75,56.86,12.83,1
9.47,74.88,73.55,53.92,8.84,1
9.48,74.72,50.8,55.04,9.85,1
9.5,74.7,56.54,56.28,10.93,1
9.52,74.72,62.25,56.12,11.92,1
9.53,74.75,67.97,56.79,12.89,1
9.55,74.95,73.75,54.19,8.8,1
9.57,74.78,49.89,55.28,9.76,1
9.58,74.65,55.55,56.4,10.73,1
9.6,74.75,61.3,55.71,11.69,1
9.62,74.71,67.03,56.93,12.76,1
9.63,74.64,72.72,53.34,9.47,1
9.65,74.73,54.27,54.69,10.62,1
9.67,74.71,59.92,55.92,11.51,1
9.68,74.6,65.6,57.07,12.43,1
9.7,74.81,71.41,53.05,10.41,1
9.72,74.81,59.66,54.32,11.49,1
9.73,74.75,65.33,55.51,12.46,1
9.75,74.59,70.99,56.61,10.78,1
9.77,74.64,61.37,54.78,11.77,1
9.78,74.7,67.1,56.1,12.73,1
9.8,74.77,72.85,56.92,9.29,1
9.82,74.71,53.76,53.41,10.48,1
9.83,74.68,59.43,54.63,11.39,1
9.85,74.77,65.18,55.98,12.32,1
9.87,74.57,70.89,57.05,10.82,1
9.88,74.79,61.85,53.14,11.82,1
9.9,74.75,67.57,54.36,12.78,1
9.92,74.64,73.28,55.52,9.07,1
9.93,74.54,51.9,56.68,10.06,1
9.95,74.58,57.66,54.5,11.07,1
9.97,74.67,63.42,55.85,12.12,1
9.98,74.71,69.15,57.15,12.06,1
10.0,74.66,68.97,52.46,12.15,1
10.02,74.69,69.74,53.75,11.56,1
10.03,74.81,66.62,55.14,12.61,1
10.05,74.76,72.35,56.35,9.83,1
10.07,74.73,55.71,55.77,10.75,1
10.08,74.76,61.44,57.06,11.64,1
10.1,74.72,67.21,52.86,12.71,1
10.12,74.73,72.96,54.14,9.39,1
10.13,74.58,53.15,55.23,10.3,1
10.15,74.85,58.96,56.76,11.29,1
10.17,74.71,64.65,53.98,12.42,1
10.18,74.76,70.33,55.28,11.15,1
10.2,74.77,64.14,56.56,12.22,1
10.22,74.65,69.83,54.82,11.54,1
10.23,74.64,66.18,56.08,12.66,1
10.25,74.77,71.91,57.05,10.1,1
10.27,74.75,57.56,52.9,11.01,1
10.28,74.73,63.31,54.14,12.02,1
10.3,74.53,69.0,55.21,12.18,1
10.32,74.74,69.66,56.68,11.76,1
10.33,74.65,66.81,54.36,12.76,1
10.35,74.49,72.45,55.44,9.76,1
10.37,74.7,55.38,56.91,10.68,1
10.38,74.71,61.11,53.51,11.8,1
10.4,74.64,66.76,54.69,12.69,1
10.42,74.72,72.5,56.02,9.61,1
10.43,74.58,55.13,57.05,10.71,1
10.45,74.56,60.82,52.9,11.59,1
10.47,74.65,66.6,54.26,12.66,1
10.48,74.6,72.3,55.46,9.77,1
10.5,74.6,55.99,56.73,10.79,1
10.52,74.58,61.71,54.22,11.78,1
